Date,Average_PM2.5,season
2020_06_25,11.147058823529411,rainy
2020_06_26,10.382352941176471,rainy
2020_06_27,10.470588235294118,rainy
2020_06_28,10.941176470588236,rainy
2020_06_30,10.830882352941176,rainy
2020_07_01,10.544117647058824,rainy
2020_07_02,10.235294117647058,rainy
2020_07_03,10.823529411764707,rainy
2020_07_04,12.764705882352942,rainy
2020_07_05,11.102941176470589,rainy
2020_07_06,10.75,rainy
2020_07_07,11.5,rainy
2020_07_08,10.588235294117647,rainy
2020_07_09,10.823529411764707,rainy
2020_07_10,11.200980392156863,rainy
2020_07_11,11.044117647058824,rainy
2020_07_12,10.794117647058824,rainy
2020_07_13,9.245098039215687,rainy
2020_07_14,10.127450980392158,rainy
2020_07_15,11.470588235294118,rainy
2020_07_16,11.25,rainy
2020_07_17,11.044117647058824,rainy
2020_07_18,12.264705882352942,rainy
2020_07_19,9.970588235294118,rainy
2020_07_20,12.867647058823529,rainy
2020_07_21,12.838235294117647,rainy
2020_07_22,13.411764705882353,rainy
2020_07_23,12.666666666666666,rainy
2020_07_24,13.205882352941176,rainy
2020_07_25,12.764705882352942,rainy
2020_07_26,11.882352941176471,rainy
2020_07_27,11.117647058823529,rainy
2020_07_28,10.073529411764707,rainy
2020_07_29,10.436274509803921,rainy
2020_07_30,9.647058823529411,rainy
2020_07_31,9.852941176470589,rainy
2020_08_01,9.198529411764707,rainy
2020_08_02,8.014705882352942,rainy
2020_08_03,7.916666666666665,rainy
2020_08_04,9.382352941176471,rainy
2020_08_05,10.323529411764707,rainy
2020_08_06,12.117647058823529,rainy
2020_08_07,12.441176470588236,rainy
2020_08_08,10.808823529411764,rainy
2020_08_09,9.558823529411764,rainy
2020_08_10,9.882352941176471,rainy
2020_08_11,10.318627450980394,rainy
2020_08_12,9.279411764705882,rainy
2020_08_13,9.82843137254902,rainy
2020_08_14,11.441176470588236,rainy
2020_08_15,13.132352941176471,rainy
2020_08_16,12.661764705882353,rainy
2020_08_17,14.573529411764707,rainy
2020_08_18,15.808823529411764,rainy
2020_08_19,15.132352941176471,rainy
2020_08_20,16.102941176470587,rainy
2020_08_21,13.514705882352942,rainy
2020_08_22,10.794117647058824,rainy
2020_08_23,9.813725490196079,rainy
2020_08_24,12.661764705882353,rainy
2020_08_25,14.568627450980392,rainy
2020_08_26,13.362745098039214,rainy
2020_08_27,12.205882352941176,rainy
2020_08_28,13.127450980392156,rainy
2020_08_29,13.536764705882351,rainy
2020_08_30,14.49019607843137,rainy
2020_08_31,14.25,rainy
2020_09_01,13.764705882352942,rainy
2020_09_02,16.99019607843137,rainy
2020_09_03,16.220588235294116,rainy
2020_09_04,14.852941176470589,rainy
2020_09_05,13.529411764705882,rainy
2020_09_06,11.029411764705882,rainy
2020_09_07,10.264705882352942,rainy
2020_09_08,10.916666666666668,rainy
2020_09_09,12.647058823529411,rainy
2020_09_10,12.073529411764707,rainy
2020_09_11,10.397058823529411,rainy
2020_09_12,10.436274509803921,rainy
2020_09_13,10.382352941176471,rainy
2020_09_14,11.823529411764707,rainy
2020_09_15,11.235294117647058,rainy
2020_09_16,11.587009803921568,rainy
2020_09_17,11.459558823529411,rainy
2020_09_18,11.25,rainy
2020_09_19,8.088235294117647,rainy
2020_09_20,7.813725490196077,rainy
2020_09_21,11.397058823529411,rainy
2020_09_22,14.029411764705882,rainy
2020_09_23,16.139705882352942,rainy
2020_09_24,10.242647058823529,rainy
2020_09_25,10.382352941176471,rainy
2020_09_26,10.372549019607842,rainy
2020_09_27,10.289215686274511,rainy
2020_09_28,11.07843137254902,rainy
2020_09_29,10.009803921568627,rainy
2020_09_30,10.715686274509803,rainy
2020_10_01,10.799019607843137,winter
2020_10_02,11.32843137254902,winter
2020_10_03,11.03921568627451,winter
2020_10_04,10.166666666666666,winter
2020_10_05,13.191176470588234,winter
2020_10_06,14.029411764705882,winter
2020_10_07,15.06862745098039,winter
2020_10_08,11.627450980392156,winter
2020_10_09,11.142156862745097,winter
2020_10_10,11.963235294117647,winter
2020_10_11,13.926470588235293,winter
2020_10_12,19.299019607843135,winter
2020_10_13,16.24264705882353,winter
2020_10_14,15.769607843137253,winter
2020_10_15,13.985294117647058,winter
2020_10_16,11.691176470588236,winter
2020_10_17,9.343137254901961,winter
2020_10_18,9.409313725490197,winter
2020_10_19,12.916666666666668,winter
2020_10_20,12.720588235294118,winter
2020_10_21,11.970588235294118,winter
2020_10_22,15.257352941176471,winter
2020_10_23,20.455882352941178,winter
2020_10_24,24.916666666666664,winter
2020_10_25,28.45098039215686,winter
2020_10_26,30.696078431372545,winter
2020_10_27,23.06862745098039,winter
2020_10_28,22.10049019607843,winter
2020_10_29,15.767156862745097,winter
2020_10_30,12.098039215686276,winter
2020_10_31,14.151960784313724,winter
2020_11_01,13.676470588235293,winter
2020_11_02,16.845588235294116,winter
2020_11_03,19.426470588235293,winter
2020_11_04,22.794117647058822,winter
2020_11_05,21.622549019607842,winter
2020_11_06,21.72549019607843,winter
2020_11_07,19.25,winter
2020_11_08,26.585784313725494,winter
2020_11_09,26.458333333333332,winter
2020_11_10,28.926470588235293,winter
2020_11_11,26.441176470588236,winter
2020_11_12,21.98039215686274,winter
2020_11_13,28.090686274509807,winter
2020_11_14,32.23774509803922,winter
2020_11_15,34.38970588235294,winter
2020_11_16,24.137254901960784,winter
2020_11_17,25.66176470588235,winter
2020_11_18,26.372549019607842,winter
2020_11_19,29.627450980392158,winter
2020_11_20,28.59313725490196,winter
2020_11_21,22.75735294117647,winter
2020_11_22,19.914215686274506,winter
2020_11_23,22.75980392156863,winter
2020_11_24,18.818627450980394,winter
2020_11_25,18.862745098039213,winter
2020_11_26,18.29656862745098,winter
2020_11_27,16.15686274509804,winter
2020_11_28,19.534313725490197,winter
2020_11_29,18.6421568627451,winter
2020_11_30,17.159313725490197,winter
2020_12_01,17.397058823529413,winter
2020_12_02,18.43627450980392,winter
2020_12_03,19.004901960784313,winter
2020_12_04,22.833333333333332,winter
2020_12_05,24.316176470588236,winter
2020_12_06,26.86764705882353,winter
2020_12_07,29.779411764705884,winter
2020_12_08,28.303921568627448,winter
2020_12_09,30.426470588235293,winter
2020_12_10,36.470588235294116,winter
2020_12_11,40.01470588235294,winter
2020_12_12,39.11274509803922,winter
2020_12_13,38.205882352941174,winter
2020_12_14,38.536764705882355,winter
2020_12_15,36.11764705882353,winter
2020_12_16,26.05392156862745,winter
2020_12_17,21.75,winter
2020_12_18,21.264705882352942,winter
2020_12_19,18.83823529411765,winter
2020_12_20,17.735294117647058,winter
2020_12_21,21.375,winter
2020_12_22,28.154411764705884,winter
2020_12_23,34.9264705882353,winter
2020_12_24,35.35294117647059,winter
2020_12_25,29.558823529411764,winter
2020_12_26,28.75,winter
2020_12_27,29.38235294117647,winter
2020_12_28,26.102941176470587,winter
2020_12_29,28.029411764705884,winter
2020_12_30,26.426470588235293,winter
2020_12_31,20.279411764705884,winter
