Date,Average_PM2.5,season
2021_04_20,14.641774891774892,summer
2021_04_21,18.016774891774894,summer
2021_04_22,24.217803030303028,summer
2021_04_23,26.5625,summer
2021_04_24,27.2637987012987,summer
2021_04_25,26.18073593073593,summer
2021_04_26,21.070887445887443,summer
2021_04_27,16.50703463203463,summer
2021_04_28,18.09577922077922,summer
2021_04_29,13.39339826839827,summer
2021_04_30,14.76569264069264,summer
2021_05_01,14.630411255411257,rainy
2021_05_02,17.828057359307362,rainy
2021_05_03,17.84090909090909,rainy
2021_05_04,21.641369047619047,rainy
2021_05_05,21.333333333333336,rainy
2021_05_06,17.372429653679653,rainy
2021_05_07,15.357683982683984,rainy
2021_05_08,20.215367965367964,rainy
2021_05_09,17.531601731601732,rainy
2021_05_10,17.156926406926406,rainy
2021_05_11,15.300324675324676,rainy
2021_05_12,14.112824675324676,rainy
2021_05_13,13.184523809523808,rainy
2021_05_14,14.492424242424244,rainy
2021_05_15,15.701569264069263,rainy
2021_05_16,15.082792207792208,rainy
2021_05_17,16.81926406926407,rainy
2021_05_18,15.20400432900433,rainy
2021_05_19,15.525027056277056,rainy
2021_05_20,14.680194805194805,rainy
2021_05_21,13.852543290043291,rainy
2021_05_22,12.403679653679655,rainy
2021_05_23,11.550933441558442,rainy
2021_05_24,11.06737012987013,rainy
2021_05_25,11.207521645021645,rainy
2021_05_26,13.268668831168831,rainy
2021_05_27,14.425595238095237,rainy
2021_05_28,12.272186147186147,rainy
2021_05_29,10.827245670995671,rainy
2021_05_30,9.929924242424242,rainy
2021_05_31,11.106060606060606,rainy
2021_06_01,13.272727272727273,rainy
2021_06_02,14.934523809523808,rainy
2021_06_03,15.777597402597403,rainy
2021_06_04,15.36147186147186,rainy
2021_06_05,12.973484848484848,rainy
2021_06_06,11.43073593073593,rainy
2021_06_07,10.637445887445889,rainy
2021_06_08,10.578463203463203,rainy
2021_06_09,9.282467532467532,rainy
2021_06_10,8.666666666666668,rainy
2021_06_11,10.632440476190476,rainy
2021_06_12,12.667343073593075,rainy
2021_06_13,12.849296536796535,rainy
2021_06_14,11.1387987012987,rainy
2021_06_15,9.977764659582842,rainy
2021_06_16,9.505558835104289,rainy
2021_06_17,10.652056277056278,rainy
2021_06_18,11.916937229437229,rainy
2021_06_19,12.781655844155845,rainy
2021_06_20,13.152597402597403,rainy
2021_06_21,18.453192640692638,rainy
2021_06_22,19.68641774891775,rainy
2021_06_23,15.967532467532468,rainy
2021_06_24,11.7012987012987,rainy
2021_06_25,13.779220779220779,rainy
2021_06_26,12.532467532467532,rainy
2021_06_27,11.090909090909092,rainy
2021_06_28,10.571428571428571,rainy
2021_06_30,12.61038961038961,rainy
2021_06_30,12.61038961038961,rainy
2021_07_01,10.090909090909092,rainy
2021_07_02,10.480519480519481,rainy
2021_07_03,10.642857142857142,rainy
2021_07_04,11.051948051948052,rainy
2021_07_05,10.779220779220779,rainy
2021_07_06,10.467532467532468,rainy
2021_07_07,9.584415584415584,rainy
2021_07_08,9.519480519480519,rainy
2021_07_09,9.454545454545455,rainy
2021_07_10,8.675324675324676,rainy
2021_07_11,7.550177095631641,rainy
2021_07_12,9.08500590318772,rainy
2021_07_13,12.402597402597403,rainy
2021_07_14,14.0,rainy
2021_07_15,11.337662337662337,rainy
2021_07_16,10.38961038961039,rainy
2021_07_17,11.207792207792208,rainy
2021_07_18,10.155844155844155,rainy
2021_07_19,9.036796536796535,rainy
2021_07_20,8.948051948051948,rainy
2021_07_21,9.753246753246753,rainy
2021_07_22,12.454545454545455,rainy
2021_07_23,11.714285714285714,rainy
2021_07_24,12.272727272727273,rainy
2021_07_25,10.285714285714286,rainy
2021_07_26,11.25974025974026,rainy
2021_07_27,9.636363636363637,rainy
2021_07_28,9.207792207792208,rainy
2021_07_29,11.012987012987013,rainy
2021_07_30,11.636363636363637,rainy
2021_07_31,12.376623376623376,rainy
2021_08_01,11.279220779220779,rainy
2021_08_02,11.51082251082251,rainy
2021_08_03,10.852813852813853,rainy
2021_08_04,11.948051948051948,rainy
2021_08_05,12.792207792207792,rainy
2021_08_06,12.311688311688311,rainy
2021_08_07,11.839826839826841,rainy
2021_08_08,13.033279220779221,rainy
2021_08_09,13.075487012987013,rainy
2021_08_10,13.289424860853432,rainy
2021_08_11,11.236549165120595,rainy
2021_08_12,10.131725417439704,rainy
2021_08_13,9.311688311688311,rainy
2021_08_14,9.441558441558442,rainy
2021_08_15,8.428571428571429,rainy
2021_08_16,8.376623376623376,rainy
2021_08_17,12.116883116883116,rainy
2021_08_18,13.142857142857142,rainy
2021_08_19,13.662337662337663,rainy
2021_08_20,14.61038961038961,rainy
2021_08_21,13.454545454545455,rainy
2021_08_22,12.74025974025974,rainy
2021_08_23,11.535714285714286,rainy
2021_08_24,10.282467532467532,rainy
2021_08_25,9.85064935064935,rainy
2021_08_26,8.863636363636363,rainy
2021_08_27,9.652597402597403,rainy
2021_08_28,9.483766233766234,rainy
2021_08_29,8.646103896103897,rainy
2021_08_30,10.662337662337663,rainy
2021_08_31,11.974025974025974,rainy
2021_09_01,12.597402597402597,rainy
2021_09_02,11.2987012987013,rainy
2021_09_03,9.519480519480519,rainy
2021_09_04,10.253246753246753,rainy
2021_09_05,11.077922077922079,rainy
2021_09_06,12.064935064935066,rainy
2021_09_07,12.162337662337663,rainy
2021_09_08,10.824675324675324,rainy
2021_09_09,9.844155844155845,rainy
2021_09_10,9.251623376623376,rainy
2021_09_11,9.733225108225108,rainy
2021_09_12,10.783279220779221,rainy
2021_09_13,11.22754329004329,rainy
2021_09_14,12.03896103896104,rainy
2021_09_15,11.311688311688311,rainy
2021_09_16,9.670995670995673,rainy
2021_09_17,10.593073593073594,rainy
2021_09_18,13.335497835497835,rainy
2021_09_19,12.095238095238095,rainy
2021_09_20,12.084415584415584,rainy
2021_09_21,9.437229437229439,rainy
2021_09_22,8.428571428571429,rainy
2021_09_23,9.567099567099568,rainy
2021_09_24,10.181818181818182,rainy
2021_09_25,10.170995670995673,rainy
2021_09_26,8.13961038961039,rainy
2021_09_27,10.204545454545455,rainy
2021_09_28,13.400974025974026,rainy
2021_09_29,18.868506493506494,rainy
2021_09_30,16.954545454545453,rainy
2021_10_01,12.993506493506493,winter
2021_10_02,11.913419913419913,winter
2021_10_03,13.516233766233766,winter
2021_10_04,15.5487012987013,winter
2021_10_05,16.81385281385281,winter
2021_10_06,12.63961038961039,winter
2021_10_07,14.375541125541124,winter
2021_10_08,19.666666666666668,winter
2021_10_09,14.023809523809522,winter
2021_10_10,12.127705627705627,winter
2021_10_11,9.93073593073593,winter
2021_10_12,10.080086580086581,winter
2021_10_13,10.075216450216452,winter
2021_10_14,11.425595238095237,winter
2021_10_15,10.997835497835498,winter
2021_10_16,10.852813852813853,winter
2021_10_17,8.281385281385282,winter
2021_10_18,9.683982683982684,winter
2021_10_19,13.680735930735931,winter
2021_10_20,18.056277056277054,winter
2021_10_21,18.443722943722946,winter
2021_10_22,13.330086580086578,winter
2021_10_23,11.23917748917749,winter
2021_10_24,11.81060606060606,winter
2021_10_25,14.304112554112551,winter
2021_10_26,18.479437229437227,winter
2021_10_27,19.298701298701296,winter
2021_10_28,18.844155844155843,winter
2021_10_29,15.523809523809526,winter
2021_10_30,18.00865800865801,winter
2021_10_31,12.648268398268398,winter
2021_11_01,13.746753246753247,winter
2021_11_02,14.944805194805195,winter
2021_11_03,15.318181818181818,winter
2021_11_04,17.07792207792208,winter
2021_11_05,17.246753246753247,winter
2021_11_06,19.155844155844157,winter
2021_11_07,17.818181818181817,winter
2021_11_08,16.681818181818183,winter
2021_11_09,13.441558441558442,winter
2021_11_10,15.337662337662337,winter
2021_11_11,18.38961038961039,winter
2021_11_12,19.383116883116884,winter
2021_11_13,19.25974025974026,winter
2021_11_14,22.217532467532468,winter
2021_11_15,22.72077922077922,winter
2021_11_16,18.753246753246753,winter
2021_11_17,14.792207792207792,winter
2021_11_18,15.88126159554731,winter
2021_11_19,17.7012987012987,winter
2021_11_20,20.467532467532468,winter
2021_11_21,21.38961038961039,winter
2021_11_22,20.48051948051948,winter
2021_11_23,14.441558441558442,winter
2021_11_24,14.064935064935066,winter
2021_11_25,18.12987012987013,winter
2021_11_26,20.467532467532468,winter
2021_11_27,21.12987012987013,winter
2021_11_28,23.441558441558442,winter
2021_11_29,22.584415584415584,winter
2021_11_30,23.428571428571427,winter
2021_12_01,27.0,winter
2021_12_02,26.763636363636365,winter
2021_12_03,27.103896103896105,winter
2021_12_04,28.675324675324674,winter
2021_12_05,31.0,winter
2021_12_06,32.532467532467535,winter
2021_12_07,35.5995670995671,winter
2021_12_08,34.27272727272727,winter
2021_12_09,27.52813852813853,winter
2021_12_10,23.961038961038962,winter
2021_12_11,25.09090909090909,winter
2021_12_12,23.571428571428573,winter
2021_12_13,22.07792207792208,winter
2021_12_14,29.939393939393934,winter
2021_12_15,33.63636363636363,winter
2021_12_16,35.55844155844156,winter
2021_12_17,30.376623376623378,winter
2021_12_18,25.162337662337663,winter
2021_12_19,25.87012987012987,winter
2021_12_20,35.16233766233766,winter
2021_12_21,44.311688311688314,winter
2021_12_22,46.010822510822514,winter
2021_12_23,43.01298701298701,winter
2021_12_24,38.36363636363637,winter
2021_12_25,26.004058441558442,winter
2021_12_26,22.25974025974026,winter
2021_12_27,23.571428571428573,winter
2021_12_28,17.493506493506494,winter
2021_12_29,17.415584415584416,winter
2021_12_30,17.376623376623378,winter
2021_12_31,18.116883116883116,winter
