Date,Average_PM2.5,season
2018_04_01,37.989038634321645,summer
2018_04_02,39.7102875112309,summer
2018_04_03,35.10377358490565,summer
2018_04_04,33.40916442048518,summer
2018_04_05,31.34685534591195,summer
2018_04_06,33.70884995507637,summer
2018_04_07,18.404941599281223,summer
2018_04_08,20.902291105121286,summer
2018_04_09,34.25822102425876,summer
2018_04_10,43.24074573225517,summer
2018_04_11,38.15139263252471,summer
2018_04_12,32.091464510332436,summer
2018_04_13,33.097933513027854,summer
2018_04_14,35.17403414195867,summer
2018_04_15,32.757771787960465,summer
2018_04_16,27.178346810422287,summer
2018_04_17,19.335849056603777,summer
2018_04_18,23.638264949585704,summer
2018_04_19,25.414096036737543,summer
2018_04_20,25.6636567834681,summer
2018_04_21,30.794474393531,summer
2018_04_22,31.781176999101515,summer
2018_04_23,33.75157232704402,summer
2018_04_24,34.626954177897574,summer
2018_04_25,30.61527403414197,summer
2018_04_26,23.168238993710695,summer
2018_04_27,22.54393530997305,summer
2018_04_28,18.233333333333327,summer
2018_04_29,17.763746630727763,summer
2018_04_30,14.590251572327048,summer
2018_05_01,12.036612758310874,rainy
2018_05_02,11.036882300089848,rainy
2018_05_03,13.825651392632528,rainy
2018_05_04,15.364959568733152,rainy
2018_05_05,13.827776989643915,rainy
2018_05_06,14.717737740577864,rainy
2018_05_07,17.341183146545614,rainy
2018_05_08,21.426190476190474,rainy
2018_05_09,21.810512129380054,rainy
2018_05_10,19.761769991015278,rainy
2018_05_11,17.495058400718776,rainy
2018_05_12,20.982030548068288,rainy
2018_05_13,19.05992812219227,rainy
2018_05_14,17.800539083557947,rainy
2018_05_15,19.954976539882203,rainy
2018_05_16,18.536343216531893,rainy
2018_05_17,14.793980233602877,rainy
2018_05_18,16.015723270440247,rainy
2018_05_19,15.621698113207549,rainy
2018_05_20,18.712578616352193,rainy
2018_05_21,17.763656783468107,rainy
2018_05_22,17.260601976639705,rainy
2018_05_23,18.7730008984726,rainy
2018_05_24,12.623584905660383,rainy
2018_05_25,11.917610062893086,rainy
2018_05_26,12.76612758310871,rainy
2018_05_27,12.612264150943394,rainy
2018_05_28,14.185265049415998,rainy
2018_05_29,10.730637915543575,rainy
2018_05_30,11.617699910152744,rainy
2018_05_31,15.122147349505846,rainy
2018_06_01,14.623989218328834,rainy
2018_06_02,14.463027852650495,rainy
2018_06_03,13.521069182389931,rainy
2018_06_04,12.883198562443846,rainy
2018_06_05,12.520709793351301,rainy
2018_06_06,13.311949685534586,rainy
2018_06_07,11.658805031446539,rainy
2018_06_08,10.815992812219228,rainy
2018_06_09,10.69519317160827,rainy
2018_06_10,11.728616352201257,rainy
2018_06_11,11.810377358490564,rainy
2018_06_12,11.66060197663971,rainy
2018_06_13,12.51266846361186,rainy
2018_06_14,13.248966756513925,rainy
2018_06_15,14.755795148247973,rainy
2018_06_16,16.1751572327044,rainy
2018_06_17,16.677762803234497,rainy
2018_06_18,19.25516621743037,rainy
2018_06_19,18.388993710691825,rainy
2018_06_20,13.843890386343215,rainy
2018_06_21,13.325426774483372,rainy
2018_06_22,16.86698113207547,rainy
2018_06_23,17.107008086253362,rainy
2018_06_24,14.622641509433967,rainy
2018_06_25,12.399191374663078,rainy
2018_06_26,13.49335130278526,rainy
2018_06_27,13.360017969451924,rainy
2018_06_28,13.92888589398023,rainy
2018_06_30,12.038589398023358,rainy
2018_07_01,11.290588499550763,rainy
2018_07_02,10.703818508535491,rainy
2018_07_03,12.140745732255164,rainy
2018_07_04,11.995103324348609,rainy
2018_07_05,12.315947888589397,rainy
2018_07_06,11.804582210242588,rainy
2018_07_07,13.59577717879605,rainy
2018_07_08,16.949236298292902,rainy
2018_07_09,15.159838274932609,rainy
2018_07_10,15.67987421383648,rainy
2018_07_11,13.0351302785265,rainy
2018_07_12,12.353504043126689,rainy
2018_07_13,12.627403414195866,rainy
2018_07_14,15.52183288409703,rainy
2018_07_15,14.440071877807728,rainy
2018_07_16,15.547798742138363,rainy
2018_07_17,14.195911949685538,rainy
2018_07_18,11.307387895123746,rainy
2018_07_19,13.02034632034632,rainy
2018_07_20,13.71401617250674,rainy
2018_07_21,14.59043126684636,rainy
2018_07_22,14.494267053701014,rainy
2018_07_23,15.317603151565418,rainy
2018_07_24,17.480914368650215,rainy
2018_07_25,17.421245421245423,rainy
2018_07_26,16.752584836547104,rainy
2018_07_27,16.80603704471629,rainy
2018_07_28,15.372931785195933,rainy
2018_07_29,14.913522012578614,rainy
2018_07_30,14.707726864330638,rainy
2018_07_31,15.180174856589952,rainy
2018_08_01,16.671193586287924,rainy
2018_08_02,17.316203607713042,rainy
2018_08_03,16.475074296772405,rainy
2018_08_04,16.699972354689333,rainy
2018_08_05,16.79014099108439,rainy
2018_08_06,17.091340106434444,rainy
2018_08_07,18.134273273895914,rainy
2018_08_08,20.729221093372036,rainy
2018_08_09,16.468093855829704,rainy
2018_08_10,16.239937106918237,rainy
2018_08_11,14.327731702260003,rainy
2018_08_12,15.225260902619395,rainy
2018_08_13,16.952294560785127,rainy
2018_08_14,15.898137397194002,rainy
2018_08_15,15.642449374524848,rainy
2018_08_16,16.00489667565139,rainy
2018_08_17,14.59916718501624,rainy
2018_08_18,10.776570285060851,rainy
2018_08_19,11.97012987012987,rainy
2018_08_20,15.389393939393939,rainy
2018_08_21,18.966417858870688,rainy
2018_08_22,17.774400442324968,rainy
2018_08_23,17.67334803561219,rainy
2018_08_24,14.307861635220126,rainy
2018_08_25,13.11504941599281,rainy
2018_08_26,13.742283502660865,rainy
2018_08_27,12.59742710120069,rainy
2018_08_28,14.179183081069874,rainy
2018_08_29,15.099951620706337,rainy
2018_08_30,13.882044370723614,rainy
2018_08_31,11.848603283508945,rainy
2018_09_01,15.15569838966066,rainy
2018_09_02,15.449350335199393,rainy
2018_09_03,14.361458981270301,rainy
2018_09_04,12.473612550971044,rainy
2018_09_05,12.335710830050454,rainy
2018_09_06,14.933969175478607,rainy
2018_09_07,16.991022185361807,rainy
2018_09_08,19.153859976501483,rainy
2018_09_09,20.61025295459258,rainy
2018_09_10,20.728329532103114,rainy
2018_09_11,16.22410325523533,rainy
2018_09_12,15.337659824452277,rainy
2018_09_13,14.984831454543473,rainy
2018_09_14,13.749999090614779,rainy
2018_09_15,14.588634321653187,rainy
2018_09_16,14.807388209275,rainy
2018_09_17,12.172949063515105,rainy
2018_09_18,11.556616025483951,rainy
2018_09_19,11.789615730181772,rainy
2018_09_20,17.4115004492363,rainy
2018_09_21,22.383257308728997,rainy
2018_09_22,19.236920312392016,rainy
2018_09_23,15.67199875596102,rainy
2018_09_24,16.770357315640336,rainy
2018_09_25,15.949436726795215,rainy
2018_09_26,14.033101803856525,rainy
2018_09_27,14.476515308590782,rainy
2018_09_28,16.36596171124473,rainy
2018_09_29,18.3318750431958,rainy
2018_09_30,14.792459741516343,rainy
2018_10_01,15.025548874605478,winter
2018_10_02,17.58311529740101,winter
2018_10_03,24.456809138749843,winter
2018_10_04,25.958676842773876,winter
2018_10_05,19.686752301307557,winter
2018_10_06,21.71833377763297,winter
2018_10_07,22.526982152319082,winter
2018_10_08,24.493924613870703,winter
2018_10_09,24.836064953315624,winter
2018_10_10,26.40491329574888,winter
2018_10_11,22.689765311059112,winter
2018_10_12,18.255401531681855,winter
2018_10_13,21.010615470184202,winter
2018_10_14,21.281924574377403,winter
2018_10_15,16.993743602908026,winter
2018_10_16,15.921266813450105,winter
2018_10_17,15.679245283018869,winter
2018_10_18,16.557651991614257,winter
2018_10_19,20.440251572327043,winter
2018_10_20,17.9832285115304,winter
2018_10_21,11.156946826758146,winter
2018_10_22,12.169811320754716,winter
2018_10_23,14.628930817610064,winter
2018_10_24,16.031446540880502,winter
2018_10_25,20.559748427672957,winter
2018_10_26,18.9748427672956,winter
2018_10_27,19.666666666666668,winter
2018_10_28,18.050314465408803,winter
2018_10_29,22.452830188679247,winter
2018_10_30,22.60377358490566,winter
2018_10_31,26.767295597484278,winter
2018_11_01,29.828092243186582,winter
2018_11_02,32.0167714884696,winter
2018_11_03,33.490566037735846,winter
2018_11_04,33.886792452830186,winter
2018_11_05,32.81132075471698,winter
2018_11_06,28.581761006289305,winter
2018_11_07,23.729559748427675,winter
2018_11_08,19.08776443682104,winter
2018_11_09,18.019725557461406,winter
2018_11_10,17.534591194968556,winter
2018_11_11,17.229559748427672,winter
2018_11_12,23.32704402515723,winter
2018_11_13,27.733752620545072,winter
2018_11_14,27.867924528301888,winter
2018_11_15,27.232704402515722,winter
2018_11_16,21.251572327044023,winter
2018_11_17,20.99685534591195,winter
2018_11_18,22.455974842767297,winter
2018_11_19,24.10691823899371,winter
2018_11_20,22.62264150943396,winter
2018_11_21,25.918238993710695,winter
2018_11_22,27.20125786163522,winter
2018_11_23,21.855345911949684,winter
2018_11_24,22.289308176100633,winter
2018_11_25,26.339622641509433,winter
2018_11_26,26.433962264150942,winter
2018_11_27,25.056603773584907,winter
2018_11_28,22.91194968553459,winter
2018_11_29,28.157232704402514,winter
2018_11_30,30.9748427672956,winter
2018_12_01,31.28301886792453,winter
2018_12_02,29.99056603773585,winter
2018_12_03,30.18867924528302,winter
2018_12_04,31.39622641509434,winter
2018_12_05,28.012578616352204,winter
2018_12_06,28.11320754716981,winter
2018_12_07,33.46540880503145,winter
2018_12_08,26.754716981132077,winter
2018_12_09,22.37735849056604,winter
2018_12_10,21.343910806174957,winter
2018_12_11,24.60377358490566,winter
2018_12_12,20.88679245283019,winter
2018_12_13,18.452830188679247,winter
2018_12_14,20.39622641509434,winter
2018_12_15,22.28301886792453,winter
2018_12_16,21.62264150943396,winter
2018_12_17,20.11320754716981,winter
2018_12_18,24.49056603773585,winter
2018_12_19,35.0377358490566,winter
2018_12_20,48.0377358490566,winter
2018_12_21,45.132075471698116,winter
2018_12_22,38.37735849056604,winter
2018_12_23,37.39622641509434,winter
2018_12_24,32.839622641509436,winter
2018_12_25,36.660377358490564,winter
2018_12_26,43.075471698113205,winter
2018_12_27,45.83018867924528,winter
2018_12_28,46.716981132075475,winter
2018_12_29,23.71698113207547,winter
2018_12_30,16.69811320754717,winter
2018_12_31,17.39622641509434,winter
