Date,Average_PM2.5,season
2022_05_09,14.193388441769,rainy
2022_05_10,11.92035994968992,rainy
2022_05_11,11.12756548670636,rainy
2022_05_12,12.882967276639986,rainy
2022_05_13,15.234118155975777,rainy
2022_05_14,17.205178957011054,rainy
2022_05_15,17.362437930307465,rainy
2022_05_16,13.579281990883118,rainy
2022_05_17,11.793786851040007,rainy
2022_05_18,12.22791663940326,rainy
2022_05_19,11.488483936399923,rainy
2022_05_20,9.73723527230692,rainy
2022_05_21,8.931510683620873,rainy
2022_05_22,11.954919045853417,rainy
2022_05_23,13.789635542759925,rainy
2022_05_24,13.795359040909654,rainy
2022_05_25,14.335352643096542,rainy
2022_05_26,15.935492958770453,rainy
2022_05_27,17.83327517139596,rainy
2022_05_28,18.510661810144892,rainy
2022_05_29,20.421688586446813,rainy
2022_05_30,19.480950147949432,rainy
2022_05_31,17.843408071422854,rainy
2022_06_01,17.93754316706289,rainy
2022_06_02,16.99001613993762,rainy
2022_06_03,12.184640522875815,rainy
2022_06_04,9.997649894217975,rainy
2022_06_05,9.922628265247514,rainy
2022_06_06,9.666317695042421,rainy
2022_06_07,10.61618755770755,rainy
2022_06_08,11.282892393145612,rainy
2022_06_09,12.060673806044477,rainy
2022_06_10,13.036498433262812,rainy
2022_06_11,13.39778766530713,rainy
2022_06_12,13.766911794998554,rainy
2022_06_13,15.02397725868249,rainy
2022_06_14,16.06006674082314,rainy
2022_06_15,13.952354467927329,rainy
2022_06_16,13.01310097639352,rainy
2022_06_17,12.632894574218264,rainy
2022_06_18,11.591465826226672,rainy
2022_06_19,10.481664812754913,rainy
2022_06_20,10.387498455073537,rainy
2022_06_21,10.72327277221604,rainy
2022_06_22,11.406141173562492,rainy
2022_06_23,11.856260042021999,rainy
2022_06_24,11.060931899641577,rainy
2022_06_25,11.276665430725496,rainy
2022_06_26,10.452817945865775,rainy
2022_06_27,12.119052033123221,rainy
2022_06_28,11.92748115189717,rainy
2022_06_30,11.058985292300088,rainy
2022_07_01,10.629186750710666,rainy
2022_07_02,10.237238907428004,rainy
2022_07_03,10.324032876035105,rainy
2022_07_04,9.462291434927698,rainy
2022_07_05,10.041935483870967,rainy
2022_07_06,10.801130886169817,rainy
2022_07_07,11.004245457916204,rainy
2022_07_08,10.250574712643678,rainy
2022_07_09,10.25287356321839,rainy
2022_07_10,9.275862068965518,rainy
2022_07_11,9.984674329501916,rainy
2022_07_12,11.172413793103448,rainy
2022_07_13,11.17088122605364,rainy
2022_07_14,11.135632183908045,rainy
2022_07_15,12.547892720306512,rainy
2022_07_16,12.206896551724139,rainy
2022_07_17,11.537931034482758,rainy
2022_07_18,13.160919540229886,rainy
2022_07_19,13.130268199233718,rainy
2022_07_20,10.71264367816092,rainy
2022_07_21,9.022988505747126,rainy
2022_07_22,8.988505747126437,rainy
2022_07_23,9.557471264367816,rainy
2022_07_24,11.35632183908046,rainy
2022_07_25,12.827586206896552,rainy
2022_07_26,14.149425287356323,rainy
2022_07_27,14.517241379310345,rainy
2022_07_28,14.402298850574713,rainy
2022_07_29,14.347701149425287,rainy
2022_07_30,13.902298850574713,rainy
2022_07_31,11.10344827586207,rainy
2022_08_01,10.741379310344827,rainy
2022_08_02,9.455172413793104,rainy
2022_08_03,9.327586206896552,rainy
2022_08_04,10.126436781609195,rainy
2022_08_05,10.793103448275861,rainy
2022_08_06,11.413793103448276,rainy
2022_08_07,8.908045977011493,rainy
2022_08_08,9.229885057471265,rainy
2022_08_09,10.229885057471265,rainy
2022_08_10,10.689655172413794,rainy
2022_08_11,11.367816091954023,rainy
2022_08_12,10.86896551724138,rainy
2022_08_13,11.60919540229885,rainy
2022_08_14,12.666666666666666,rainy
2022_08_15,11.524137931034483,rainy
2022_08_16,9.549425287356321,rainy
2022_08_17,10.344827586206897,rainy
2022_08_18,10.632183908045977,rainy
2022_08_19,12.275862068965518,rainy
2022_08_20,12.505747126436782,rainy
2022_08_21,11.919540229885058,rainy
2022_08_22,11.298850574712644,rainy
2022_08_23,13.26896551724138,rainy
2022_08_24,13.862068965517242,rainy
2022_08_25,11.192528735632184,rainy
2022_08_26,10.595402298850574,rainy
2022_08_27,9.977011494252874,rainy
2022_08_28,11.35632183908046,rainy
2022_08_29,13.71264367816092,rainy
2022_08_30,15.597701149425287,rainy
2022_08_31,15.517241379310345,rainy
2022_09_01,15.528735632183908,rainy
2022_09_02,17.302681992337163,rainy
2022_09_03,14.666666666666666,rainy
2022_09_04,11.425287356321839,rainy
2022_09_05,10.689655172413794,rainy
2022_09_06,11.367816091954023,rainy
2022_09_07,12.773946360153259,rainy
2022_09_08,13.367816091954023,rainy
2022_09_09,12.022988505747126,rainy
2022_09_10,9.79469987228608,rainy
2022_09_11,11.019157088122606,rainy
2022_09_12,12.361004682843763,rainy
2022_09_13,14.72030651340996,rainy
2022_09_14,13.340996168582377,rainy
2022_09_15,11.601532567049809,rainy
2022_09_16,10.697318007662837,rainy
2022_09_17,10.544061302681992,rainy
2022_09_18,10.64750957854406,rainy
2022_09_19,10.409961685823756,rainy
2022_09_20,11.89655172413793,rainy
2022_09_21,12.716475095785439,rainy
2022_09_22,13.411494252873563,rainy
2022_09_23,14.107279693486591,rainy
2022_09_24,12.74712643678161,rainy
2022_09_25,11.590038314176244,rainy
2022_09_26,11.482758620689655,rainy
2022_09_27,14.059770114942529,rainy
2022_09_28,13.38927203065134,rainy
2022_09_29,12.183908045977011,rainy
2022_09_30,10.513409961685824,rainy
2022_10_01,10.124521072796934,winter
2022_10_02,11.351532567049807,winter
2022_10_03,10.669540229885058,winter
2022_10_04,11.35536398467433,winter
2022_10_05,13.550766283524903,winter
2022_10_06,13.854406130268199,winter
2022_10_07,11.945402298850574,winter
2022_10_08,12.186781609195402,winter
2022_10_09,11.276819923371647,winter
2022_10_10,10.322796934865899,winter
2022_10_11,12.420498084291188,winter
2022_10_12,17.81647509578544,winter
2022_10_13,19.160919540229884,winter
2022_10_14,22.789463601532564,winter
2022_10_15,22.22816091954023,winter
2022_10_16,19.910919540229884,winter
2022_10_17,26.02318007662835,winter
2022_10_18,30.753065134099618,winter
2022_10_19,33.00114942528735,winter
2022_10_20,29.165517241379312,winter
2022_10_21,21.660919540229884,winter
2022_10_22,18.8323754789272,winter
2022_10_23,19.298275862068966,winter
2022_10_24,27.555172413793105,winter
2022_10_25,29.787931034482757,winter
2022_10_26,22.550574712643677,winter
2022_10_27,14.975287356321838,winter
2022_10_28,14.954022988505747,winter
2022_10_29,17.41494252873563,winter
2022_10_30,25.593805874840356,winter
2022_10_31,29.425862068965518,winter
2022_11_01,25.855363984674334,winter
2022_11_02,24.596934865900383,winter
2022_11_03,25.18620689655172,winter
2022_11_04,24.64080459770115,winter
2022_11_05,27.567049808429115,winter
2022_11_06,27.05478927203065,winter
2022_11_07,28.16570881226054,winter
2022_11_08,29.167624521072792,winter
2022_11_09,27.509961685823757,winter
2022_11_10,25.644636015325666,winter
2022_11_11,24.02183908045977,winter
2022_11_12,23.055172413793102,winter
2022_11_13,20.874329501915707,winter
2022_11_14,17.131034482758622,winter
2022_11_15,16.29961685823755,winter
2022_11_16,17.115325670498084,winter
2022_11_17,18.295785440613027,winter
2022_11_18,16.589080459770116,winter
2022_11_19,18.34233716475096,winter
2022_11_20,16.14578544061303,winter
2022_11_21,17.22241379310345,winter
2022_11_22,21.14808429118774,winter
2022_11_23,20.09674329501916,winter
2022_11_24,15.915325670498083,winter
2022_11_25,13.608045977011493,winter
2022_11_26,13.327969348659003,winter
2022_11_27,15.62241379310345,winter
2022_11_28,16.78639846743295,winter
2022_11_29,19.7867816091954,winter
2022_11_30,21.37375478927203,winter
2022_12_01,17.631226053639846,winter
2022_12_02,16.444827586206898,winter
2022_12_03,15.355172413793104,winter
2022_12_04,16.410344827586204,winter
2022_12_05,16.028735632183906,winter
2022_12_06,15.025862068965518,winter
2022_12_07,17.680459770114943,winter
2022_12_08,19.473563218390805,winter
2022_12_09,20.920114942528734,winter
2022_12_10,22.678927203065133,winter
2022_12_11,24.44137931034483,winter
2022_12_12,25.090804597701144,winter
2022_12_13,26.926436781609194,winter
2022_12_14,31.848275862068967,winter
2022_12_15,33.371455938697316,winter
2022_12_16,35.667241379310354,winter
2022_12_17,29.390613026819928,winter
2022_12_18,25.817049808429115,winter
2022_12_19,27.152298850574713,winter
2022_12_20,32.482183908045975,winter
2022_12_21,34.762068965517244,winter
2022_12_22,34.91704980842912,winter
2022_12_23,36.037739463601525,winter
2022_12_24,32.7227969348659,winter
2022_12_25,28.36590038314176,winter
2022_12_26,29.98199233716475,winter
2022_12_27,31.63314176245211,winter
2022_12_28,32.43659003831418,winter
2022_12_29,30.56168582375479,winter
2022_12_30,24.651915708812265,winter
2022_12_31,24.03735632183908,winter
