Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,41T,46T,47T,72T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,78T,43T,80T
2019_04_12,20.4,12.0,17.0,18.0,20.400000000000002,17.0,20.0,30.0,21.0,19,18,32.0,22.0,18.25,18.0,19.0,14,19.0,19.0,23.0,14.0,22.0,21.71607142857143,25.0,23.0,26.0,23.0,32.0,46.0,47.0,49.0,51.0,10.0,12.0,12.0,8.0,10.5,16.0,13.0,12,18.0,15.0,24.0,102,93.0,88.0,73.0,90.0,82.0,104.0,217.0,110.0,132,209.0,86.0,61.0,107.07142857142857,52.0,20.0,14.5,16.0,19.0,19.0,15.0,15
2019_04_13,17.7,12.0,13.0,16.0,17.7,14.0,18.0,20.0,19.0,18,19,28.0,21.0,17.75,17.0,19.0,14,19.0,19.0,17.0,11.0,19.0,19.041071428571428,23.0,19.0,20.0,18.0,31.0,36.0,42.0,47.5,53.0,9.0,11.0,9.0,10.0,9.75,13.0,14.0,10,18.0,17.0,21.0,92,86.0,83.0,60.0,120.0,74.0,104.0,220.0,108.0,95,154.0,87.0,53.0,98.5,43.0,27.0,15.0,16.0,19.0,19.0,12.0,12
2019_04_14,14.0,7.0,11.0,13.0,14.0,10.0,15.0,17.0,16.0,12,14,25.0,17.0,18.75,30.0,15.0,13,14.0,14.0,12.0,8.0,16.0,16.098214285714285,19.0,13.0,17.0,16.0,28.0,32.0,36.0,40.5,45.0,6.0,11.0,9.0,9.0,8.75,12.0,9.0,9,12.0,13.0,14.0,68,64.0,62.0,49.0,77.0,58.0,85.0,124.0,94.0,66,100.0,58.0,42.0,70.78571428571429,44.0,16.0,10.0,22.0,20.0,20.0,12.0,12
2019_04_15,13.1,8.0,8.0,10.0,13.1,10.0,14.0,17.0,14.0,11,14,25.0,16.0,16.0,20.0,15.0,13,13.0,13.0,14.0,6.0,11.0,13.864285714285714,13.0,11.0,15.0,11.0,22.0,22.0,34.0,29.0,24.0,12.0,10.0,10.0,11.0,10.75,11.0,13.0,8,14.0,12.0,19.0,64,54.0,59.0,51.0,103.0,61.0,74.0,106.0,84.0,58,90.0,48.0,39.0,66.21428571428571,36.0,15.0,11.0,17.0,16.0,16.0,12.0,12
2019_04_16,15.4,9.0,11.0,14.0,15.4,10.0,16.0,21.0,16.0,14,15,28.0,19.0,18.0,22.0,17.0,14,15.0,15.0,17.0,9.0,15.0,16.52857142857143,13.0,17.0,20.0,16.0,23.0,28.0,32.0,23.5,15.0,10.0,11.0,10.0,11.0,10.5,12.0,14.0,8,15.0,12.0,17.0,66,57.0,63.333333333333336,36.0,107.0,47.0,113.0,151.0,69.0,54,89.0,45.0,31.0,68.80952380952381,35.0,20.0,10.5,21.0,20.0,20.0,15.0,15
2019_04_17,15.2,9.0,10.0,13.0,15.2,11.0,15.0,26.0,16.0,14,13,25.0,16.0,18.0,25.0,18.0,13,15.0,15.0,23.0,9.0,12.0,16.907142857142855,17.0,16.0,19.0,13.0,29.0,33.0,37.0,29.5,22.0,13.0,10.0,10.0,11.0,11.0,12.0,11.0,11,15.0,13.0,18.0,62,53.0,47.0,40.0,105.0,50.0,162.0,170.0,82.0,56,105.0,47.0,35.0,74.92857142857143,35.0,17.0,12.0,23.0,22.0,22.0,18.0,18
2019_04_18,20.5,13.0,15.0,18.0,20.5,16.0,21.0,33.0,21.0,18,19,31.0,20.0,19.25,25.0,18.0,14,20.0,20.0,17.0,12.0,23.0,21.330357142857142,25.0,26.0,25.0,17.0,35.0,35.0,31.0,29.0,27.0,14.0,10.0,14.0,12.666666666666666,12.666666666666666,13.0,14.0,10,16.0,13.0,19.0,47,37.0,48.0,44.0,68.0,52.0,53.0,69.0,44.0,50,12.0,45.0,57.0,47.642857142857146,41.0,17.0,15.0,18.0,19.0,19.0,20.0,20
2019_04_19,22.5,17.0,18.0,19.0,22.5,16.0,22.0,38.0,22.0,21,21,31.0,24.0,22.5,29.0,22.0,15,20.0,20.0,22.0,17.0,24.0,23.267857142857142,25.0,24.0,22.0,23.0,31.0,41.0,44.0,41.5,39.0,13.0,11.0,10.0,9.0,10.75,15.0,14.0,11,16.0,10.0,19.0,59,49.0,39.0,46.0,70.0,48.0,78.0,104.0,55.0,58,50.0,47.0,45.0,56.07142857142857,37.0,19.0,14.5,17.0,23.0,23.0,15.0,15
2019_04_20,31.7,25.0,28.0,29.0,31.7,26.0,31.0,47.0,31.0,29,29,42.0,33.0,36.75,66.0,29.0,19,30.0,30.0,27.0,22.0,27.0,32.07678571428571,36.0,28.0,27.0,27.0,37.0,43.0,46.0,38.0,30.0,20.0,21.0,23.0,23.0,21.75,24.0,23.0,18,19.0,18.0,26.0,64,53.0,56.0,56.0,81.0,57.0,81.0,79.0,38.0,68,68.0,55.0,71.0,62.785714285714285,52.0,20.0,14.0,26.0,29.0,29.0,15.0,15
2019_04_21,33.4,30.0,25.0,28.0,33.4,30.0,32.0,45.0,33.0,32,30,49.0,38.0,32.75,36.0,35.0,22,32.0,32.0,34.0,34.0,32.0,34.23392857142857,37.0,30.0,34.0,33.0,46.0,50.0,48.0,44.0,40.0,20.0,25.0,22.0,29.0,24.0,31.0,27.0,23,19.0,20.0,28.0,71,58.0,59.0,71.0,64.33333333333333,63.0,88.0,62.0,42.0,80,79.0,58.0,64.0,65.23809523809523,54.0,25.0,14.0,31.0,28.0,28.0,14.0,14
2019_04_22,22.7,17.0,21.0,20.0,22.7,18.0,22.0,35.0,23.0,20,21,30.0,25.0,23.75,31.0,23.0,16,18.0,18.0,25.0,14.0,28.0,23.93392857142857,29.0,30.0,24.0,22.0,34.0,37.0,45.0,51.0,57.0,15.0,15.0,14.0,19.0,15.75,21.0,19.0,19,17.0,14.0,18.0,49,44.0,48.0,55.0,51.0,51.0,77.0,74.0,43.0,47,42.5,45.0,43.0,51.67857142857143,54.0,18.0,15.5,26.0,25.0,25.0,18.0,18
2019_04_23,22.2,15.0,17.0,20.0,22.2,16.0,24.0,30.0,24.0,19,26,31.0,24.0,20.0,20.0,20.0,16,20.0,20.0,18.0,13.0,20.0,20.264285714285712,17.0,26.0,21.0,14.0,15.0,17.0,28.0,24.5,21.0,14.0,16.0,16.0,18.0,16.0,21.0,20.0,16,11.0,17.0,22.0,33,20.0,20.0,23.0,23.0,20.0,47.0,82.0,56.0,34,35.0,27.0,23.0,33.857142857142854,31.0,16.0,17.5,23.0,23.0,23.0,17.0,17
2019_04_24,21.5,12.0,19.0,19.0,21.5,14.0,24.0,37.0,21.0,17,22,30.0,21.0,23.0,39.0,18.0,14,18.0,18.0,26.0,14.0,24.0,23.607142857142858,26.0,44.0,29.0,27.0,28.0,34.0,37.0,30.5,24.0,14.0,17.0,16.0,15.0,15.5,20.0,18.0,13,15.0,24.0,30.0,41,29.0,28.0,30.0,32.0,35.0,41.0,41.0,55.0,45,43.0,31.0,35.0,37.5,39.0,15.0,16.0,21.0,20.0,20.0,14.0,14
2019_04_25,24.1,15.0,19.0,20.0,24.1,18.0,24.0,43.0,25.0,22,25,30.0,26.0,28.0,44.0,22.0,20,22.0,22.0,34.0,20.0,27.0,26.25714285714286,31.0,30.0,23.0,24.0,32.0,41.0,42.0,34.0,26.0,12.0,11.0,12.0,12.0,11.75,18.0,15.0,15,15.0,17.0,26.0,56,45.0,49.0,45.0,46.0,49.0,39.0,37.0,96.0,59,44.0,50.0,48.0,49.857142857142854,35.0,15.0,22.0,17.0,19.0,19.0,14.0,14
2019_04_26,29.7,23.0,27.0,26.0,29.7,25.0,29.0,41.0,30.0,26,31,39.0,31.0,37.25,70.0,26.0,22,25.0,25.0,33.0,21.0,29.0,30.166071428571428,30.0,33.0,19.0,22.0,23.0,42.0,48.0,38.5,29.0,16.0,11.0,13.0,13.0,13.25,19.0,20.0,17,11.0,20.0,29.0,50,43.0,52.0,57.0,55.0,54.0,41.0,37.0,86.0,55,46.0,48.0,57.0,52.5,54.0,25.0,17.0,25.0,25.0,25.0,19.0,19
2019_04_27,26.7,16.0,23.0,25.0,26.7,22.0,29.0,40.0,27.0,23,28,34.0,27.0,28.25,39.0,23.0,24,27.0,27.0,27.0,23.0,30.0,26.844642857142855,22.0,37.0,24.0,20.0,19.0,34.0,40.0,33.0,26.0,15.0,14.0,13.0,15.0,14.25,20.0,22.0,17,17.525,16.0,29.0,52,45.0,37.0,35.0,39.0,36.0,52.0,52.0,69.0,46,34.0,47.0,34.0,46.357142857142854,71.0,25.0,15.0,30.0,25.0,25.0,22.0,22
2019_04_28,15.1,9.0,12.0,15.0,15.1,11.0,17.0,21.0,16.0,13,15,22.0,20.0,22.0,33.0,17.0,18,13.0,13.0,20.0,8.0,20.0,17.614285714285714,19.0,24.0,19.0,17.0,21.0,28.0,43.0,33.5,24.0,12.0,11.0,11.0,9.0,10.75,16.0,15.0,10,18.0,15.0,24.0,57,42.0,39.0,38.0,40.0,41.0,53.0,58.0,43.0,35,37.0,44.0,31.0,43.0,44.0,28.0,15.0,19.0,17.0,17.0,12.0,12
2019_04_29,13.8,6.0,13.0,14.0,13.8,8.0,14.0,28.0,16.0,11,11,17.0,15.0,18.5,29.0,15.0,15,10.0,10.0,16.0,6.0,18.0,14.539285714285715,14.0,13.0,16.0,11.0,15.0,20.0,40.0,32.5,25.0,8.333333333333334,8.0,9.0,8.0,8.333333333333334,10.0,12.0,6,10.366666666666667,18.0,16.0,63,56.0,39.0,37.0,40.0,40.0,95.0,90.0,116.0,34,38.0,50.0,28.0,54.57142857142857,38.0,19.0,15.0,18.0,20.0,20.0,18.0,18
2019_04_30,15.6,9.0,9.0,14.0,15.6,8.0,15.0,34.0,18.0,15,14,20.0,18.0,20.5,35.0,17.0,12,13.0,13.0,27.0,11.0,13.0,16.632142857142856,11.0,19.0,18.0,11.0,14.0,26.0,32.0,30.0,28.0,7.333333333333333,8.0,8.0,6.0,7.333333333333333,12.0,9.0,8,8.766666666666666,7.0,15.0,58,55.0,41.0,45.0,48.0,44.0,104.0,113.0,42.0,56,12.5,46.0,39.0,52.392857142857146,30.0,16.0,14.5,10.0,16.0,16.0,9.0,9
2019_05_01,13.0,7.0,10.0,12.0,13.0,7.0,14.0,21.0,14.0,12,13,20.0,15.0,25.75,56.0,18.0,14,10.0,10.0,17.0,8.0,12.0,15.3125,12.0,22.0,15.0,6.0,7.0,25.0,33.0,30.5,28.0,9.0,9.0,10.0,7.0,8.75,13.0,16.0,8,7.0,8.0,16.0,58,56.0,34.0,54.0,54.0,43.0,143.0,126.0,35.0,70,71.0,50.0,42.0,61.0,18.0,10.0,15.5,9.0,15.0,15.0,10.0,10
2019_05_02,12.9,7.0,10.0,10.0,12.9,9.0,12.0,28.0,14.0,10,12,17.0,14.0,25.75,62.0,14.0,13,9.0,9.0,21.0,6.0,13.0,15.948214285714286,14.0,31.0,19.0,8.0,5.0,28.0,33.0,32.0,31.0,7.0,9.0,9.0,8.0,8.25,16.0,13.0,9,9.0,10.0,14.0,66,59.0,40.0,55.0,106.0,43.0,176.0,110.0,38.0,82,85.0,53.0,85.0,72.71428571428571,20.0,18.0,13.0,12.0,16.0,16.0,11.0,11
2019_05_03,15.222222222222221,9.0,11.0,14.0,15.222222222222223,19.0,16.0,15.222222222222223,17.0,14,15,22.0,17.0,18.5,26.0,17.0,14,12.0,12.0,14.0,8.0,13.0,15.577380952380953,17.0,19.0,17.0,18.0,11.0,20.0,35.0,33.5,32.0,6.0,7.0,10.0,9.0,8.0,14.0,16.0,10,9.0,11.0,18.0,71,63.0,35.0,51.0,77.0,36.0,178.0,137.0,30.0,74,89.0,43.0,64.0,69.0,18.0,17.0,16.5,16.0,15.0,15.0,10.0,10
2019_05_04,13.555555555555555,11.0,11.0,13.0,13.555555555555554,9.0,14.0,13.555555555555555,18.0,12,14,20.0,19.0,17.75,19.0,19.0,14,11.0,11.0,18.0,9.0,21.0,15.37202380952381,23.0,27.0,16.0,16.0,8.0,19.0,34.0,28.5,23.0,9.0,15.0,13.0,12.0,12.25,15.0,15.0,9,12.0,11.0,19.0,54,47.0,23.0,32.0,79.0,25.0,85.0,65.0,23.0,46,26.0,34.0,38.0,42.285714285714285,15.0,17.0,15.0,23.0,12.0,12.0,8.0,8
2019_05_05,15.222222222222221,11.0,12.0,14.0,15.222222222222223,12.0,15.0,15.222222222222223,22.0,12,17,22.0,19.0,17.0,14.0,20.0,15,14.0,14.0,18.0,11.0,16.135802469135804,16.135802469135804,17.0,22.0,19.0,18.0,16.0,19.0,27.0,24.0,21.0,10.0,9.0,9.0,7.0,8.75,12.0,11.0,10,12.0,10.0,16.0,59,52.0,37.0,48.0,85.0,45.0,80.0,63.0,38.0,46,20.5,44.0,35.0,48.32142857142857,24.0,9.0,11.0,10.0,8.0,8.0,4.0,4
2019_05_06,26.5,19.0,22.0,23.0,26.5,21.0,26.0,42.0,33.0,24,25,30.0,29.0,22.25,16.0,25.0,19,22.0,22.0,26.0,20.0,25.305555555555557,25.305555555555554,25.0,36.0,22.0,26.0,24.0,31.0,36.0,30.5,25.0,12.0,14.0,15.0,16.0,14.25,21.0,18.0,16,13.0,15.0,21.0,60,54.0,41.0,44.0,72.0,44.0,71.0,74.0,37.0,58,19.0,43.0,46.0,49.42857142857143,29.0,11.0,12.5,6.0,10.0,10.0,4.0,4
2019_05_07,31.5,27.0,28.0,29.0,31.5,27.0,32.0,45.0,35.0,29,31,32.0,33.0,27.25,19.0,34.0,23,28.0,28.0,39.0,29.0,37.0,31.151785714285715,30.0,41.0,33.0,30.0,26.0,37.0,37.0,31.5,26.0,17.0,19.0,23.0,21.0,20.0,27.0,30.0,24,22.0,21.0,33.0,59,55.0,43.0,50.0,69.0,47.0,72.0,79.0,33.0,54,62.0,45.0,43.0,53.07142857142857,32.0,18.0,18.0,10.0,12.0,12.0,7.0,7
2019_05_08,36.0,32.0,31.0,30.0,36.0,28.0,33.0,66.0,34.0,32,34,40.0,40.0,30.75,24.0,36.0,23,30.0,30.0,42.0,33.0,31.0,33.49107142857143,31.0,36.0,35.0,30.0,25.0,29.0,39.0,30.5,22.0,21.0,21.0,23.0,22.0,21.75,31.0,28.0,25,27.0,21.0,35.0,56,52.0,49.0,47.0,75.0,48.0,60.0,85.0,37.0,47,62.0,47.0,39.0,52.642857142857146,33.0,17.0,14.0,13.0,15.0,15.0,9.0,9
2019_05_09,35.5,30.0,30.0,32.0,35.5,32.0,34.0,50.0,38.0,33,35,41.0,37.0,31.0,21.0,37.0,29,31.0,31.0,40.0,28.0,28.0,33.77777777777778,34.0,36.0,36.0,37.0,30.0,33.77777777777778,24.0,21.0,18.0,23.0,22.0,28.0,25.0,24.5,28.0,30.0,24,27.0,28.0,15.5,50,44.0,38.0,37.0,48.0,43.0,58.0,83.0,45.53846153846154,37,47.0,47.0,33.0,45.53846153846154,27.0,17.0,18.5,11.0,12.0,12.0,7.0,7
2019_05_10,32.4,29.0,32.0,28.0,32.4,26.0,30.0,47.0,34.0,29,31,38.0,33.0,32.5,29.0,35.0,33,27.0,27.0,36.0,26.0,34.0,31.085185185185182,28.0,27.0,27.0,29.0,27.0,31.085185185185185,31.0,26.0,21.0,22.0,23.0,26.0,25.0,24.0,27.0,26.0,27,24.0,21.0,32.0,48,40.0,36.0,33.0,43.0,36.0,52.0,70.0,16.0,33,38.0,46.0,31.0,39.07142857142857,25.0,22.0,20.0,13.0,14.0,14.0,11.0,11
2019_05_11,30.8,27.0,27.0,27.0,30.8,23.0,32.0,41.0,33.0,28,32,38.0,33.0,30.5,34.0,31.0,24,27.0,27.0,38.0,26.0,27.0,29.78148148148148,22.0,30.0,30.0,29.0,26.0,29.78148148148148,35.0,31.5,28.0,22.0,23.0,22.0,23.0,22.5,28.0,28.0,27,24.0,19.0,32.0,48,39.0,35.0,41.0,50.0,38.0,52.0,72.0,14.0,33,39.0,45.0,30.0,40.214285714285715,27.0,21.0,18.0,13.0,14.0,14.0,10.0,10
2019_05_12,30.3,27.0,28.0,28.0,30.3,24.0,29.0,38.0,33.0,28,31,37.0,31.0,28.5,26.0,31.0,26,25.0,25.0,30.0,24.0,25.0,28.41111111111111,24.0,29.0,28.0,26.0,25.0,28.411111111111115,36.0,32.5,29.0,19.0,26.0,22.0,25.0,23.0,29.0,26.0,31,23.0,14.0,33.0,36,32.0,40.0,36.0,59.0,39.0,50.0,76.0,11.0,35,10.5,36.0,37.0,37.964285714285715,34.0,20.0,13.5,13.0,14.0,14.0,10.0,10
2019_05_13,25.4,26.0,19.0,20.0,25.4,16.0,26.0,39.0,27.0,23,25,33.0,30.0,25.0,24.0,27.0,19,21.0,21.0,26.0,19.0,22.0,23.38148148148148,18.0,25.0,22.0,9.5,18.0,23.38148148148148,30.0,28.0,26.0,19.0,29.0,22.0,28.0,24.5,18.0,20.0,14,21.0,16.0,24.0,34,25.0,23.0,17.0,23.0,22.0,39.0,67.0,26.346153846153847,25,7.5,26.0,17.0,26.346153846153847,17.0,26.0,14.0,14.0,17.0,17.0,10.0,10
2019_05_14,29.0,29.0,22.0,24.0,29.0,21.0,28.0,38.0,31.0,27,29,41.0,33.0,28.333333333333332,33.0,28.333333333333332,19,23.0,23.0,23.0,26.0,22.0,25.50617283950617,14.0,21.0,22.0,9.0,16.0,25.50617283950617,19.0,18.5,18.0,21.0,30.0,28.0,29.0,27.0,18.0,26.0,15,30.0,17.0,32.0,27,18.0,15.0,19.0,19.0,23.0,30.0,30.0,22.76923076923077,17,20.0,24.0,25.0,22.76923076923077,29.0,18.0,13.5,11.0,16.0,16.0,11.0,11
2019_05_15,36.1,33.0,32.0,30.0,36.1,30.0,37.0,48.0,35.0,35,36,45.0,38.0,25.333333333333332,18.0,25.333333333333332,20,26.0,26.0,31.0,25.0,28.0,29.62469135802469,26.0,25.0,26.0,10.0,17.0,29.624691358024695,25.0,19.0,13.0,16.0,16.0,21.0,16.0,17.25,21.0,20.0,18,21.0,17.0,26.0,25,17.0,19.0,21.0,19.0,21.0,23.0,24.0,21.53846153846154,20,22.0,20.0,23.0,21.53846153846154,26.0,13.0,17.5,9.0,12.0,12.0,9.0,9
2019_05_16,28.5,10.0,26.0,28.0,28.5,27.0,29.0,40.0,31.0,26,30,38.0,34.0,28.5,29.0,29.0,22,26.0,26.0,37.0,20.0,26.0,27.0,23.0,23.0,22.0,8.5,19.0,41.0,27.0,22.5,18.0,11.0,23.0,18.0,21.0,18.25,23.0,21.0,20,15.0,16.0,21.0,35,29.0,23.0,15.0,20.0,23.0,27.0,32.0,17.0,22,28.0,31.0,20.0,25.0,28.0,16.0,17.5,7.0,11.0,11.0,5.0,5
2019_05_17,27.7,22.0,27.0,25.0,27.7,23.0,27.0,37.0,29.0,27,27,33.0,33.0,27.25,27.0,29.0,20,23.0,23.0,35.0,23.0,23.0,26.666071428571428,24.0,25.0,26.0,27.0,24.0,25.0,35.0,29.0,23.0,18.0,18.0,21.0,20.0,19.25,26.0,28.0,22,21.0,21.0,28.0,41,36.0,30.0,24.0,27.0,28.0,31.0,27.0,16.0,30,33.0,38.0,29.0,29.928571428571427,29.0,15.0,19.0,9.0,11.0,11.0,6.0,6
2019_05_18,30.1,23.0,26.0,27.0,30.1,26.0,31.0,39.0,33.0,28,30,38.0,36.0,29.0,30.0,29.0,21,26.0,26.0,35.0,23.0,27.0,29.00714285714286,24.0,29.0,29.0,34.0,23.0,30.0,39.0,32.5,26.0,20.0,20.0,21.0,23.0,21.0,28.0,26.0,24,22.0,23.0,28.0,45,40.0,34.0,32.0,40.0,36.0,31.0,30.0,17.0,44,45.0,39.0,38.0,35.57142857142857,27.0,25.0,22.5,11.0,14.0,14.0,9.0,9
2019_05_19,25.9,20.0,23.0,23.0,25.9,22.0,26.0,31.0,29.0,25,26,34.0,29.0,24.75,22.0,28.0,20,22.0,22.0,31.0,17.0,25.0,25.698214285714283,28.0,32.0,32.0,30.0,21.0,25.0,41.0,34.0,27.0,19.0,17.0,18.0,20.0,18.5,24.0,26.0,19,20.0,19.0,27.0,43,33.0,29.0,34.0,37.0,33.0,41.0,52.0,13.0,39,54.0,33.0,34.0,35.714285714285715,25.0,21.0,15.5,10.0,15.0,15.0,15.0,15
2019_05_20,24.0,17.0,24.0,21.0,24.0,20.0,26.0,25.0,27.0,21,25,34.0,30.0,24.75,26.0,25.0,18,20.0,20.0,27.0,16.0,22.0,23.5625,22.0,27.0,25.0,27.0,17.0,25.0,37.0,32.5,28.0,16.0,20.0,19.0,20.0,18.75,24.0,19.0,18,14.0,16.0,22.0,41,34.0,32.0,32.0,34.0,32.0,50.0,64.0,14.0,42,78.0,38.0,36.0,39.57142857142857,27.0,19.0,15.5,11.0,13.0,13.0,10.0,10
2019_05_21,23.5,16.0,20.0,20.0,23.5,20.0,24.0,33.0,27.0,20,24,31.0,30.0,21.75,18.0,22.0,17,20.0,20.0,31.0,21.0,27.0,23.169642857142858,24.0,21.0,25.0,27.0,17.0,25.0,31.0,27.5,24.0,19.0,17.0,17.0,17.0,17.5,23.0,23.0,16,17.0,16.0,21.0,35,27.0,20.0,19.0,20.333333333333332,22.0,41.0,67.0,13.0,20,46.0,30.0,17.0,28.88095238095238,27.0,18.0,15.5,11.0,13.0,13.0,7.0,7
2019_05_22,19.6,16.0,16.0,16.0,19.599999999999998,16.0,16.0,30.0,23.0,15,20,28.0,24.0,19.0,10.0,23.0,19,15.0,15.0,21.0,16.0,14.0,18.614285714285717,14.0,21.0,25.0,25.0,12.0,13.0,21.0,21.0,21.0,14.0,18.0,15.0,18.0,16.25,24.0,18.0,15,19.0,15.0,26.0,19,10.0,6.0,8.0,8.0,10.0,21.0,27.0,16.0,16,26.0,13.0,9.0,14.642857142857142,16.0,17.0,16.5,10.0,11.0,11.0,5.0,5
2019_05_23,21.2,16.0,18.0,17.0,21.2,12.0,21.0,36.0,24.0,18,22,28.0,36.0,25.5,25.0,22.0,19,16.0,16.0,26.0,18.0,20.0,20.210714285714285,14.0,22.0,14.0,20.0,8.0,10.0,20.0,16.0,12.0,16.0,21.0,16.0,19.0,18.0,17.0,18.0,15,17.0,11.0,19.0,20,15.0,12.0,12.0,12.0,13.0,18.0,23.0,16.923076923076923,18,29.0,18.0,12.0,16.923076923076923,18.0,15.0,11.0,13.0,13.0,13.0,8.0,8
2019_05_24,20.4,15.0,18.0,15.0,20.400000000000002,16.0,20.0,30.0,24.0,19,22,25.0,24.0,21.0,23.0,21.0,16,17.0,17.0,22.0,15.0,28.0,19.457142857142856,12.0,17.0,16.0,27.0,10.0,14.0,20.0,15.5,11.0,9.0,10.0,12.0,9.0,10.0,15.0,16.0,11,7.0,11.5,16.0,28,20.0,18.0,17.0,18.0,21.0,24.0,25.0,8.0,20,25.0,27.0,19.0,20.857142857142858,22.0,16.0,13.5,14.0,15.0,15.0,11.0,11
2019_05_25,23.3,18.0,20.0,20.0,23.3,20.0,20.0,38.0,26.0,20,23,28.0,23.0,18.0,12.0,22.0,15,20.0,20.0,28.0,16.0,23.0,21.414285714285715,18.0,21.0,19.0,31.0,16.0,18.0,24.0,18.0,12.0,10.0,10.0,12.0,12.0,11.0,15.0,17.0,11,9.0,10.0,22.0,30,22.0,21.0,21.0,18.0,13.5,22.0,26.0,21.26923076923077,20,22.0,29.0,16.0,21.26923076923077,16.0,15.0,11.5,9.0,16.0,16.0,9.0,9
2019_05_26,18.5,14.0,16.0,15.0,18.5,15.0,17.0,30.0,21.0,15,18,24.0,26.0,17.0,10.0,18.0,14,15.0,15.0,24.0,17.0,16.0,17.678571428571427,16.0,14.0,16.0,25.0,14.0,16.0,28.0,21.0,14.0,9.0,11.0,14.0,9.0,10.75,11.0,9.0,7,9.0,11.0,18.0,26,23.0,17.0,16.0,15.0,20.0,19.0,21.0,11.0,18,18.0,25.0,18.0,18.5,12.0,11.0,15.0,16.0,25.0,25.0,16.0,16
2019_05_27,16.1,9.0,11.0,14.0,16.099999999999998,13.0,15.0,31.0,18.0,13,15,22.0,16.0,13.5,7.0,16.0,15,13.0,13.0,23.0,10.0,15.322222222222221,15.322222222222221,14.0,17.0,12.0,23.0,8.0,20.0,24.0,21.5,19.0,8.0,8.0,10.0,9.0,8.75,10.0,10.0,7,7.0,11.0,19.0,27,21.0,17.0,16.0,16.0,20.0,18.0,30.0,11.0,17,20.0,25.0,23.0,19.714285714285715,15.0,11.0,17.0,20.0,33.0,33.0,16.0,16
2019_05_28,15.5,9.0,11.0,12.0,15.5,11.0,14.0,24.0,19.0,16,16,23.0,20.0,14.5,10.0,15.0,13,13.0,13.0,15.0,8.0,16.0,14.696428571428571,14.0,16.0,8.0,24.0,10.0,16.0,18.0,17.5,17.0,6.0,10.0,10.5,12.0,9.625,11.0,10.0,8,10.0125,10.0,13.0,25,18.0,14.0,17.0,17.0,17.0,17.0,29.0,15.0,21,22.0,21.0,26.0,19.642857142857142,16.0,14.0,13.5,18.0,26.0,26.0,15.0,15
2019_05_29,12.5,5.0,7.0,12.0,12.5,11.0,11.0,19.0,15.0,10,13,22.0,16.0,13.5,11.0,12.0,15,10.0,10.0,18.0,12.0,16.0,12.732142857142858,9.0,15.0,9.0,21.0,7.0,12.0,15.0,14.5,14.0,4.0,8.0,9.0,9.0,7.5,10.0,11.0,7,9.0,10.0,10.0,20,12.0,14.0,10.0,12.0,13.0,21.0,24.0,14.0,18,15.0,15.0,12.0,14.928571428571429,9.0,16.0,15.0,13.0,17.0,17.0,13.0,13
2019_05_30,13.4,10.0,6.0,10.0,13.4,10.0,12.0,19.0,16.0,12,12,27.0,17.0,15.0,15.0,13.0,15,12.0,12.0,16.0,4.0,16.0,13.1,10.0,16.0,5.0,20.0,8.0,12.0,16.0,16.0,16.0,9.0,8.0,11.0,8.0,9.0,11.0,9.0,7,6.0,8.0,10.0,14,8.0,7.0,5.0,5.0,8.0,13.0,16.0,9.0,11,8.0,8.0,6.0,9.0,8.0,14.0,17.5,12.0,14.0,14.0,15.0,15
2019_05_31,17.1,11.0,11.0,15.0,17.099999999999998,15.0,14.0,28.0,21.0,15,15,26.0,19.0,14.25,10.0,16.0,12,12.0,12.0,23.0,25.5,19.0,15.783928571428572,12.0,15.0,12.0,21.0,7.0,7.0,16.0,13.0,10.0,8.833333333333334,9.0,11.5,6.0,8.833333333333334,14.0,11.5,9,13.0,11.0,16.0,17,12.0,8.0,8.0,7.0,10.0,7.0,8.0,9.384615384615385,9,7.0,12.0,7.0,9.384615384615385,10.0,12.0,17.5,12.0,15.0,15.0,9.0,9
2019_06_01,16.8,11.0,11.0,14.0,16.8,9.0,15.0,32.0,20.0,14,17,25.0,20.0,15.25,10.0,17.0,14,14.0,14.0,25.0,9.0,16.0,15.530357142857143,14.0,12.0,11.0,20.0,8.0,14.0,17.0,13.5,10.0,11.0,8.0,12.0,7.0,9.5,14.0,12.0,10,11.0,11.0,16.0,17,12.0,10.0,8.0,11.0,10.0,11.0,12.0,7.0,10,9.0,14.0,8.0,10.428571428571429,7.0,15.0,18.0,9.0,15.0,15.0,6.0,6
2019_06_02,13.4,8.0,13.0,10.0,13.4,8.0,16.0,18.0,15.0,12,13,21.0,14.0,11.0,6.0,12.0,12,10.0,10.0,24.0,16.0,14.0,12.957142857142857,12.0,17.0,13.0,19.0,5.0,7.0,14.0,10.0,6.0,10.0,9.0,11.0,7.0,9.25,13.0,11.5,10,10.0,11.0,16.0,17,12.0,7.0,8.0,9.0,7.0,13.0,17.0,10.76923076923077,11,13.0,16.0,4.0,10.76923076923077,6.0,14.0,16.0,14.0,11.0,11.0,6.0,6
