Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,99T,41T,98T,103T,100T,42T,44T,62T,63T,78T,89T,46T,47T,72T,82T,83T,88T,90T,91T,101T,102T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,94T,95T,96T,97T,43T,80T,93T
2022-12-20,38.0,33.0,30.0,33.0,32.0,25.0,27.0,39.0,46.0,37.0,35.54838709677419,41.0,32.0,35.54838709677419,24,38,32.0,34,35,40.0,40.0,31.0,40.0,33,41.0,30.0,43.0,22.0,44.0,42,34.0,44.0,42.0,41.0,16.0,16.0,13.0,18.666666666666668,18.666666666666668,8.0,18,43.0,35.0,46.0,62.0,29,34.0,28,46.0,27.0,21.0,22.0,30,34.0,30.0,27.0,26.5,20.0,26.5,25.0,27.0,32.0,18,36.4,34,42.0,27.0,25.0,29.0,33.0,39.0,21,44.0,27.0,44.0,34.0,38.0,39.0,48,37.0,36.0,46.0,47.0,38.0,15.0,13.0,9.0
2022-12-21,45.0,46.0,36.0,41.0,42.0,31.0,33.0,51.0,51.0,44.0,41.16129032258065,50.0,43.0,41.16129032258064,36,49,41.0,41,40,46.0,46.0,36.0,43.0,33,45.0,25.0,42.0,23.0,44.0,45,35.0,49.0,44.0,44.0,16.0,24.0,22.0,22.333333333333332,22.333333333333336,9.0,19,41.0,34.0,39.0,47.0,19,30.0,26,40.0,22.0,17.0,22.0,39,37.0,34.0,31.0,29.8,30.0,29.8,29.0,29.0,30.0,17,35.0,38,41.0,24.0,23.0,27.0,34.0,40.0,18,45.0,26.0,44.0,34.0,39.0,42.0,49,37.0,37.0,41.0,49.0,32.0,21.0,17.0,11.0
2022-12-22,50.0,46.0,35.0,41.0,42.0,29.0,34.0,58.0,51.0,48.0,41.225806451612904,52.0,44.0,41.225806451612904,38,48,39.0,42,43,47.0,46.0,41.0,42.0,30,45.0,30.0,40.0,21.0,46.0,41,28.0,41.0,40.0,43.0,17.0,25.0,22.0,22.166666666666668,22.166666666666664,10.0,16,36.666666666666664,36.0,34.0,36.0,42,55.0,36,31.0,31.0,29.0,21.0,33,39.0,30.0,31.0,26.4,19.0,26.4,23.0,27.0,25.0,16,32.0,34,37.0,26.0,26.0,25.0,35.0,44.0,16,45.0,26.0,40.0,31.0,28.0,41.0,47,41.0,34.0,46.0,34.15,29.0,24.0,22.0,11.0
2022-12-23,41.0,43.0,36.0,34.0,36.0,27.0,34.0,48.0,42.0,40.0,40.096774193548384,40.0,35.0,40.096774193548384,31,43,36.0,36,37,48.0,48.0,45.0,49.0,46,49.0,39.0,46.0,21.0,42.0,51,42.0,35.0,43.0,46.0,21.0,20.0,21.0,23.166666666666668,23.166666666666664,12.0,19,44.111111111111114,50.0,47.0,45.0,43,59.0,40,42.0,41.0,30.0,20.0,45,46.0,33.0,32.0,34.0,30.0,34.0,30.0,44.0,40.0,20,30.0,29,35.0,26.0,25.0,27.0,30.0,35.0,15,43.0,29.0,39.0,35.0,30.0,38.0,47,42.0,39.0,43.0,33.7,37.0,21.0,20.0,11.0
2022-12-24,33.0,38.0,30.0,32.0,32.0,26.0,27.0,37.0,38.0,32.0,34.87096774193548,34.0,35.0,34.87096774193549,31,40,36.0,31,31,36.0,33.0,42.0,44.0,33,40.0,33.0,57.0,21.0,42.0,39,30.0,34.0,34.0,42.0,24.0,22.0,20.0,23.333333333333332,23.333333333333336,10.0,22,26.88888888888889,30.0,43.0,27.0,26,30.0,21,24.0,23.0,18.0,30.0,35,47.0,34.0,34.0,33.5,31.0,33.5,35.0,34.0,33.0,22,37.0,37,37.0,27.0,27.0,31.0,37.0,42.0,16,47.0,35.0,43.0,38.0,35.0,34.0,48,42.0,36.0,39.0,48.0,33.0,18.0,19.0,10.0
2022-12-25,28.0,31.0,23.0,24.0,24.0,18.0,23.0,29.0,32.0,25.0,28.129032258064516,30.0,25.0,28.129032258064516,19,33,30.0,26,28,26.0,26.0,30.0,37.0,24,40.0,23.0,51.0,18.0,46.0,28,22.0,24.0,29.0,32.0,23.0,19.0,17.0,20.0,20.0,11.0,18,24.333333333333332,30.0,28.0,31.0,21,31.0,19,20.0,25.0,14.0,27.0,40,46.0,31.0,33.0,31.1,27.0,31.1,30.0,26.0,31.0,20,38.0,43,43.0,20.0,20.0,28.0,39.0,47.0,22,42.0,31.0,42.0,34.0,32.0,30.0,39,36.0,21.0,27.0,39.0,27.0,24.0,19.0,9.0
2022-12-26,32.0,32.0,28.0,27.0,26.0,21.0,24.0,35.0,36.0,30.0,32.45161290322581,35.0,29.0,32.45161290322581,22,34,28.0,31,31,39.0,39.0,33.0,39.0,36,44.0,29.0,44.0,20.0,46.0,36,33.0,31.0,36.0,40.0,24.0,16.0,20.0,21.666666666666668,21.666666666666668,11.0,19,27.11111111111111,37.0,34.0,36.0,26,26.0,19,26.0,26.0,14.0,25.0,31,43.0,28.0,26.0,29.0,23.0,29.0,27.0,34.0,31.0,22,34.0,35,36.0,18.0,17.0,23.0,36.0,45.0,21,39.0,25.0,39.0,30.0,34.0,31.0,42,36.0,28.0,36.0,42.0,33.0,18.0,21.0,9.0
2022-12-27,39.0,35.0,30.0,32.0,30.0,25.0,28.0,44.0,39.0,38.0,36.064516129032256,36.0,35.0,36.064516129032256,25,43,34.0,33,34,47.0,46.0,35.0,41.0,36,46.0,30.0,45.0,21.0,47.0,37,32.0,37.0,38.0,42.0,27.0,18.0,23.0,23.166666666666668,23.166666666666664,10.0,19,26.22222222222222,37.0,35.0,33.0,23,30.0,13,30.0,24.0,11.0,28.0,32,45.0,31.0,31.0,31.4,23.0,31.4,31.0,35.0,39.0,19,33.0,33,33.0,18.0,17.0,21.0,32.0,41.0,18,42.0,26.0,38.0,31.0,29.0,33.0,42,39.0,35.0,43.0,44.0,30.0,20.0,24.0,10.0
2022-12-28,48.0,43.0,33.0,36.0,30.0,27.0,30.0,52.0,45.0,47.0,40.096774193548384,42.0,39.0,40.096774193548384,29,50,32.0,38,38,58.0,56.0,34.0,48.0,35,43.0,27.0,51.0,19.0,58.0,48,31.0,37.0,39.0,40.0,22.0,23.0,26.0,23.333333333333332,23.333333333333336,10.0,19,21.555555555555557,34.0,30.0,23.0,21,24.0,12,19.0,20.0,11.0,28.0,40,48.0,30.0,36.0,33.333333333333336,33.333333333333336,33.333333333333336,34.0,32.0,33.0,19,32.0,32,33.0,17.0,17.0,23.0,28.0,37.0,21,41.0,24.0,38.0,33.0,30.0,34.0,41,40.0,34.0,36.0,41.0,29.0,22.0,25.0,14.0
2022-12-29,43.0,38.0,33.0,35.0,31.0,26.0,29.0,50.0,43.0,41.0,37.25806451612903,43.0,40.0,37.25806451612903,31,46,31.0,36,38,50.0,49.0,35.0,40.0,32,34.0,25.0,46.0,20.0,59.0,37,28.0,30.0,36.0,38.0,26.0,25.0,26.0,24.166666666666668,24.166666666666664,11.0,19,19.444444444444443,27.0,25.0,21.0,13,30.0,15,19.0,13.0,12.0,27.0,32,47.0,31.0,33.0,31.666666666666668,31.666666666666668,31.66666666666667,29.0,32.0,29.0,25,34.0,31,32.0,15.0,15.0,21.0,33.0,39.0,22,37.0,21.0,38.0,28.0,30.0,36.0,43,35.0,30.0,36.0,45.0,26.0,19.0,26.0,11.0
2022-12-30,27.0,24.0,22.0,25.0,23.0,19.0,20.0,27.0,28.0,25.0,25.35483870967742,27.0,24.0,25.35483870967742,19,30,24.0,24,24,33.0,32.0,27.0,29.0,20,23.0,23.0,40.0,15.0,41.0,25,17.0,21.0,28.0,41.0,14.0,27.0,27.0,24.166666666666668,24.166666666666664,12.0,24,21.555555555555557,27.0,29.0,22.0,16,33.0,19,19.0,17.0,12.0,17.0,28,33.0,23.0,24.0,22.11111111111111,22.11111111111111,22.11111111111111,20.0,17.0,22.0,15,32.0,31,30.0,15.0,15.0,20.0,29.0,30.0,20,36.0,22.0,35.0,26.0,24.0,32.0,38,33.0,26.0,28.0,37.0,22.0,23.0,29.0,16.0
2022-12-31,29.0,24.0,23.0,27.0,26.0,18.0,22.0,34.0,31.0,28.0,25.741935483870968,29.0,24.0,25.741935483870968,17,31,22.0,28,28,30.0,27.0,26.0,30.0,19,21.0,25.0,35.0,15.0,39.0,24,18.0,21.0,27.0,39.0,13.0,30.0,24.0,23.166666666666668,23.166666666666664,11.0,22,21.77777777777778,21.0,25.0,24.0,18,39.0,20,14.0,18.0,17.0,16.0,18,28.0,20.0,19.0,19.666666666666668,19.666666666666668,19.666666666666668,19.0,20.0,23.0,14,31.0,29,30.0,14.0,13.0,18.0,28.0,30.0,24,33.0,22.0,32.0,28.0,23.0,27.0,30,29.0,29.0,29.0,34.0,19.0,22.0,27.0,15.0
