Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,46T,47T,72T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,43T,44T,62T,63T,78T,80T
2019_08_29,8.0,10.0,7.0,11.0,8.0,10.0,10.0,27.0,14.0,10,8,19.0,14.0,8.0,11.0,27.0,15,10.0,8.0,23.0,13.0,9.0,4.0,12.0,22.0,10.0,8.0,9.0,16.0,16.0,8.0,8.0,6.0,11.0,9.0,12.0,7.0,11.0,6,8.0,10.0,13.0,16,11.0,7.0,8.0,7.0,9.0,8.0,9.0,7.0,3.0,8,8.0,15.0,5.0,7.0,8.0,10.0,8.0,20.0,13.0,17.0,,9
2019_08_30,10.0,12.0,9.0,12.0,9.0,12.0,10.0,34.0,15.0,12,9,25.0,16.0,9.0,11.0,23.0,12,13.0,11.0,28.0,11.0,9.0,10.0,10.0,16.0,8.0,10.0,7.0,14.0,14.0,5.0,8.0,6.0,11.0,8.0,11.0,6.0,8.0,5,7.0,7.0,17.5,15,12.0,8.0,13.0,,8.0,9.0,11.0,8.0,6.0,6,7.0,15.0,7.0,10.0,8.0,7.0,6.0,18.0,15.0,19.0,,8
2019_08_31,6.0,5.0,6.0,8.0,7.0,11.0,8.0,24.0,10.0,7,5,19.0,11.0,7.0,9.0,16.0,9,8.0,7.0,18.0,5.0,13.0,5.0,13.0,17.0,9.0,9.0,6.0,12.0,11.0,5.0,8.0,5.0,11.0,7.0,13.0,8.0,6.0,6,5.0,8.0,9.0,12,7.0,4.0,9.0,4.0,5.0,8.0,5.0,7.0,4.0,5,3.0,8.0,4.0,6.0,6.0,9.0,11.0,27.0,18.0,29.0,,19
2019_09_01,7.0,4.0,4.0,11.0,7.0,7.0,9.0,15.0,12.0,7,6,18.0,15.0,6.0,8.0,21.0,10,9.0,8.0,11.0,7.0,18.0,5.0,9.0,12.0,5.0,8.0,6.0,14.0,10.0,6.0,8.0,6.0,11.0,10.0,15.0,8.0,9.0,6,4.0,8.0,9.0,11,5.0,4.0,11.0,,5.0,8.0,6.0,4.0,4.0,6,4.0,9.0,6.0,4.0,5.0,8.0,7.0,30.0,26.0,38.0,,18
2019_09_02,7.0,12.0,10.0,13.0,9.0,10.0,12.0,29.0,16.0,11,10,22.0,17.0,9.0,12.0,25.0,15,12.0,9.0,15.0,13.0,9.0,8.0,15.0,27.0,9.0,10.0,6.0,11.0,15.0,5.0,9.0,5.0,10.0,8.0,12.0,8.0,12.0,5,6.0,7.0,12.0,13,7.0,5.0,9.0,,5.0,10.0,4.0,5.0,4.0,4,7.0,9.0,5.0,6.0,6.0,9.0,7.0,26.0,32.0,45.0,,13
2019_09_03,6.0,13.0,11.0,12.0,9.0,11.0,14.0,38.0,16.0,12,10,23.0,18.0,12.0,13.0,28.0,16,9.0,9.0,19.0,13.0,9.0,7.0,7.0,16.0,10.0,11.0,7.0,13.0,12.0,6.0,12.0,10.0,11.0,12.0,17.0,9.0,11.0,7,4.0,7.0,10.0,11,7.0,8.0,9.0,,5.0,9.0,6.0,6.0,3.0,6,6.0,10.0,6.0,8.0,7.0,16.0,9.0,43.0,30.0,44.0,,19
2019_09_04,10.0,14.0,13.0,15.0,11.0,11.0,14.0,38.0,18.0,13,11,20.0,19.0,10.0,12.0,24.0,14,15.0,11.0,23.0,16.0,9.0,8.0,8.0,18.0,7.0,11.0,6.0,13.0,13.0,8.0,13.0,8.0,10.0,11.0,17.0,10.0,12.0,6,8.0,7.0,11.0,15,11.0,7.0,9.0,6.0,10.0,7.0,7.0,7.0,3.0,9,6.0,11.0,7.0,8.0,7.0,15.0,10.0,51.0,26.0,45.0,,41
2019_09_05,14.0,12.0,9.0,14.0,10.0,13.0,15.0,34.0,18.0,16,11,21.0,19.0,10.0,12.0,21.0,10,14.0,10.0,21.0,14.0,9.0,7.0,9.0,21.0,10.0,9.0,6.0,14.0,13.0,8.0,10.0,8.0,11.0,6.0,15.0,9.0,9.0,6,7.0,8.0,12.0,14,9.0,4.0,9.0,7.0,8.0,8.0,9.0,10.0,3.0,9,8.0,9.0,6.0,7.0,6.0,16.0,12.0,55.0,25.0,39.0,,33
2019_09_06,14.0,16.0,16.0,18.0,15.0,10.0,19.0,30.0,23.0,18,14,25.0,23.0,13.0,18.0,25.0,13,17.0,11.0,25.0,20.0,13.0,9.0,12.0,19.0,12.0,12.0,7.0,15.0,14.0,8.0,8.0,7.0,10.0,7.0,15.0,11.0,11.0,10,9.0,7.0,13.0,14,7.0,10.0,8.0,6.0,8.0,9.0,7.0,9.0,3.0,8,7.0,8.0,7.0,5.0,6.0,21.0,14.0,42.0,29.0,40.0,,34
2019_09_07,14.0,18.0,16.0,15.0,18.0,15.0,19.0,34.0,22.0,18,14,24.0,25.0,21.0,20.0,30.0,20,15.0,14.0,27.0,21.0,17.0,12.0,14.0,24.0,14.0,15.0,10.0,15.0,19.0,9.0,16.0,10.0,13.0,13.0,18.0,15.0,13.0,11,15.0,,19.0,12,8.0,,9.0,7.0,7.0,8.0,6.0,6.0,4.0,7,7.0,11.0,7.0,5.0,7.0,21.0,16.0,58.0,34.0,38.0,,52
2019_09_08,11.0,13.0,10.0,13.0,11.0,13.0,16.0,26.0,18.0,12,11,23.0,21.0,14.0,14.0,30.0,16,14.0,10.0,26.0,15.0,11.0,8.0,13.0,20.0,13.0,13.0,8.0,16.0,15.0,9.0,12.0,10.0,12.0,9.0,19.0,11.0,12.0,8,14.0,,16.0,15,11.0,,9.0,6.0,7.0,10.0,7.0,7.0,5.0,8,7.0,10.0,8.0,5.0,9.0,17.0,14.0,52.0,22.0,32.0,,39
2019_09_09,9.0,12.0,12.0,14.0,12.0,13.0,16.0,34.0,18.0,13,11,18.0,23.0,13.0,14.0,27.0,14,13.0,9.0,21.0,14.0,11.0,7.0,15.0,26.0,12.0,10.0,8.0,17.0,17.0,8.0,15.0,9.0,14.0,17.0,17.0,11.0,17.0,9,8.0,10.0,13.0,16,13.0,9.0,9.0,8.0,10.0,9.0,6.0,8.0,6.0,9,8.0,13.0,9.0,8.0,8.0,12.0,11.0,42.0,19.0,28.0,,20
2019_09_10,13.0,13.0,12.0,15.0,14.0,11.0,13.0,33.0,18.0,14,11,19.0,23.0,13.0,16.0,25.0,17,12.0,11.0,21.0,11.0,11.0,8.0,12.0,24.0,9.0,6.0,7.0,19.0,13.0,9.0,11.0,8.0,13.0,6.0,17.0,11.0,8.0,10,10.0,11.0,13.0,16,10.0,7.0,11.0,9.0,10.0,9.0,6.0,10.0,5.0,12,7.0,13.0,12.0,8.0,7.0,12.0,8.0,41.0,27.0,36.0,,25
2019_09_11,9.0,14.0,15.0,16.0,13.0,12.0,18.0,36.0,22.0,16,15,22.0,22.0,16.0,12.0,29.0,17,13.0,10.0,26.0,17.0,14.0,8.0,11.0,26.0,10.0,10.0,7.0,16.0,13.0,7.0,11.0,5.0,11.0,6.0,15.0,8.0,10.0,8,12.0,10.0,14.0,15,9.0,4.0,7.0,6.0,7.0,9.0,6.0,9.0,4.0,8,7.0,10.0,6.0,6.0,6.0,12.0,9.0,47.0,34.0,42.0,,41
2019_09_12,9.0,13.0,13.0,14.0,12.0,13.0,14.0,33.0,20.0,15,13,26.0,23.0,15.0,15.0,30.0,20,13.0,9.0,23.0,20.0,11.0,8.0,16.0,30.0,12.0,11.0,6.0,14.0,12.0,5.0,18.0,11.0,14.0,11.0,16.0,12.0,15.0,12,12.0,7.0,11.0,14,10.0,7.0,9.0,7.0,8.0,9.0,6.0,9.0,5.0,8,7.0,15.0,7.0,7.0,7.0,13.0,11.0,39.0,27.0,37.0,,52
2019_09_13,9.0,8.0,8.0,13.0,10.0,8.0,10.0,26.0,13.0,10,8,21.0,18.0,13.0,11.0,27.0,17,8.0,7.0,16.0,10.0,10.0,4.0,14.0,31.0,12.0,4.0,6.0,14.0,18.0,8.0,16.0,5.0,13.0,9.0,12.0,7.0,13.0,6,11.0,11.0,16.0,12,7.0,10.0,9.0,6.0,7.0,10.0,8.0,8.0,4.0,9,7.0,9.0,7.0,7.0,7.0,14.0,8.0,45.0,43.0,45.0,,19
2019_09_14,6.0,11.0,10.0,14.0,11.0,11.0,14.0,23.0,17.0,11,11,24.0,18.0,9.0,10.0,26.0,17,12.0,8.0,13.0,11.0,9.0,6.0,12.0,28.0,8.0,5.0,6.0,19.0,15.0,7.0,13.0,4.0,9.0,5.0,13.0,6.0,11.0,8,7.0,7.0,12.0,14,10.0,14.0,10.0,8.0,11.0,15.0,8.0,8.0,8.0,11,8.0,15.0,12.0,8.0,7.0,10.0,7.0,21.0,21.0,21.0,,6
2019_09_15,10.0,17.0,13.0,17.0,16.0,13.0,19.0,20.0,19.0,15,17,30.0,23.0,14.0,15.0,34.0,21,16.0,11.0,18.0,13.0,14.0,8.0,15.0,29.0,11.0,5.0,8.0,22.0,14.0,9.0,13.0,4.0,9.0,9.0,10.0,10.0,12.0,13,10.0,7.0,14.0,18,13.0,16.0,10.0,9.0,15.0,14.0,8.0,10.0,6.0,15,13.0,17.0,12.0,14.0,11.0,7.0,9.0,14.0,10.0,13.0,,7
2019_09_16,11.0,13.0,12.0,16.0,14.0,14.0,18.0,19.0,21.0,15,16,29.0,21.0,11.0,12.0,24.0,19,15.0,14.0,12.0,10.0,13.0,8.0,12.0,32.0,12.0,7.0,9.0,24.0,16.0,14.0,12.0,7.0,12.0,7.0,13.0,10.0,12.0,13,11.0,8.0,17.0,19,14.0,17.0,11.0,9.0,16.0,14.0,9.0,12.0,9.0,16,10.0,20.0,14.0,12.0,11.0,7.0,7.0,18.0,12.0,14.0,,6
2019_09_17,17.0,22.0,19.0,20.0,20.0,20.0,26.0,25.0,26.0,19,21,36.0,29.0,,17.0,36.0,29,21.0,16.0,17.0,15.0,16.0,11.0,14.0,21.0,12.0,13.0,10.0,27.0,19.0,14.0,12.0,9.0,12.0,7.0,14.0,11.0,13.0,14,14.0,8.0,16.0,19,16.0,24.0,11.0,11.0,22.0,17.0,11.0,12.0,9.0,14,12.0,22.0,14.0,16.0,12.0,9.0,10.0,17.0,14.0,17.0,,8
2019_09_18,16.0,18.0,16.0,19.0,16.0,16.0,20.0,22.0,22.0,17,19,30.0,26.0,,18.0,38.0,26,15.0,14.0,19.0,23.0,17.0,13.0,18.0,32.0,16.0,11.0,14.0,26.0,22.0,12.0,17.0,12.0,12.0,12.0,18.0,22.0,18.0,17,13.0,8.0,15.0,18,12.0,17.0,11.0,6.0,16.0,15.0,13.0,16.0,10.0,11,15.0,17.0,13.0,13.0,11.0,8.0,11.0,57.0,27.0,52.0,,33
2019_09_19,13.0,18.0,14.0,17.0,17.0,17.0,21.0,22.0,23.0,17,18,33.0,23.0,17.0,18.0,38.0,24,16.0,13.0,14.0,30.0,15.0,12.0,12.0,29.0,11.0,15.0,11.0,19.0,18.0,18.0,17.0,15.0,11.0,11.0,13.0,15.0,11.0,15,8.0,6.0,16.0,16,11.0,15.0,11.0,8.0,16.0,10.0,12.0,18.0,8.0,9,16.0,14.0,11.0,11.0,12.0,8.0,11.0,66.0,43.0,63.0,,49
2019_09_20,17.0,21.0,14.0,21.0,20.0,19.0,27.0,21.0,29.0,21,24,50.0,28.0,15.0,17.0,35.0,19,22.0,21.0,21.0,23.0,16.0,11.0,16.0,35.0,13.0,10.0,8.0,14.0,14.0,9.0,13.0,13.0,11.0,10.0,11.0,14.0,11.0,10,11.0,7.0,14.0,17,13.0,16.0,11.0,9.0,15.0,7.0,16.0,17.0,10.0,12,16.0,16.0,11.0,11.0,12.0,15.0,11.0,58.0,43.0,54.0,,37
2019_09_21,13.0,11.0,11.0,14.0,13.0,11.0,27.0,21.0,19.0,16,18,30.0,21.0,15.0,11.0,24.0,18,17.0,13.0,13.0,22.0,11.0,10.0,13.0,26.0,12.0,18.0,8.0,24.0,15.0,17.0,7.0,8.0,11.0,9.0,11.0,15.0,,8,6.0,5.0,9.0,20,13.0,16.0,12.0,9.0,17.0,9.0,16.0,20.0,6.0,15,16.0,16.0,15.0,11.0,11.0,15.0,8.0,74.0,29.0,49.0,,55
2019_09_22,19.0,18.0,16.0,23.0,19.0,16.0,24.0,29.0,24.0,22,20,32.0,28.0,18.0,20.0,36.0,20,19.0,17.0,20.0,21.0,15.0,9.0,17.0,27.0,17.0,7.0,11.0,29.0,27.0,23.0,9.0,6.0,11.0,5.0,10.0,14.0,,10,6.0,6.0,10.0,19,15.0,20.0,12.0,11.0,20.0,14.0,13.0,13.0,8.0,16,14.0,18.0,19.0,13.0,18.0,19.0,38.0,66.0,44.0,48.0,,69
2019_09_23,12.0,12.0,12.0,16.0,14.0,16.0,18.0,21.0,18.0,16,13,28.0,21.0,10.0,11.0,29.0,17,13.0,9.0,,13.0,8.0,10.0,15.0,28.0,14.0,14.0,20.0,33.0,27.0,23.0,9.0,9.0,11.0,8.0,12.0,14.0,,9,5.0,6.0,5.0,22,18.0,20.0,12.0,11.0,16.0,21.0,17.0,19.0,14.0,15,18.0,20.0,18.0,19.0,17.0,20.0,55.0,53.0,84.0,68.0,,54
2019_09_24,26.0,20.0,22.0,19.0,24.0,18.0,30.0,26.0,26.0,22,24,30.0,28.0,22.0,23.0,39.0,27,23.0,23.0,26.0,37.0,23.0,20.0,25.0,36.0,25.0,24.0,27.0,41.0,34.0,31.0,20.0,15.0,18.0,18.0,16.0,23.0,19.0,14,15.0,22.0,21.0,28,24.0,26.0,18.0,19.0,24.0,34.0,20.0,26.0,16.0,25,23.0,28.0,25.0,24.0,25.0,22.0,41.0,47.0,43.0,60.0,,43
2019_09_25,32.0,35.0,36.0,37.0,33.0,35.0,38.0,46.0,39.0,36,39,45.0,39.0,36.0,34.0,52.0,38,33.0,39.0,45.0,54.0,32.0,36.0,32.0,43.0,32.0,33.0,37.0,36.0,40.0,33.0,28.0,27.0,21.0,30.0,31.0,30.0,30.0,22,28.0,28.0,30.0,34,29.0,32.0,23.0,23.0,30.0,36.0,27.0,28.0,20.0,30,27.0,36.0,33.0,31.0,30.0,21.0,13.0,22.0,21.0,28.0,,19
2019_09_26,27.0,36.0,30.0,31.0,32.0,32.0,36.0,45.0,40.0,40,34,46.0,42.0,39.0,36.0,52.0,36,35.0,32.0,41.0,53.0,26.0,31.0,26.0,36.0,23.0,35.0,31.0,37.0,29.0,31.0,25.0,28.0,23.0,32.0,32.0,32.0,26.0,18,22.0,18.0,21.0,34,30.0,35.0,24.0,23.0,32.0,34.0,28.0,27.0,25.0,27,29.0,37.0,28.0,31.0,29.0,20.0,16.0,19.0,16.0,21.0,,14
2019_09_27,29.0,25.0,27.0,28.0,30.0,26.0,35.0,38.0,33.0,32,30,41.0,36.0,26.0,29.0,41.0,29,31.0,29.0,40.0,51.0,27.0,28.0,30.0,34.0,25.0,26.0,32.0,44.0,35.0,39.0,24.0,27.0,19.0,31.0,20.0,33.0,26.0,19,17.0,16.0,21.0,28,25.0,33.0,24.0,26.0,32.0,37.0,30.0,32.0,16.0,19,26.0,32.0,26.0,31.0,29.0,17.0,14.0,17.0,19.0,22.0,,12
2019_09_28,33.0,38.0,39.0,36.0,38.0,38.0,45.0,48.0,46.0,47,41,46.0,49.0,39.0,36.0,57.0,43,44.0,41.0,57.0,63.0,38.0,38.0,38.0,51.0,34.0,10.0,39.0,48.0,40.0,36.0,29.0,27.0,27.0,32.0,36.0,33.0,35.0,29,,25.0,26.0,31,26.0,31.0,25.0,23.0,34.0,32.0,30.0,33.0,15.0,26,30.0,37.0,29.0,31.0,29.0,11.0,11.0,14.0,13.0,21.0,,12
2019_09_29,43.0,41.0,42.0,43.0,41.0,42.0,45.0,54.0,50.0,49,46,52.0,51.0,43.0,41.0,54.0,43,46.0,48.0,61.0,58.0,44.0,51.0,52.0,60.0,38.0,14.0,47.0,57.0,52.0,41.0,39.0,36.0,27.0,39.0,38.0,41.0,30.0,33,36.0,30.0,38.0,35,31.0,37.0,28.0,29.0,38.0,45.0,32.0,31.0,18.0,32,26.0,38.0,36.0,32.0,28.0,12.0,7.0,11.0,13.0,18.0,,7
2019_09_30,58.0,61.0,61.0,64.0,59.0,59.0,73.0,79.0,69.0,69,69,83.0,73.0,57.0,55.0,69.0,46,67.0,61.0,67.0,57.0,62.0,54.0,66.0,65.0,44.0,13.0,43.0,61.0,50.0,37.0,37.0,28.0,24.0,29.0,37.0,43.0,36.0,35,38.0,36.0,46.0,36,33.0,37.0,28.0,26.0,35.0,48.0,31.0,31.0,16.0,30,27.0,13.0,33.0,32.0,25.0,18.0,12.0,18.0,14.0,15.0,,9
2019_10_01,32.0,23.0,26.0,35.0,32.0,31.0,39.0,46.0,34.0,33,29,46.0,37.0,28.0,30.0,37.0,24,30.0,31.0,45.0,33.0,35.0,26.0,42.0,54.0,35.0,34.0,17.0,53.0,46.0,31.0,24.0,13.0,15.0,13.0,18.0,24.0,21.0,15,23.0,20.0,32.0,26,20.0,33.0,24.0,25.0,30.0,44.0,27.0,32.0,12.0,31,26.0,16.0,28.0,28.0,17.0,14.0,9.0,17.0,13.0,15.0,,7
2019_10_02,20.0,15.0,18.0,21.0,22.0,21.0,23.0,30.0,24.0,20,20,38.0,27.0,17.0,20.0,29.0,21,21.0,21.0,25.0,14.0,29.0,16.0,28.0,39.0,23.0,20.0,11.0,46.0,39.0,31.0,19.0,11.0,17.0,15.0,20.0,21.0,21.0,14,20.0,16.0,26.0,16,11.0,21.0,16.0,15.0,20.0,29.0,22.0,26.0,11.0,28,20.0,9.0,26.0,20.0,13.0,17.0,8.0,19.0,12.0,16.0,,8
2019_10_03,18.0,16.0,19.0,20.0,22.0,18.0,26.0,30.0,25.0,17,22,30.0,26.0,17.0,18.0,29.0,26,21.0,23.0,28.0,12.0,24.0,13.0,23.0,41.0,26.0,18.0,10.0,42.0,33.0,27.0,21.0,17.0,17.0,24.0,25.0,24.0,26.0,18,,12.0,23.0,18,12.0,20.0,18.0,14.0,18.0,25.0,15.0,16.0,10.0,24,17.0,12.0,27.0,17.0,11.0,16.0,8.0,23.0,14.0,19.0,,9
2019_10_04,21.0,22.0,24.0,25.0,24.0,22.0,28.0,29.0,28.0,23,25,35.0,30.0,22.0,23.0,36.0,27,27.0,21.0,24.0,20.0,24.0,12.0,16.0,38.0,19.0,14.0,7.0,34.0,26.0,23.0,19.0,20.0,14.0,20.0,25.0,26.0,21.0,22,,13.0,19.0,18,13.0,23.0,17.0,15.0,20.0,22.0,14.0,11.0,10.0,20,13.0,22.0,23.0,15.0,10.0,16.0,9.0,24.0,16.0,17.0,,17
2019_10_05,30.0,22.0,22.0,24.0,23.0,26.0,29.0,33.0,30.0,26,27,39.0,32.0,22.0,23.0,37.0,27,26.0,26.0,26.0,30.0,23.0,16.0,19.0,38.0,18.0,17.0,10.0,24.0,23.0,14.0,14.0,15.0,15.0,11.0,19.0,20.0,16.0,18,12.0,11.0,14.0,19,13.0,16.0,11.0,10.0,16.0,17.0,17.0,15.0,6.0,14,13.0,27.0,13.0,15.0,9.0,10.0,10.0,26.0,14.0,15.0,,19
2019_10_06,25.0,23.0,19.0,21.0,20.0,22.0,28.0,25.0,25.0,28,24,36.0,33.0,21.0,23.0,38.0,22,24.0,21.0,26.0,30.0,19.0,18.0,18.0,31.0,14.0,17.0,12.0,21.0,22.0,11.0,11.0,13.0,12.0,14.0,13.0,17.0,14.0,9,12.0,9.0,15.0,18,15.0,20.0,12.0,12.0,16.0,16.0,16.0,15.0,6.0,13,10.0,35.0,16.0,17.0,16.0,13.0,13.0,22.0,13.0,12.0,,10
2019_10_07,21.0,17.0,17.0,18.0,18.0,16.0,21.0,24.0,22.0,19,20,30.0,27.0,16.0,17.0,31.0,20,17.0,15.0,22.0,22.0,16.0,19.0,15.0,28.0,13.0,26.0,18.0,22.0,17.0,14.0,15.0,14.0,13.0,12.0,16.0,21.0,16.0,10,9.0,9.0,10.0,17,13.0,18.0,11.0,11.0,16.0,16.0,12.0,17.0,8.0,14,12.0,33.0,16.0,12.0,13.0,12.0,9.0,18.0,12.0,17.0,,13
2019_10_08,17.0,16.0,13.0,16.0,17.0,16.0,18.0,25.0,23.0,21,20,28.0,27.0,21.0,18.0,32.0,20,16.0,16.0,21.0,31.0,16.0,18.0,10.0,29.0,12.0,25.0,18.0,31.0,23.0,15.0,15.0,15.0,14.0,13.0,16.0,19.0,17.0,12,8.0,12.0,11.0,21,17.0,21.0,14.0,11.0,18.0,10.0,16.0,16.0,11.0,14,17.0,31.0,17.0,18.0,15.0,11.0,7.0,12.0,11.0,14.0,,8
2019_10_09,24.0,23.0,18.0,21.0,20.0,19.0,25.0,29.0,26.0,23,27,35.0,31.0,20.0,20.0,39.0,28,24.0,20.0,25.0,31.0,19.0,17.0,15.0,32.0,17.0,24.0,15.0,21.0,23.0,13.0,17.0,18.0,16.0,19.0,20.0,23.0,23.0,16,13.0,12.0,15.0,20,18.0,23.0,14.0,13.0,19.0,11.0,21.0,20.0,10.0,15,16.0,31.0,15.0,19.0,14.0,15.0,7.0,10.0,7.0,11.0,,5
2019_10_10,31.0,35.0,28.0,31.0,29.0,29.0,33.0,39.0,36.0,34,32,45.0,44.0,31.0,28.0,49.0,41,30.0,26.0,40.0,38.0,21.0,23.0,17.0,29.0,18.0,31.0,17.0,18.0,24.0,11.0,24.0,23.0,21.0,30.0,28.0,26.5,31.0,25,18.0,12.0,21.0,24,20.0,20.0,14.0,11.0,16.0,12.0,21.0,21.0,9.0,12,8.0,29.0,12.0,16.0,11.0,15.0,5.0,16.0,9.0,14.5,,5
2019_10_11,30.0,27.0,23.0,26.0,27.0,27.0,32.0,38.0,33.0,32,27,44.0,33.0,21.0,26.0,37.0,32,29.0,25.0,42.0,22.0,28.0,21.0,24.0,33.0,20.0,20.0,13.0,21.0,23.0,12.0,21.0,23.0,17.0,24.0,28.0,24.0,30.0,21,21.0,14.0,27.0,14,9.0,15.0,14.0,10.0,15.0,15.0,15.0,17.0,6.0,9,7.0,20.0,11.0,14.0,8.0,16.0,6.0,16.0,7.0,15.0,,6
2019_10_12,25.0,22.0,23.0,26.0,24.0,18.0,28.0,33.0,28.0,25,24,34.0,30.0,18.0,20.0,16.0,23,26.0,23.0,33.0,20.0,28.0,18.0,28.0,37.0,23.0,21.0,15.0,22.0,24.0,12.0,20.0,17.0,14.0,15.0,19.0,24.0,20.0,14,15.0,12.0,18.0,15,12.0,18.0,9.0,10.0,16.0,19.0,14.0,13.0,8.0,8,7.0,17.0,12.0,16.0,9.0,21.0,5.0,19.0,9.0,12.0,,6
2019_10_13,21.0,21.0,16.0,21.0,21.0,19.0,21.0,25.0,24.0,24,19,34.0,30.0,17.0,19.0,33.0,23,22.0,20.0,29.0,12.0,23.0,26.0,23.0,28.0,16.0,23.0,28.0,22.0,20.0,11.0,17.0,19.0,11.0,17.0,18.0,21.0,15.0,17,12.0,11.0,14.0,16,12.0,17.0,8.0,9.0,11.0,17.0,11.0,13.0,6.0,9,9.0,16.0,11.0,14.0,12.0,17.0,6.0,14.0,8.0,11.0,,7
2019_10_14,16.0,15.0,15.0,17.0,13.0,13.0,17.0,23.0,18.0,16,15,26.0,24.0,14.0,12.0,29.0,19,15.0,13.0,16.0,12.0,14.0,10.0,15.0,30.0,13.0,27.0,12.0,23.0,19.0,12.0,15.0,12.0,13.0,10.0,13.0,18.0,19.0,13,8.0,13.0,11.0,14,11.0,18.0,11.0,9.0,14.0,15.0,8.0,11.0,6.0,7,7.0,20.0,13.0,9.0,11.0,13.0,7.0,12.0,9.0,11.0,,7
2019_10_15,19.0,21.0,18.0,22.0,19.0,18.0,22.0,27.0,22.0,20,20,32.0,27.0,18.0,17.0,35.0,28,19.0,20.0,23.0,23.0,17.0,19.0,18.0,32.0,18.0,23.0,18.0,18.0,21.0,11.0,20.0,18.0,15.0,16.0,21.0,21.0,21.0,15,11.0,13.0,15.0,16,11.0,19.0,9.0,9.0,13.0,19.0,11.0,15.0,9.0,9,10.0,18.0,12.0,10.0,17.0,15.0,7.0,13.0,8.0,8.0,,7
2019_10_16,19.0,22.0,18.0,19.0,19.0,15.0,21.0,23.0,19.0,19,19,25.0,29.0,19.0,19.0,35.0,25,19.0,19.0,26.0,30.0,15.0,18.0,15.0,22.0,12.0,18.0,16.0,17.0,15.0,10.0,14.0,16.0,16.0,16.0,20.0,12.0,13.0,13,11.0,12.0,13.0,15,11.0,17.0,8.0,8.0,13.0,13.0,12.0,16.0,9.0,9,10.0,17.0,9.0,8.0,9.0,13.0,8.0,17.0,12.0,13.0,,11
2019_10_17,19.0,19.0,16.0,17.0,19.0,17.0,19.0,23.0,21.0,19,20,28.0,30.0,21.0,19.0,37.0,25,18.0,19.0,25.0,28.0,14.0,18.0,13.0,25.0,12.0,12.5,18.0,18.0,17.0,14.0,15.0,14.0,14.0,15.0,14.0,14.0,16.0,13,9.0,14.0,14.0,16,13.0,18.0,11.0,9.0,10.0,15.0,13.0,11.0,6.0,8,10.0,16.0,12.0,12.0,10.0,11.0,8.0,9.0,9.0,13.0,,6
2019_10_18,20.0,19.0,17.0,19.0,19.0,20.0,23.0,27.0,21.0,20,20,28.0,25.0,17.0,17.0,42.0,26,19.0,24.0,37.0,37.0,20.0,19.0,18.0,27.0,16.0,12.5,21.0,26.0,23.0,18.0,17.0,14.0,18.0,12.0,15.0,20.0,21.0,14,12.0,14.0,17.0,16,11.0,17.0,11.0,9.0,16.0,18.0,15.0,12.0,6.0,11,9.0,19.0,13.0,15.0,13.0,10.0,7.0,10.0,8.0,13.0,,6
2019_10_19,20.0,21.0,19.0,22.0,22.0,20.0,23.0,23.0,24.0,21,22,28.0,29.0,17.0,21.0,50.0,31,22.0,29.0,33.0,33.0,25.0,28.0,18.0,27.0,17.0,14.5,23.0,28.0,22.0,19.0,20.0,16.0,15.0,17.0,17.0,21.0,23.0,18,16.0,14.0,23.0,19,15.0,20.0,11.0,11.0,11.0,26.0,13.0,15.0,9.0,12,12.0,21.0,15.0,16.0,17.0,7.0,5.0,8.0,8.0,13.0,,5
2019_10_20,22.0,23.0,22.0,23.0,23.0,22.0,24.0,26.0,23.0,22,21,29.0,30.0,19.0,20.0,50.0,30,23.0,25.0,29.0,36.0,24.0,28.0,22.0,27.0,19.0,11.5,23.0,24.0,21.0,20.0,17.0,18.0,15.0,19.0,17.0,21.0,19.0,15,17.0,14.0,19.0,22,19.0,25.0,10.0,14.0,19.0,23.0,15.0,19.0,12.0,14,12.0,21.0,18.0,16.0,20.0,6.0,6.0,8.0,11.0,13.0,,5
2019_10_21,26.0,28.0,25.0,24.0,26.0,25.0,27.0,36.0,30.0,29,26,32.0,36.0,26.0,27.0,65.0,32,30.0,33.0,44.0,50.0,26.0,33.0,26.0,35.0,20.0,8.5,25.0,26.0,29.0,18.0,24.0,18.0,16.0,20.0,23.0,25.0,23.0,19,19.0,16.0,30.0,23,22.0,27.0,12.0,13.0,19.0,27.0,16.0,20.0,13.0,16,13.0,18.0,20.0,16.0,21.0,7.0,5.0,9.0,9.0,14.0,,6
2019_10_22,47.0,52.0,47.0,46.0,45.0,43.0,51.0,58.0,54.0,55,50,58.0,67.0,55.0,49.0,87.0,41,45.0,44.0,55.0,42.0,40.0,36.0,31.0,43.0,24.0,11.0,25.0,31.0,28.0,21.0,31.0,30.0,23.0,35.0,36.0,40.0,35.0,21,21.0,13.0,21.0,25,24.0,23.0,13.0,15.0,19.0,28.0,19.0,21.0,12.0,19,12.0,8.0,18.0,20.0,19.0,12.0,6.0,9.0,11.0,15.0,,5
