Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,46T,47T,72T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,43T,44T,62T,63T,78T,80T
2019_07_03,,20.0,16.0,17.0,,14.0,20.0,32.0,20.0,21,26,34.0,25.0,19.0,16.0,25.0,18,13.0,,15.0,17.0,11.0,14.0,8.0,16.0,7.0,22.0,10.0,13.0,12.0,7.0,11.0,9.0,11.0,13.0,,18.0,17.0,11,7.0,2.0,10.0,20,15.0,14.0,10.0,11.0,13.0,12.0,11.0,9.0,8.0,13,8.0,13.0,8.0,7.0,8.0,15.0,6.0,31.0,36.0,35.0,,18
2019_07_04,,20.0,15.0,16.0,,14.0,20.0,33.0,21.0,19,24,28.0,23.0,16.0,17.0,16.0,16,15.0,,8.0,15.0,12.0,8.0,10.0,19.0,9.0,18.0,7.0,13.0,15.0,7.0,14.0,10.0,12.0,12.0,,14.0,12.0,9,13.0,6.0,15.0,22,14.0,11.0,10.0,9.0,9.0,10.0,16.0,13.0,6.0,11,9.0,11.0,3.0,5.0,7.0,16.0,8.0,24.0,28.0,26.0,,18
2019_07_05,,14.0,13.0,14.0,,10.0,17.0,30.0,17.0,11,21,29.0,17.0,15.0,11.0,12.0,13,11.0,,8.0,6.0,25.0,6.0,11.0,13.0,,17.0,9.0,14.0,12.0,9.0,8.0,9.0,9.0,8.0,,12.5,9.0,8,4.0,7.0,10.0,11,8.0,8.0,9.0,7.0,6.0,12.0,11.0,11.0,4.0,9,6.0,8.0,3.0,,5.0,21.0,15.0,40.0,33.0,35.0,,26
2019_07_06,,21.0,19.0,21.0,,9.0,25.0,32.0,22.0,19,31,35.0,22.0,16.0,18.0,20.0,16,18.0,,14.0,11.0,21.0,9.0,11.0,23.0,10.0,22.0,12.0,17.0,17.0,,12.0,13.0,13.0,12.0,,12.0,12.0,12,9.0,7.0,14.0,13,6.0,7.0,12.0,8.0,7.0,11.0,11.0,11.0,4.0,10,6.0,7.0,7.0,6.0,6.0,26.0,14.0,32.0,13.0,30.0,,24
2019_07_07,,17.0,16.0,16.0,,8.0,18.0,30.0,24.0,17,26,34.0,17.0,11.0,12.0,17.0,17,15.0,,7.0,14.0,10.0,12.0,11.0,14.5,15.0,21.0,10.0,15.0,16.0,9.0,11.0,9.0,15.0,14.0,,14.0,15.0,10,10.0,10.0,20.0,14,8.0,11.0,9.0,7.0,9.0,12.0,8.0,7.0,5.0,11,6.0,10.0,7.0,9.0,7.0,19.0,10.0,25.0,23.0,24.0,,23
2019_07_08,,16.0,14.0,15.0,,12.0,15.0,35.0,18.0,15,24,21.0,16.0,10.0,12.0,13.0,15,15.0,,12.0,13.0,16.0,13.0,14.0,21.0,13.0,24.0,9.0,16.0,16.0,12.0,11.0,9.0,12.0,8.0,,13.5,12.0,11,13.0,9.0,21.0,16,11.0,10.0,9.0,12.0,9.0,13.0,10.0,9.0,6.0,12,8.0,14.0,5.0,7.0,10.0,17.0,11.0,31.0,18.0,22.0,,19
2019_07_09,,16.0,13.0,16.0,,16.0,15.0,29.0,20.0,16,25,23.0,20.0,12.0,13.0,16.0,16,16.0,,22.0,10.0,17.0,15.0,16.0,21.0,15.0,24.0,10.0,19.0,18.0,13.0,10.0,9.0,11.0,13.0,,15.0,12.0,12,13.0,10.0,17.0,19,12.0,12.0,11.0,13.0,13.0,15.0,12.0,10.0,7.0,14,9.0,13.0,8.0,9.0,8.0,20.0,12.0,25.0,15.0,19.0,,13
2019_07_10,,20.0,17.0,18.0,,12.0,16.0,36.0,23.0,20,27,26.0,23.0,13.0,19.0,18.0,16,17.0,,26.0,12.0,15.0,14.0,13.0,20.0,11.0,22.0,12.0,18.0,,14.0,11.0,9.0,11.0,13.0,,17.0,11.0,10,11.0,12.0,19.0,17,11.0,13.0,9.0,11.0,12.0,15.0,12.0,11.0,7.0,16,11.0,13.0,7.0,8.0,9.0,21.0,12.0,21.0,15.0,20.0,,14
2019_07_11,,19.0,14.0,17.0,,14.0,18.0,35.0,19.0,16,24,26.0,28.0,17.0,21.0,22.0,16,15.0,,28.0,17.0,19.0,12.0,17.0,22.0,14.0,25.0,12.0,20.0,19.0,12.0,12.0,10.0,15.0,11.0,,15.0,16.0,11,12.0,13.0,23.0,16,11.0,8.0,9.0,8.0,8.0,17.0,10.0,11.0,7.0,12,8.0,11.0,7.0,6.0,10.0,23.0,12.0,23.0,11.0,15.0,,18
2019_07_12,,16.0,14.0,14.0,,11.0,15.0,31.0,20.0,15,24,24.0,22.0,16.0,16.0,19.0,16,14.0,,24.0,14.0,16.0,13.0,17.0,25.0,15.0,26.0,12.0,20.0,19.0,11.0,14.0,10.0,19.0,15.0,,16.0,15.0,15,17.0,11.0,21.0,17,12.0,13.0,12.0,10.0,10.0,17.0,10.0,11.0,7.0,14,9.0,12.0,6.0,7.0,10.0,20.0,11.0,22.0,10.0,14.0,,15
2019_07_13,,17.0,13.0,14.0,,12.0,16.0,32.0,20.0,16,23,24.0,19.0,18.0,17.0,17.0,16,13.0,,24.0,16.0,14.0,15.0,15.0,18.0,14.0,21.0,10.0,19.0,22.0,11.0,12.0,9.0,12.0,11.0,,16.0,14.0,11,14.0,11.0,21.0,16,10.0,10.0,10.0,10.0,9.0,19.0,11.0,8.0,5.0,14,10.0,11.0,7.0,6.0,7.0,23.0,15.0,27.0,12.0,20.0,,13
2019_07_14,,12.0,13.0,13.0,,10.0,13.0,22.0,17.0,12,19,22.0,16.0,11.0,12.0,18.0,14,12.0,,25.0,11.0,9.0,11.0,10.0,14.0,11.0,18.0,10.0,16.0,14.0,9.0,13.0,8.0,12.0,7.0,,13.0,13.0,12,15.0,12.0,20.0,12,7.0,8.0,11.0,9.0,6.0,10.0,7.0,6.0,4.0,10,6.0,8.0,4.0,4.0,6.0,15.0,7.0,18.0,17.0,20.0,,9
2019_07_15,,14.0,9.0,13.0,,11.0,12.0,26.0,17.0,13,20,24.0,17.0,15.0,13.0,14.0,13,13.0,,19.0,15.0,10.0,10.0,12.0,15.0,8.0,16.0,8.0,14.0,16.0,9.0,9.0,9.0,11.0,8.0,,9.0,12.0,6,14.0,10.0,16.0,14,9.0,10.0,12.0,8.0,8.0,14.0,7.0,6.0,5.0,10,6.0,10.0,4.0,5.0,6.0,13.0,5.0,16.0,12.0,13.0,,7
2019_07_16,,14.0,9.0,12.0,,8.0,12.0,24.0,18.0,13,21,24.0,17.0,12.0,11.0,,15,10.0,,23.0,11.0,8.0,9.0,10.0,16.0,11.0,18.0,9.0,17.0,13.0,10.0,7.0,5.0,12.0,5.0,,8.0,11.0,8,10.0,9.0,17.0,15,8.0,9.0,12.0,9.0,8.0,11.0,13.0,9.0,6.0,11,9.0,10.0,5.0,7.0,6.0,13.0,3.0,16.0,14.0,13.0,,7
2019_07_17,,12.0,9.0,12.0,,9.0,10.0,25.0,17.0,11,19,20.0,15.0,10.0,8.0,12.0,11,10.0,,15.0,9.0,8.0,7.0,11.0,19.0,11.0,14.0,9.0,17.0,15.0,9.0,5.0,6.0,12.0,5.0,,9.0,14.0,7,10.0,6.0,12.0,14,8.0,12.0,15.0,9.0,9.0,15.0,13.0,11.0,7.0,13,8.0,11.0,6.0,7.0,8.0,10.0,5.0,14.0,16.0,14.0,,10
2019_07_18,,13.0,9.0,11.0,,5.0,12.0,28.0,15.0,11,17,20.0,16.0,11.0,9.0,20.0,12,10.0,,17.0,8.0,8.0,6.0,11.0,14.0,10.0,13.0,9.0,21.0,18.0,12.0,7.0,6.0,11.0,7.0,,10.0,9.0,6,10.0,9.0,12.0,14,11.0,13.0,14.0,10.0,12.0,19.0,11.0,9.0,6.0,16,10.0,12.0,12.0,9.0,9.0,8.0,5.0,15.0,24.0,26.0,,9
2019_07_19,,13.0,8.0,12.0,,8.0,12.0,29.0,16.0,11,20,21.0,15.0,12.0,10.0,21.0,12,10.0,,20.0,11.0,10.0,9.0,11.0,14.0,9.0,10.0,9.0,19.0,17.0,14.0,9.0,6.0,13.0,7.0,,9.0,7.0,6,8.0,9.0,12.0,15,10.0,14.0,13.0,10.0,13.0,15.0,12.0,8.0,8.0,16,10.0,10.0,10.0,9.0,10.0,7.0,6.0,26.0,13.0,23.0,,16
2019_07_20,,12.0,11.0,12.0,,13.0,14.0,24.0,17.0,13,22,28.0,16.0,16.0,7.0,20.0,11,12.0,,18.0,13.0,17.0,6.0,11.0,12.0,8.0,10.0,8.0,17.0,14.0,15.0,8.0,5.0,11.0,5.0,,9.0,7.0,6,9.0,,10.0,16,10.0,13.0,,9.0,11.0,16.0,11.0,7.0,10.0,15,9.0,12.0,9.0,7.0,8.0,9.0,5.0,39.0,20.0,27.0,,17
2019_07_21,,6.0,6.0,7.0,,5.0,8.0,16.0,10.0,6,13,13.0,13.0,9.0,5.0,12.0,12,6.0,,12.0,5.0,6.0,4.0,7.0,13.0,10.0,8.0,7.0,17.0,13.0,7.0,6.0,6.0,12.0,4.0,,10.0,6.0,7,6.0,,8.0,13,8.0,12.0,10.0,9.0,11.0,13.0,9.0,8.0,6.0,15,9.0,11.0,10.0,8.0,6.0,11.0,7.0,27.0,21.0,29.0,,17
2019_07_22,,12.0,,11.0,,8.0,12.0,22.0,14.0,10,19,22.0,18.0,14.0,8.0,17.0,13,11.0,,19.0,9.0,12.0,11.0,11.0,18.0,10.0,13.0,8.0,17.0,13.0,7.0,12.0,8.0,10.0,12.0,,11.0,6.0,9,9.0,,13.0,12,7.0,10.0,13.0,6.0,6.0,15.0,7.0,6.0,3.0,9,5.0,9.0,6.0,5.0,6.0,12.0,8.0,28.0,20.0,28.0,,22
2019_07_23,,17.0,11.0,14.0,,12.0,15.0,34.0,18.0,15,20,28.0,19.0,17.0,14.0,27.0,12,14.0,,22.0,14.0,11.0,12.0,,19.0,12.0,12.0,8.0,19.0,18.0,10.0,13.0,9.0,11.0,11.0,,15.0,13.0,9,10.0,9.0,14.0,14,9.0,10.0,9.0,9.0,5.0,13.0,7.0,8.0,4.0,9,4.0,11.0,7.0,6.0,9.0,14.0,9.0,28.0,15.0,21.0,,20
2019_07_24,,22.0,16.0,16.0,,12.0,20.0,,23.0,17,26,24.0,22.0,19.0,20.0,29.0,18,15.0,,24.0,13.0,14.0,12.0,,18.0,10.0,12.0,8.0,17.0,15.0,7.0,12.0,7.0,13.0,9.0,,10.0,13.0,13,10.0,7.0,15.0,13,9.0,10.0,9.0,7.0,5.0,9.0,6.0,8.0,3.0,7,5.0,10.0,6.0,6.0,6.0,20.0,14.0,23.0,12.0,16.0,,13
2019_07_25,,17.0,10.0,14.0,,8.0,14.0,35.0,17.0,13,20,25.0,19.0,16.0,15.0,25.0,20,16.0,,20.0,17.0,11.0,9.0,,14.0,6.0,12.0,7.0,14.0,12.0,6.0,12.0,6.0,12.0,8.0,,11.0,10.0,9,10.0,6.0,13.0,13,9.0,8.0,11.0,5.0,6.0,6.0,6.0,4.0,3.0,7,3.0,9.0,7.0,6.0,4.0,19.0,12.0,31.0,17.0,20.0,,16
2019_07_26,,16.0,17.0,15.0,,16.0,21.0,37.0,21.0,16,26,30.0,26.0,21.0,18.0,31.0,23,16.0,,20.0,14.0,13.0,11.0,12.0,25.0,8.0,12.0,8.0,13.0,14.0,5.0,14.0,8.0,12.0,9.0,,13.0,15.0,14,13.0,9.0,14.0,14,10.0,9.0,7.0,6.0,6.0,8.0,5.0,6.0,4.0,7,4.0,12.0,9.0,6.0,7.0,23.0,13.0,25.0,16.0,23.0,,18
2019_07_27,,12.0,10.0,14.0,,11.0,16.0,28.0,17.0,11,22,24.0,22.0,19.0,13.0,29.0,20,12.0,,18.0,13.0,15.0,11.0,15.0,19.0,16.0,16.0,7.0,15.0,16.0,6.0,14.0,11.0,13.0,11.0,,15.0,13.0,12,,8.0,18.0,15,12.0,11.0,7.0,6.0,7.0,11.0,5.0,5.0,4.0,8,3.0,13.0,9.0,6.0,9.0,19.0,11.0,32.0,16.0,28.0,,19
2019_07_28,,9.0,14.0,11.0,,10.0,15.0,21.0,17.0,11,20,23.0,20.0,14.0,12.0,24.0,17,13.0,,15.0,11.0,14.0,10.0,15.0,22.0,17.0,12.0,8.0,19.0,19.0,8.0,,10.0,10.0,13.0,,13.0,9.0,10,15.0,11.0,18.0,14,11.0,10.0,,7.0,7.0,14.0,5.0,6.0,5.0,11,5.0,12.0,6.0,7.0,8.0,14.0,12.0,25.0,18.0,27.0,,17
2019_07_29,,8.0,6.0,7.0,,12.0,11.0,20.0,13.0,6,12,20.0,16.0,7.0,8.0,17.0,13,8.0,,9.0,10.0,6.0,6.0,8.0,13.0,11.0,8.0,6.0,19.0,14.0,10.0,,6.0,10.0,7.0,,8.0,8.0,7,9.0,5.0,14.0,14,8.0,9.0,17.0,7.0,6.0,8.0,5.0,6.0,4.0,11,5.0,11.0,8.0,6.0,6.0,17.0,13.0,28.0,26.0,30.0,,19
2019_07_30,,9.0,8.0,10.0,,14.0,13.0,21.0,15.0,10,16,18.0,18.0,9.0,11.0,22.0,16,9.0,,15.0,13.0,11.0,7.0,10.0,15.0,9.0,10.0,9.0,18.0,13.0,10.0,13.0,7.0,11.0,11.0,,11.0,13.0,8,9.0,8.0,16.0,14,9.0,12.0,11.0,8.0,7.0,8.0,6.0,7.0,5.0,8,5.0,9.0,9.0,6.0,8.0,19.0,11.0,23.0,32.0,31.0,,18
2019_07_31,,11.0,11.0,12.0,,14.0,16.0,,17.0,13,18,18.0,20.0,10.0,11.0,23.0,16,11.0,,22.0,12.0,10.0,9.0,10.0,13.0,10.0,10.0,7.0,16.0,16.0,8.0,12.0,9.0,13.0,10.0,,12.0,17.0,7,9.0,8.0,16.0,17,12.0,11.0,10.0,6.0,9.0,7.0,5.0,6.0,6.0,6,4.0,15.0,8.0,4.0,9.0,16.0,13.0,26.0,26.0,27.0,,19
2019_08_01,,11.0,10.0,13.0,,11.0,14.0,30.0,16.0,11,20,17.0,19.0,9.0,10.0,22.0,16,12.0,,20.0,13.0,9.0,8.0,10.0,13.0,10.0,12.0,8.0,14.0,15.0,7.0,11.0,8.0,13.0,6.0,,12.0,11.0,7,,5.0,14.0,13,10.0,8.0,9.0,5.0,6.0,8.0,4.0,7.0,4.0,6,3.0,11.0,5.0,5.0,5.0,16.0,9.0,23.0,23.0,27.0,,18
2019_08_02,,11.0,8.0,11.0,,11.0,12.0,25.0,15.0,11,17,19.0,20.0,9.0,10.0,27.0,18,9.0,,17.0,15.0,10.0,7.0,9.0,21.0,7.0,9.0,7.0,13.0,13.0,5.0,12.0,10.0,15.0,8.0,,12.0,15.0,7,10.0,6.0,11.0,13,9.0,10.0,9.0,6.0,7.0,10.0,5.0,11.0,4.0,6,5.0,12.0,6.0,6.0,6.0,17.0,14.0,31.0,27.0,37.0,,22
2019_08_03,,10.0,8.0,12.0,,11.0,13.0,23.0,14.0,10,17,19.0,19.0,10.0,10.0,23.0,14,11.0,,16.0,11.0,11.0,8.0,10.0,21.0,12.0,12.0,12.0,14.0,15.0,,11.0,7.0,14.0,6.0,,9.0,15.0,8,6.0,8.0,14.0,12,7.0,10.0,13.0,9.0,6.0,15.0,5.0,3.0,4.0,8,5.0,9.0,8.0,6.0,6.0,17.0,12.0,30.0,32.0,41.0,,21
2019_08_04,,7.0,7.0,10.0,,10.0,11.0,16.0,12.0,7,13,22.0,18.0,6.0,6.0,20.0,11,10.0,,14.0,9.0,7.0,5.0,7.0,12.0,8.0,10.0,7.0,16.0,13.0,8.0,10.0,7.0,12.0,7.0,,8.0,11.0,6,6.0,9.0,11.0,16,11.0,9.0,11.0,6.0,7.0,18.0,4.0,8.0,4.0,6,3.0,11.0,7.0,5.0,6.0,11.0,9.0,40.0,33.0,44.0,,34
2019_08_05,,6.0,7.0,11.0,,9.0,13.0,26.0,14.0,8,14,16.0,18.0,7.0,9.0,22.0,12,9.0,,14.0,6.0,9.0,6.0,10.0,13.0,5.0,11.0,9.0,17.0,14.0,11.0,9.0,7.0,13.0,10.0,,8.0,11.0,6,7.0,10.0,12.0,11,8.0,9.0,,6.0,7.0,16.0,4.0,5.0,3.0,7,4.0,8.0,7.0,5.0,7.0,12.0,9.0,43.0,44.0,44.0,,35
2019_08_06,,11.0,8.0,12.0,,9.0,14.0,32.0,16.0,12,17,22.0,20.0,12.0,13.0,25.0,14,10.0,,15.0,11.0,12.0,8.0,8.0,12.0,7.0,10.0,7.0,16.0,13.0,11.0,10.0,8.0,13.5,11.0,,9.0,9.0,8,8.0,8.0,14.0,13,7.0,9.0,,8.0,7.0,11.0,5.0,7.0,4.0,7,4.0,10.0,12.0,8.0,8.0,10.0,10.0,38.0,42.0,43.0,,32
2019_08_07,,15.0,9.0,13.0,,8.0,15.0,38.0,16.0,14,18,17.0,23.0,13.0,11.0,23.0,14,12.0,,19.0,13.0,9.0,8.0,10.0,17.0,11.0,9.0,8.0,16.0,14.0,8.0,10.0,7.0,10.0,8.0,,10.0,9.0,6,7.0,8.0,14.0,14,9.0,8.0,12.0,6.0,7.0,8.0,6.0,8.0,4.0,8,5.0,11.0,7.0,6.0,7.0,13.0,11.0,32.0,40.0,39.0,,25
2019_08_08,,13.0,10.0,12.0,,10.0,13.0,31.0,15.0,11,15,19.0,21.0,12.0,13.0,26.0,18,10.0,,18.0,16.0,8.0,7.0,7.0,14.0,10.0,8.0,6.0,14.0,13.0,7.0,11.0,7.0,9.0,9.0,,9.0,12.0,10,8.0,8.0,12.0,14,9.0,12.0,10.0,8.0,9.0,8.0,6.0,7.0,5.0,7,6.0,12.0,7.0,6.0,6.0,16.0,9.0,22.0,31.0,29.0,,16
2019_08_09,,14.0,11.0,13.0,,13.0,16.0,39.0,19.0,13,18,20.0,20.0,11.0,14.0,23.0,14,12.0,,20.0,15.0,9.0,6.0,6.0,16.0,7.0,10.0,7.0,18.0,11.0,12.0,8.0,7.0,9.0,9.0,,9.0,10.0,7,4.0,7.0,12.0,18,13.0,12.0,8.0,6.0,9.0,7.0,6.0,11.0,6.0,6,5.0,15.0,7.0,8.0,6.0,12.0,6.0,17.0,28.0,27.0,,14
2019_08_10,,5.0,7.0,9.0,,8.0,11.0,21.0,11.0,6,13,17.0,14.0,10.0,10.0,22.0,9,7.0,,16.0,19.0,11.0,5.0,8.0,16.0,5.0,13.0,7.0,14.0,10.0,6.0,6.0,6.0,11.0,7.0,,9.0,,6,8.0,7.0,10.0,15,12.0,10.0,8.0,8.0,6.0,10.0,5.0,5.0,6.0,5,3.0,14.0,5.0,6.0,5.0,7.0,6.0,16.0,9.0,12.0,,6
2019_08_11,,4.0,7.0,9.0,,8.0,13.0,15.0,12.0,6,12,15.0,17.0,8.0,10.0,21.0,9,7.0,,14.0,4.0,7.0,6.0,13.0,12.0,5.0,10.0,10.0,15.0,13.0,4.0,,7.0,11.0,7.0,,10.0,,7,,10.0,11.0,13,9.0,9.0,8.0,6.0,7.0,13.0,4.0,8.0,5.0,5,4.0,11.0,6.0,4.0,8.0,10.0,7.0,17.0,21.0,22.0,,18
2019_08_12,,5.0,6.0,9.0,,8.0,12.0,15.0,12.0,6,11,17.0,16.0,6.0,8.0,22.0,11,9.0,,10.0,5.0,13.0,8.0,12.0,17.0,9.0,10.0,8.0,19.0,14.0,6.0,9.0,8.0,11.0,7.0,,10.0,9.0,9,,9.0,11.0,16,11.0,12.0,9.0,8.0,10.0,10.0,6.0,8.0,6.0,8,4.0,16.0,11.0,8.0,10.0,10.0,9.0,31.0,20.0,34.0,,24
2019_08_13,,8.0,11.0,11.0,,11.0,16.0,27.0,15.0,9,18,21.0,19.0,10.0,10.0,23.0,14,12.0,,18.0,7.0,17.0,9.0,14.0,19.0,11.0,12.0,12.0,19.0,15.0,8.0,12.0,8.0,12.0,9.0,,12.0,9.0,10,12.0,8.0,15.0,18,15.0,12.0,8.0,11.0,12.0,12.0,8.0,9.0,7.0,12,6.0,16.0,11.0,9.0,11.0,18.0,8.0,36.0,25.0,30.0,,25
2019_08_14,,16.0,17.0,17.0,,15.0,19.0,30.0,21.0,17,23,23.0,23.0,14.0,15.0,25.0,17,18.0,,23.0,11.0,15.0,11.0,13.0,17.0,11.0,13.0,9.0,17.0,18.0,10.0,13.0,8.0,11.0,11.0,,12.0,13.0,9,13.0,10.0,20.0,20,17.0,13.0,10.0,8.0,11.0,11.0,10.0,12.0,6.0,10,7.0,15.0,9.0,9.0,10.0,12.0,6.0,23.0,18.0,22.0,,12
2019_08_15,,12.0,14.0,14.0,,18.0,19.0,30.0,18.0,14,22,28.0,23.0,14.0,13.0,25.0,17,14.0,,19.0,11.0,13.0,13.0,16.0,22.0,15.0,13.0,16.0,18.0,20.0,10.0,13.0,10.0,11.0,13.0,,11.0,13.0,11,13.0,11.0,18.0,20,16.0,15.0,11.0,10.0,14.0,16.0,8.0,9.0,9.0,9,6.0,19.0,10.0,9.0,13.0,14.0,5.0,14.0,13.0,12.0,,6
2019_08_16,,13.0,14.0,14.0,,15.0,19.0,35.0,20.0,17,21,27.0,24.0,17.0,15.0,24.0,15,15.0,,21.0,14.0,14.0,12.0,15.0,23.0,14.0,15.0,13.0,22.0,21.0,10.0,13.0,8.0,11.0,11.0,,13.0,12.0,12,13.0,11.0,17.0,17,13.0,15.0,8.0,8.0,14.0,20.0,7.0,9.0,10.0,7,4.0,17.0,8.0,7.0,15.0,6.0,5.0,13.0,9.0,14.0,,5
2019_08_17,,6.0,7.0,12.0,,12.0,13.0,25.0,14.0,9,10,19.0,18.0,10.0,10.0,20.0,14,9.0,,14.0,9.0,11.0,10.0,11.0,16.0,8.0,9.0,11.0,21.0,13.0,8.0,10.0,7.0,12.0,6.0,,9.0,10.0,8,10.0,7.0,14.0,20,17.0,15.0,8.0,8.0,11.0,14.0,8.0,9.0,7.0,9,5.0,16.0,9.0,9.0,10.0,8.0,7.0,19.0,15.0,23.0,,15
2019_08_18,10.0,8.0,8.0,,7.0,11.0,12.0,17.0,14.0,7,10,18.0,17.0,8.0,8.0,22.0,13,10.0,8.0,15.0,9.0,12.0,6.0,8.0,18.0,11.0,10.0,7.0,16.0,14.0,7.0,10.0,8.0,12.0,7.0,,10.0,9.0,6,9.0,8.0,15.0,17,12.0,13.0,9.0,8.0,11.0,9.0,11.0,10.0,6.0,11,7.0,14.0,11.0,11.0,7.0,13.0,7.0,20.0,16.0,19.0,,19
2019_08_19,11.0,12.0,11.0,,11.0,18.0,15.0,27.0,16.0,12,10,19.0,22.0,11.0,12.0,22.0,13,13.0,11.0,17.0,12.0,10.0,,13.0,17.0,11.0,11.0,8.0,17.0,16.0,7.0,13.0,8.0,11.0,8.0,,10.0,,9,11.0,11.0,21.0,14,9.0,8.0,10.0,6.0,7.0,9.0,8.0,10.0,4.0,8,5.0,10.0,8.0,6.0,5.0,15.0,9.0,31.0,16.0,24.0,,30
2019_08_20,11.0,10.0,12.0,15.0,12.0,14.0,15.0,31.0,17.0,12,11,25.0,18.0,11.0,12.0,25.0,16,13.0,9.0,19.0,11.0,12.0,,10.0,21.0,7.0,12.0,7.0,13.0,12.0,6.0,12.0,8.0,13.0,7.0,16.0,11.0,11.0,9,8.0,9.0,12.0,14,10.0,9.0,10.0,6.0,8.0,8.0,8.0,8.0,3.0,9,6.0,10.0,7.0,6.0,6.0,20.0,10.0,40.0,22.0,40.0,,27
2019_08_21,7.0,6.0,10.0,11.0,8.0,14.0,10.0,29.0,14.0,8,7,20.0,18.5,7.0,8.0,19.0,10,11.0,10.0,20.0,8.0,11.0,,8.0,10.0,4.0,11.0,5.0,14.0,11.0,5.0,10.0,7.0,10.0,7.0,14.0,9.0,10.0,7,7.0,8.0,10.0,14,9.0,9.0,9.0,7.0,8.0,9.0,8.0,8.0,4.0,5,4.0,10.0,7.0,5.0,4.0,16.0,7.0,23.0,19.0,24.0,,14
2019_08_22,10.0,10.0,9.0,14.0,11.0,11.0,10.0,31.0,15.0,11,9,19.0,20.0,14.0,12.0,25.0,11,12.0,9.0,22.0,15.0,13.0,9.0,10.0,17.0,10.0,12.0,7.0,15.0,12.0,10.0,12.0,8.0,13.0,8.0,15.0,12.0,9.0,8,10.0,10.0,14.0,12,7.0,6.0,9.0,6.0,5.0,10.0,9.0,5.0,4.0,6,4.0,9.0,7.0,6.0,7.0,10.0,6.0,11.0,14.5,18.0,,6
2019_08_23,7.0,9.0,9.0,12.0,13.0,11.0,12.0,29.0,18.0,11,11,26.0,15.0,13.0,14.0,24.0,14,12.0,14.0,25.0,9.0,18.0,10.0,12.0,17.0,7.0,11.0,6.0,16.0,13.0,8.0,12.0,7.0,13.0,5.0,,10.0,,8,9.0,8.0,12.0,13,7.0,5.0,9.0,6.0,6.0,11.0,7.0,6.0,3.0,6,4.0,9.0,6.0,5.0,6.0,11.0,7.0,14.0,10.0,18.0,,8
2019_08_24,10.0,12.0,9.0,12.0,10.0,13.0,9.0,38.0,17.0,12,9,23.0,14.0,9.0,11.0,21.0,11,11.0,9.0,19.0,11.0,8.0,7.0,11.0,19.0,9.0,8.0,6.0,15.0,15.0,3.0,11.0,6.0,13.0,5.0,13.0,7.0,9.0,7,8.0,8.0,13.0,10,5.0,4.0,11.0,5.0,5.0,8.0,8.0,8.0,3.0,6,4.0,8.0,5.0,3.0,6.0,10.0,4.0,16.0,10.0,19.0,,10
2019_08_25,7.0,8.0,9.0,10.0,6.0,12.0,8.0,22.0,13.0,9,7,21.0,12.0,6.0,9.0,20.0,9,9.0,7.0,13.0,9.0,7.0,5.0,8.0,12.0,10.0,8.0,5.0,14.0,13.0,5.0,8.0,5.0,9.0,4.0,,7.0,6.0,6,8.0,8.0,9.0,12,7.0,6.0,9.0,8.0,7.0,8.0,14.0,11.0,3.0,6,8.0,9.0,5.0,6.0,6.0,7.0,7.0,12.0,8.0,14.0,,4
2019_08_26,5.0,9.0,6.0,9.0,5.0,8.0,7.0,23.0,13.0,8,6,18.0,9.0,7.0,7.0,19.0,9,9.0,6.0,12.0,8.0,6.0,4.0,6.0,11.0,7.0,8.0,5.0,14.0,11.0,6.0,10.0,7.0,9.0,6.0,17.0,7.0,11.0,6,4.0,8.0,7.0,15,10.0,6.0,9.0,7.0,8.0,9.0,17.0,15.0,3.0,6,8.0,12.0,6.0,7.0,6.0,12.0,6.0,20.0,8.0,15.0,,7
2019_08_27,8.0,14.0,8.0,11.0,9.0,12.0,9.0,33.0,16.0,11,8,17.0,14.0,6.0,12.0,21.0,12,10.0,7.0,20.0,13.0,8.0,5.0,8.0,19.0,8.0,7.0,5.0,13.0,14.0,8.0,10.0,4.0,12.0,5.0,14.0,7.0,10.0,6,,7.0,15.0,16,12.0,7.0,10.0,7.0,8.0,7.0,14.0,15.0,4.0,8,6.0,13.0,8.0,9.0,7.0,11.0,7.0,19.0,10.0,15.0,,9
2019_08_28,10.0,11.0,7.0,10.0,9.0,9.0,10.0,30.0,14.0,11,7,20.0,14.0,7.0,11.0,21.0,10,10.0,9.0,14.0,10.0,9.0,8.0,9.0,21.0,10.0,10.0,7.0,19.0,14.0,8.0,10.0,6.0,11.0,5.0,14.0,7.0,9.0,6,7.0,9.0,14.0,15,8.0,6.0,7.0,7.0,7.0,13.0,10.0,9.0,4.0,6,4.0,9.0,5.0,6.0,7.0,8.0,8.0,16.0,15.0,17.0,,8
