Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,27T,24T,26T,79T,46T,30T,32T,77T,35T,36T,40T,75T,76T,44T,62T,63T,80T
2017_08_08,,16.0,15.0,18.0,21.0,15.0,,13.0,21.0,16.0,22.0,5.0,8.0,,14.0,11.0,9.0,14.0,11.0,5.0,7.0,,,6.0,14.0,8.0
2017_08_09,7.0,25.0,15.0,17.0,22.0,13.0,,14.0,15.0,15.0,32.0,6.0,8.0,,17.0,,11.0,12.0,12.0,3.0,5.0,,12.0,5.0,13.0,6.0
2017_08_10,,,16.0,18.0,22.0,13.0,,10.0,15.0,14.0,27.0,10.0,8.0,,29.0,16.0,9.0,14.0,12.0,3.0,6.0,5.0,14.0,4.0,11.0,7.0
2017_08_11,7.0,,9.0,15.0,19.0,12.0,,11.0,18.0,15.0,29.0,11.0,14.0,,25.0,15.0,12.0,16.0,12.0,5.0,6.0,4.0,10.0,3.0,9.0,5.0
2017_08_12,8.0,,9.0,13.0,14.0,10.0,,10.0,15.0,10.0,27.0,6.0,6.0,,25.0,12.0,10.0,13.0,12.0,5.0,7.0,5.0,9.0,,10.0,6.0
2017_08_13,8.0,,11.0,14.0,15.0,10.0,,10.0,14.0,9.0,31.0,5.0,6.0,,19.0,15.0,14.0,14.0,11.0,5.0,8.0,5.0,9.0,3.0,10.0,6.0
2017_08_14,11.0,,13.0,18.0,19.0,13.0,,15.0,14.0,14.0,39.0,,8.0,,17.0,13.0,14.0,19.0,13.0,6.0,7.0,6.0,11.0,5.0,10.0,5.0
2017_08_15,6.0,,12.0,16.0,14.0,14.0,,12.0,11.0,11.0,33.0,,8.0,,14.0,13.0,11.0,16.0,12.0,3.0,7.0,6.0,8.0,,11.0,3.0
2017_08_16,10.0,,12.0,18.0,19.0,14.0,,15.0,12.0,15.0,23.0,,7.0,,8.0,11.0,9.0,15.0,12.0,4.0,5.0,7.0,11.0,5.0,11.0,6.0
2017_08_17,7.0,10.0,10.0,16.0,16.0,12.0,,15.0,11.0,22.0,28.0,,6.0,,9.0,10.0,6.0,15.0,12.0,3.0,5.0,6.0,8.0,9.0,13.0,7.0
2017_08_18,13.0,16.0,15.0,23.0,23.0,16.0,,16.0,16.0,21.0,16.0,,6.0,,14.0,14.0,12.0,13.0,11.0,4.0,9.0,4.0,15.0,17.0,16.0,8.0
2017_08_19,14.0,22.0,13.0,18.0,,16.0,,15.0,20.0,17.0,35.0,,10.0,,16.0,,16.0,14.0,12.0,5.0,8.0,5.0,17.0,11.0,19.0,10.0
2017_08_20,8.0,12.0,8.0,13.0,,10.0,,8.0,11.0,12.0,20.0,,5.0,,12.0,,13.0,12.0,10.0,2.0,7.0,3.0,16.0,14.0,28.0,17.0
2017_08_21,9.0,13.0,10.0,15.0,,11.0,,11.0,12.0,14.0,23.0,,7.0,,10.0,,12.0,12.0,12.0,3.0,7.0,4.0,28.0,14.0,24.0,15.0
2017_08_22,14.0,14.0,15.0,18.0,20.0,14.0,,15.0,13.0,17.0,22.0,,7.0,,10.0,12.0,19.0,14.0,12.0,6.0,,4.0,23.0,11.0,24.0,12.0
2017_08_23,11.0,15.0,10.0,16.0,18.0,11.0,,12.0,14.0,15.0,23.0,,6.0,,9.0,10.0,15.0,11.0,12.0,,10.0,5.0,20.0,10.0,23.0,14.0
2017_08_24,14.0,15.0,14.0,19.0,21.0,14.0,,12.0,9.0,19.0,22.0,6.0,9.0,,11.0,12.0,16.0,15.0,15.0,,,4.0,25.0,6.0,23.0,18.0
2017_08_25,10.0,11.0,13.0,17.0,20.0,13.0,,10.0,8.0,10.0,17.0,8.0,7.0,,10.0,11.0,14.0,20.0,,3.0,8.0,,26.0,6.0,29.0,21.0
2017_08_26,13.0,15.0,15.0,18.0,18.0,15.0,,15.0,16.0,17.0,31.0,5.0,6.0,,12.0,12.0,13.0,12.0,11.0,6.0,8.0,5.0,17.0,8.0,21.0,8.0
2017_08_27,10.0,18.0,,14.0,13.0,11.0,,10.0,16.0,13.0,17.0,4.0,6.0,,8.0,9.0,12.0,10.0,9.0,6.0,10.0,5.0,16.0,7.0,19.0,8.0
2017_08_28,11.0,20.0,,17.0,21.0,13.0,,12.0,14.0,14.0,16.0,6.0,6.0,,11.0,11.0,12.0,12.0,11.0,9.0,9.0,7.0,8.0,7.0,14.0,5.0
2017_08_29,18.0,23.0,,23.0,30.0,19.0,,19.0,22.0,18.0,18.0,9.0,12.0,,14.0,16.0,14.0,14.0,12.0,6.0,7.0,6.0,17.0,5.0,16.0,7.0
2017_08_30,14.0,24.0,19.0,23.0,28.0,19.0,,16.0,17.0,18.0,21.0,12.0,13.0,,13.0,18.0,20.0,12.0,11.0,5.0,7.0,6.0,11.0,9.0,15.0,9.0
2017_08_31,11.0,16.0,14.0,19.0,23.0,15.0,,15.0,14.0,15.0,19.0,11.0,10.0,,13.0,15.0,19.0,11.0,10.0,4.0,7.0,6.0,14.0,6.0,16.0,15.0
2017_09_01,13.0,10.0,15.0,19.0,22.0,16.0,,15.0,17.0,13.0,22.0,9.0,8.0,,11.0,16.0,21.0,,,5.0,7.0,5.0,15.0,5.0,12.0,11.0
2017_09_02,13.0,9.0,11.0,20.0,22.0,13.0,,13.0,19.0,19.0,24.0,10.0,7.0,,10.0,12.0,27.0,10.0,11.0,7.0,7.0,4.0,17.0,8.0,18.0,8.0
2017_09_03,12.0,10.0,7.0,14.0,16.0,10.0,,11.0,13.0,15.0,29.0,6.0,6.0,,14.0,12.0,16.0,12.0,11.0,7.0,10.0,5.0,13.0,11.0,13.0,5.0
2017_09_04,10.0,6.0,7.0,14.0,15.0,9.0,,9.0,10.0,9.0,24.0,6.0,5.0,,10.0,13.0,17.0,14.0,12.0,7.0,11.0,8.0,11.0,4.0,11.0,7.0
2017_09_05,9.0,10.0,9.0,16.0,16.0,13.0,,11.0,10.0,13.0,28.0,5.0,6.0,,8.0,12.0,13.0,12.0,,9.0,10.0,11.0,12.0,4.0,14.0,8.0
2017_09_06,9.0,11.0,10.0,19.0,20.0,15.0,,13.0,11.0,7.0,20.0,4.0,6.0,,9.0,11.0,16.0,13.0,,6.0,9.0,11.0,14.0,5.0,14.0,12.0
2017_09_07,8.0,9.0,8.0,16.0,15.0,11.0,,11.0,16.0,9.0,38.0,,12.0,,8.0,15.0,22.0,11.0,4.0,6.0,8.0,11.0,19.0,6.0,15.0,12.0
2017_09_08,11.0,11.0,15.0,17.0,16.0,18.0,,11.0,12.0,12.0,56.0,,15.0,,10.0,16.0,26.0,11.0,8.0,5.0,8.0,10.0,17.0,10.0,20.0,9.0
2017_09_09,10.0,10.0,13.0,15.0,16.0,14.0,,9.0,14.0,17.0,54.0,,15.0,,13.0,17.0,28.0,14.0,8.0,9.0,7.0,10.0,26.0,11.0,18.0,8.0
2017_09_10,14.0,23.0,19.0,22.0,24.0,20.0,,13.0,22.0,14.0,33.0,,9.0,,14.0,17.0,20.0,15.0,10.0,9.0,8.0,9.0,16.0,,11.0,8.0
2017_09_11,20.0,32.0,25.0,29.0,33.0,28.0,,23.0,24.0,30.0,44.0,,10.0,,13.0,17.0,23.0,16.0,9.0,7.0,8.0,10.0,7.0,,14.0,8.0
2017_09_12,21.0,24.0,28.0,29.0,30.0,26.0,,19.0,22.0,15.0,36.0,,12.0,,13.0,19.0,15.0,17.0,7.0,8.0,10.0,11.0,12.0,5.0,18.0,11.0
2017_09_13,23.0,27.0,30.0,29.0,32.0,29.0,,23.0,21.0,22.0,50.0,,11.0,,20.0,21.0,22.0,15.0,10.0,9.0,10.0,13.0,12.0,5.0,12.0,6.0
2017_09_14,18.0,19.0,21.0,23.0,26.0,23.0,,17.0,28.0,15.0,49.0,,8.0,,20.0,20.0,26.0,16.0,10.0,11.0,9.0,11.0,12.0,4.0,10.0,5.0
2017_09_15,17.0,16.0,16.0,21.0,21.0,17.0,,13.0,17.0,18.0,32.0,,7.0,,12.0,13.0,19.0,16.0,10.0,12.0,12.0,11.0,10.0,2.0,9.0,5.0
2017_09_16,9.0,13.0,10.0,15.0,18.0,10.0,,13.0,14.0,7.0,28.0,,6.0,,8.0,11.0,10.0,16.0,13.0,8.0,9.0,10.0,9.0,5.0,14.0,5.0
2017_09_17,6.0,6.0,8.0,11.0,11.0,8.0,,7.0,8.0,8.0,29.0,,7.0,,14.0,9.0,9.0,13.0,5.0,5.0,9.0,8.0,12.0,6.0,17.0,8.0
2017_09_18,11.0,9.0,11.0,18.0,18.0,12.0,,10.0,18.0,11.0,25.0,,5.0,,13.0,12.0,16.0,11.0,7.0,5.0,8.0,7.0,16.0,5.0,16.0,12.0
2017_09_19,13.0,16.0,13.0,16.0,24.0,13.0,,14.0,19.0,12.0,42.0,,7.0,,12.0,14.0,22.0,13.0,8.0,6.0,9.0,8.0,10.0,4.0,14.0,6.0
2017_09_20,17.0,15.0,15.0,25.0,31.0,18.0,,25.0,25.0,21.0,64.0,,10.0,,13.0,20.0,15.0,13.0,9.0,7.0,10.0,10.0,13.0,3.0,11.0,7.0
2017_09_21,28.0,30.0,30.0,35.0,42.0,33.0,,39.0,27.0,26.0,38.0,,9.0,,12.0,32.0,10.0,16.0,10.0,6.0,9.0,11.0,8.0,4.0,9.0,4.0
2017_09_22,20.0,15.0,21.0,25.0,30.0,20.0,,26.0,25.0,21.0,,,7.0,,17.0,21.0,11.0,15.0,9.0,7.0,,12.0,12.0,4.0,11.0,5.0
2017_09_23,15.0,18.0,19.0,25.0,28.0,20.0,,18.0,20.0,22.0,30.0,,7.0,,11.0,17.0,11.0,19.0,14.0,12.0,10.0,14.0,13.0,7.0,15.0,5.0
2017_09_24,16.0,18.0,19.0,22.0,28.0,19.0,,18.0,21.0,12.0,25.0,,6.0,,8.0,11.0,15.0,21.0,14.0,11.0,9.0,11.0,8.0,8.0,16.0,5.0
2017_09_25,7.0,11.0,10.0,14.0,19.0,10.0,,8.0,10.0,9.0,22.0,,5.0,,9.0,12.0,7.0,20.0,16.0,9.0,8.0,10.0,12.0,8.0,19.0,8.0
2017_09_26,4.0,5.0,12.0,13.0,15.0,10.0,,9.0,10.0,5.0,23.0,7.0,6.0,,9.0,12.0,10.0,17.0,8.0,10.0,8.0,10.0,11.0,7.0,21.0,6.0
2017_09_27,11.0,6.0,17.0,24.0,23.0,14.0,,15.0,18.0,14.0,22.0,8.0,5.0,,11.0,14.0,8.0,15.0,10.0,9.0,9.0,10.0,9.0,5.0,17.0,9.0
2017_09_28,8.0,9.0,9.0,16.0,19.0,11.0,,12.0,18.0,10.0,37.0,8.0,7.0,,15.0,14.0,11.0,19.0,11.0,12.0,,12.0,12.0,9.0,16.0,8.0
2017_09_29,16.0,17.0,,22.0,26.0,19.0,,21.0,26.0,20.0,24.0,8.0,9.0,,16.0,21.0,12.0,14.0,10.0,5.0,,14.0,,3.0,11.0,4.0
2017_09_30,23.0,22.0,,30.0,34.0,25.0,,29.0,25.0,22.0,30.0,12.0,14.0,,15.0,19.0,13.0,15.0,12.0,8.0,,13.0,,,10.0,6.0
2017_10_01,21.0,32.0,30.0,30.0,36.0,26.0,,28.0,25.0,13.0,29.0,17.0,22.0,,10.0,16.0,18.0,20.0,14.0,11.0,,9.0,,,15.0,10.0
2017_10_02,16.0,21.0,20.0,23.0,28.0,17.0,,23.0,25.0,21.0,33.0,10.0,12.0,,16.0,16.0,16.0,20.0,13.0,9.0,,9.0,,4.0,14.0,8.0
2017_10_03,15.0,9.0,17.0,22.0,28.0,18.0,,24.0,22.0,26.0,22.0,11.0,7.0,,11.0,,18.0,16.0,10.0,,,12.0,,7.0,15.0,10.0
2017_10_04,9.0,14.0,14.0,19.0,24.0,12.0,,20.0,17.0,16.0,22.0,7.0,5.0,,8.0,,14.0,13.0,7.0,,4.0,10.0,,8.0,16.0,8.0
2017_10_05,10.0,13.0,17.0,19.0,23.0,13.0,,18.0,15.0,9.0,23.0,10.0,8.0,,14.0,15.0,9.0,11.0,8.0,,6.0,10.0,,7.0,17.0,8.0
2017_10_06,21.0,22.0,26.0,26.0,32.0,,,26.0,,31.0,30.0,10.0,8.0,,17.0,21.0,,14.0,9.0,,7.0,10.0,,7.0,18.0,8.0
2017_10_07,18.0,26.0,23.0,27.0,33.0,22.0,,27.0,26.0,24.0,33.0,9.0,8.0,,20.0,18.0,,14.0,10.0,,7.0,11.0,,9.0,13.0,7.0
2017_10_08,17.0,26.0,22.0,28.0,38.0,26.0,,32.0,26.0,32.0,35.0,12.0,8.0,,23.0,28.0,,12.0,8.0,,7.0,12.0,,4.0,12.0,6.0
2017_10_09,15.0,16.0,14.0,22.0,26.0,20.0,,24.0,20.0,37.0,38.0,15.0,13.0,,19.0,24.0,,12.0,8.0,,8.0,11.0,,5.0,14.0,5.0
2017_10_10,19.0,26.0,23.0,27.0,31.0,21.0,,30.0,26.0,23.0,40.0,,15.0,,20.0,25.0,16.0,15.0,11.0,8.0,9.0,,,,11.0,8.0
2017_10_11,9.0,17.0,16.0,21.0,23.0,14.0,,21.0,24.0,,41.0,,10.0,,11.0,23.0,18.0,13.0,8.0,5.0,7.0,8.0,,4.0,11.0,6.0
2017_10_12,23.0,31.0,29.0,34.0,47.0,24.0,,37.0,27.0,,48.0,,15.0,,17.0,25.0,13.0,14.0,7.0,8.0,8.0,,,4.0,11.0,7.0
2017_10_13,38.0,45.0,42.0,44.0,55.0,34.0,,53.0,41.0,,35.0,,19.0,,23.0,26.0,15.0,14.0,7.0,8.0,8.0,13.0,,,10.0,4.0
