Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,27T,24T,26T,79T,46T,30T,32T,77T,35T,36T,40T,75T,76T,44T,62T,63T,80T
2017_03_03,65.0,63.0,65.0,,86.0,,,68.0,,64.0,60.0,76.0,,62.0,66.0,57.0,68.0,78.0,67.0,51.0,23.0,73.0,13.0,,,
2017_03_04,44.0,48.0,48.0,,50.0,,,41.0,,33.0,79.0,59.0,,77.0,48.0,43.0,76.0,61.0,48.0,67.0,33.0,58.0,16.0,,,
2017_03_05,34.0,36.0,37.0,,38.0,,,33.0,,30.0,51.0,41.0,,78.0,33.0,28.0,49.0,63.0,55.0,87.0,,61.0,19.0,,,
2017_03_06,32.0,34.0,36.0,,37.0,,,29.0,,23.0,40.0,31.0,,85.0,27.0,27.0,37.0,67.0,54.0,84.0,,47.0,22.0,,,
2017_03_07,28.0,28.0,30.0,,29.0,,,26.0,,16.0,44.0,33.0,,71.0,30.0,25.0,37.0,67.0,54.0,85.0,46.0,48.0,23.0,,,
2017_03_08,29.0,32.0,31.0,,31.0,,,30.0,,18.0,45.0,26.0,,52.0,26.0,28.0,42.0,72.0,61.0,73.0,46.0,41.0,16.0,,,
2017_03_09,28.0,30.0,29.0,,29.0,,,26.0,,17.0,42.0,25.0,,,21.0,21.0,32.0,47.0,42.0,52.0,35.0,28.0,12.0,,,
2017_03_10,23.0,24.0,23.0,,21.0,,,20.0,,10.0,32.0,21.0,,45.0,19.0,18.0,31.0,50.0,36.0,40.0,26.0,22.0,10.0,,,
2017_03_11,25.0,22.0,23.0,,24.0,,,21.0,,12.0,42.0,30.0,,53.0,25.0,21.0,33.0,45.0,34.0,48.0,22.0,28.0,13.0,,,
2017_03_12,26.0,27.0,25.0,,27.0,,,23.0,,16.0,38.0,28.0,,50.0,22.0,18.0,36.0,40.0,33.0,24.0,24.0,24.0,16.0,,,
2017_03_13,31.0,35.0,32.0,,40.0,,,32.0,,24.0,43.0,25.0,,55.0,21.0,21.0,31.0,44.0,36.0,34.0,17.0,34.0,19.0,,,
2017_03_14,25.0,28.0,26.0,,27.0,,,23.0,,12.0,52.0,30.0,,95.0,21.0,20.0,33.0,59.0,45.0,69.0,19.0,68.0,23.0,,,
2017_03_15,26.0,22.0,26.0,,25.0,,,23.0,,11.0,38.0,25.0,,78.0,23.0,22.0,27.0,59.0,45.0,56.0,38.0,74.0,24.0,,,
2017_03_16,27.0,26.0,24.0,,26.0,,,22.0,,14.0,43.0,25.0,,,18.0,22.0,27.0,58.0,38.0,72.0,63.0,116.0,20.0,,,
2017_03_17,27.0,27.0,25.0,,25.0,,,24.0,,18.0,50.0,23.0,,,22.0,21.0,25.0,62.0,47.0,47.0,59.0,50.0,16.0,,,
2017_03_18,17.0,17.0,17.0,,18.0,,,16.0,,12.0,42.0,17.0,,,19.0,16.0,21.0,56.0,,54.0,31.0,42.0,17.0,,,
2017_03_19,16.0,,15.0,,15.0,,,14.0,,16.0,33.0,17.0,,,15.0,14.0,21.0,57.0,40.0,36.0,17.0,38.0,18.0,,,
2017_03_20,14.0,14.0,14.0,,14.0,,,13.0,,10.0,41.0,17.0,,,12.0,12.0,24.0,105.0,84.0,49.0,28.0,68.0,30.0,,,
2017_03_21,26.0,20.0,24.0,,30.0,,,25.0,,20.0,40.0,22.0,,,8.0,,22.0,77.0,73.0,59.0,42.0,64.0,13.0,,,
2017_03_22,26.0,29.0,25.0,,29.0,,,24.0,,31.0,49.0,39.0,,,10.0,17.0,27.0,71.0,64.0,62.0,50.0,70.0,12.0,,,
2017_03_23,19.0,22.0,18.0,,19.0,,,16.0,,15.0,36.0,22.0,,,10.0,12.0,19.0,114.0,98.0,95.0,56.0,111.0,15.0,,,
2017_03_24,18.0,15.0,17.0,,18.0,,,15.0,,11.0,37.0,20.0,,,10.0,14.0,18.0,110.0,96.0,72.0,64.0,69.0,10.0,,,
2017_03_25,23.0,22.0,23.0,,21.0,,,20.0,,19.0,38.0,32.0,,,,20.0,24.0,67.0,57.0,43.0,59.0,57.0,11.0,,,
2017_03_26,25.0,24.0,29.0,,21.0,,,17.0,,12.0,33.0,18.0,,,21.0,19.0,30.0,64.0,51.0,44.0,48.0,67.0,13.0,,,
2017_03_27,23.0,25.0,24.0,,30.0,,,23.0,,30.0,40.0,12.0,,,21.0,16.0,21.0,45.0,32.0,18.0,16.0,60.0,7.0,,,
2017_03_28,38.0,29.0,34.0,,38.0,,,31.0,,45.0,35.0,38.0,,,22.0,19.0,25.0,49.0,29.0,25.0,,43.0,9.0,,,
2017_03_29,32.0,30.0,29.0,,31.0,,,26.0,,24.0,53.0,30.0,,32.0,33.0,23.0,28.0,54.0,41.0,30.0,31.0,47.0,9.0,,,
2017_03_30,24.0,30.0,28.0,,23.0,,,24.0,,13.0,33.0,15.0,,35.0,18.0,18.0,26.0,52.0,34.0,35.0,29.0,43.0,12.0,,,
2017_03_31,15.0,16.0,,,16.0,,,12.0,,9.0,22.0,14.0,,29.0,9.0,,21.0,56.0,49.0,35.0,26.0,40.0,10.0,,,
2017_04_01,21.0,15.0,,,23.0,,,22.0,,24.0,28.0,18.0,,14.0,15.0,16.0,15.0,58.0,49.0,24.0,14.0,46.0,10.0,,,
2017_04_02,29.0,23.0,,,30.0,,,23.0,,31.0,27.0,33.0,,27.0,20.0,22.0,24.0,,17.0,15.0,10.0,34.0,11.0,,,
2017_04_03,42.0,36.0,,,45.0,,,37.0,,39.0,41.0,33.0,,21.0,27.0,24.0,28.0,41.0,27.0,26.0,16.0,35.0,5.0,,,
2017_04_04,39.0,35.0,,,50.0,,,42.0,,48.0,44.0,39.0,,35.0,33.0,29.0,29.0,52.0,38.0,34.0,23.0,32.0,9.0,,,
2017_04_05,47.0,40.0,,,46.0,,,40.0,,41.0,59.0,29.0,,53.0,39.0,30.0,26.0,61.0,45.0,39.0,,35.0,11.0,,,
2017_04_06,,27.0,,,33.0,,,29.0,,23.0,42.0,23.0,,34.0,16.0,22.0,18.0,71.0,61.0,55.0,27.0,49.0,12.0,,,
2017_04_07,,21.0,,,17.0,,,18.0,,15.0,42.0,17.0,,31.0,12.0,14.0,17.0,78.0,69.0,50.0,35.0,53.0,8.0,,,
2017_04_08,,12.0,14.0,,14.0,,,12.0,,9.0,34.0,10.0,,25.0,13.0,15.0,19.0,90.0,74.0,37.0,37.0,44.0,17.0,,,
2017_04_09,,10.0,12.0,,,,,10.0,,6.0,40.0,10.0,,26.0,9.0,9.0,19.0,86.0,72.0,44.0,,31.0,,,,
2017_04_10,,10.0,10.0,,,,,7.0,,7.0,29.0,11.0,,28.0,11.0,9.0,19.0,68.0,52.0,43.0,,24.0,,,,
2017_04_11,,10.0,10.0,,9.0,,,9.0,,7.0,20.0,11.0,,23.0,9.0,7.0,15.0,68.0,50.0,52.0,50.0,21.0,13.0,,,
2017_04_12,,8.0,11.0,,7.0,,,8.0,,5.0,27.0,8.0,,28.0,,6.0,14.0,81.0,66.0,38.0,53.0,20.0,18.0,,,
2017_04_13,,10.0,12.0,,10.0,,,8.0,,4.0,24.0,9.0,,14.0,9.0,8.0,13.0,65.0,48.0,23.0,,22.0,19.0,,,
2017_04_14,,17.0,16.0,,19.0,,,16.0,,11.0,16.0,11.0,,16.0,12.0,11.0,19.0,30.0,15.0,10.0,,13.0,11.0,,,
2017_04_15,,16.0,18.0,,15.0,,,12.0,,9.0,23.0,13.0,,25.0,13.0,12.0,18.0,28.0,13.0,10.0,,10.0,9.0,,,
2017_04_16,,15.0,16.0,,16.0,,,12.0,,9.0,28.0,12.0,,23.0,13.0,13.0,19.0,24.0,14.0,14.0,7.0,10.0,12.0,,,
2017_04_17,,20.0,20.0,,21.0,,,19.0,,14.0,31.0,14.0,,31.0,22.0,18.0,23.0,22.0,15.0,12.0,,10.0,14.0,,,
2017_04_18,12.0,14.0,,,18.0,,,15.0,,,36.0,13.0,,29.0,18.0,15.0,25.0,25.0,11.0,8.0,,8.0,20.0,,,
2017_04_19,,10.0,,,14.0,,,8.0,,,25.0,11.0,,23.0,11.0,10.0,14.0,33.0,22.0,18.0,,12.0,18.0,,,
2017_04_20,,21.0,20.0,,24.0,,,19.0,,,26.0,15.0,,24.0,16.0,12.0,21.0,38.0,24.0,24.0,20.0,18.0,16.0,,,
2017_04_21,,28.0,31.0,,37.0,,,29.0,,29.0,34.0,26.0,,34.0,24.0,20.0,26.0,52.0,39.0,38.0,32.0,31.0,16.0,,,
2017_04_22,43.0,45.0,46.0,,48.0,,,43.0,,42.0,51.0,39.0,,50.0,35.0,35.0,37.0,73.0,55.0,49.0,40.0,40.0,18.0,,,
2017_04_23,43.0,43.0,44.0,,48.0,,,42.0,,44.0,48.0,40.0,,45.0,43.0,37.0,42.0,79.0,58.0,60.0,28.0,39.0,20.0,,,
2017_04_24,,39.0,38.0,,40.0,,,35.0,,37.0,47.0,36.0,,37.0,30.0,27.0,28.0,73.0,60.0,58.0,23.0,39.0,15.0,,,
2017_04_25,,31.0,31.0,,36.0,,,30.0,,31.0,38.0,28.0,,29.0,29.0,29.0,31.0,71.0,57.0,49.0,31.0,28.0,26.0,,,
2017_04_26,,33.0,31.0,,36.0,,,32.0,,31.0,45.0,27.0,,38.0,28.0,27.0,35.0,67.0,57.0,48.0,37.0,33.0,19.0,,,
2017_04_27,,31.0,29.0,,34.0,,,29.0,,29.0,43.0,30.0,,50.0,29.0,26.0,27.0,78.0,64.0,58.0,45.0,35.0,17.0,,,
2017_04_28,,31.0,28.0,,33.0,,,25.0,,26.0,44.0,,,28.0,25.0,21.0,22.0,72.0,53.0,46.0,38.0,36.0,18.0,,,
2017_04_29,26.0,37.0,28.0,,38.0,,,27.0,,38.0,39.0,,,29.0,23.0,23.0,17.0,26.0,13.0,13.0,17.0,13.0,17.0,,,
2017_04_30,25.0,29.0,30.0,,34.0,,,27.0,,22.0,,,,34.0,27.0,18.0,22.0,29.0,17.0,20.0,16.0,16.0,15.0,,,
2017_05_01,9.0,15.0,13.0,,17.0,,,12.0,,15.0,31.0,,,32.0,12.0,9.0,18.0,45.0,32.0,30.0,26.0,16.0,18.0,,,
2017_05_02,12.0,16.0,16.0,,18.0,,,14.0,,14.0,42.0,,,36.0,13.0,13.0,21.0,41.0,33.0,34.0,36.0,24.0,18.0,,,
2017_05_03,15.0,24.0,17.0,,19.0,,,14.0,,19.0,48.0,,,33.0,15.0,13.0,20.0,43.0,31.0,39.0,45.0,29.0,19.0,,,
2017_05_04,17.0,25.0,20.0,,21.0,,,15.0,,17.0,37.0,,,34.0,15.0,15.0,20.0,50.0,33.0,31.0,46.0,32.0,20.0,,,
2017_05_05,19.0,21.0,21.0,,24.0,,,18.0,,,35.0,,,15.0,27.0,9.0,13.0,31.0,25.0,17.0,33.0,24.0,12.0,,,
2017_05_06,30.0,38.0,32.0,,42.0,,,27.0,,,53.0,,,20.0,35.0,19.0,23.0,16.0,18.0,15.0,25.0,14.0,13.0,,,
2017_05_07,12.0,20.0,17.0,,19.0,,,13.0,,,34.0,,,19.0,21.0,13.0,17.0,,22.0,21.0,19.0,16.0,19.0,,,
2017_05_08,14.0,22.0,21.0,,20.0,,,14.0,,,48.0,,,29.0,18.0,13.0,28.0,22.0,24.0,18.0,22.0,16.0,13.0,,,
2017_05_09,11.0,20.0,21.0,,17.0,,,14.0,,,36.0,,,24.0,12.0,15.0,19.0,,31.0,28.0,,21.0,16.0,,,
2017_05_10,18.0,32.0,23.0,,26.0,,,22.0,,,40.0,,,15.0,16.0,12.0,11.0,20.0,32.0,26.0,17.0,13.0,23.0,,,
2017_05_11,14.0,21.0,20.0,,28.0,,,17.0,,,47.0,10.0,,15.0,19.0,,7.0,19.0,,13.0,14.0,14.0,18.0,,,
2017_05_12,,26.0,23.0,,21.0,,,19.0,,,55.0,8.0,,15.0,12.0,,12.0,15.0,22.0,11.0,8.0,11.0,14.0,,,
2017_05_13,,26.0,23.0,,24.0,,,17.0,,,54.0,8.0,,21.0,12.0,,15.0,11.0,18.0,8.0,5.0,7.0,15.0,,,
2017_05_14,,17.0,15.0,,16.0,,,15.0,,,32.0,9.0,,18.0,14.0,,13.0,5.0,7.0,8.0,6.0,8.0,14.0,,,
2017_05_15,,16.0,13.0,,10.0,,,10.0,,,28.0,7.0,,15.0,14.0,,17.0,7.0,10.0,8.0,,5.0,22.0,,,
2017_05_16,,17.0,13.0,,19.0,,,14.0,,16.0,34.0,8.0,,10.0,12.0,,13.0,7.0,12.0,4.0,,8.0,17.0,,,
2017_05_17,,15.0,10.0,,15.0,,,,,,21.0,5.0,,14.0,14.0,,7.0,5.0,,2.0,5.0,,25.0,,,
2017_05_18,,21.0,15.0,,16.0,,,16.0,,,25.0,12.0,,10.0,18.0,,16.0,6.0,8.0,2.0,,8.0,27.0,,,
2017_05_19,18.0,35.0,25.0,,31.0,,,24.0,,,35.0,17.0,,15.0,17.0,,19.0,12.0,13.0,7.0,,14.0,14.0,,,
2017_05_20,20.0,35.0,29.0,,33.0,,,30.0,,,40.0,16.0,,19.0,17.0,,20.0,22.0,24.0,15.0,,18.0,18.0,,,
2017_05_21,17.0,21.0,22.0,,23.0,,,23.0,,,38.0,20.0,,28.0,19.0,,21.0,26.0,30.0,19.0,13.0,23.0,15.0,,,
2017_05_22,19.0,27.0,25.0,,25.0,,,22.0,,,38.0,16.0,,23.0,19.0,,22.0,30.0,38.0,25.0,20.0,21.0,14.0,,,
2017_05_23,,27.0,24.0,,24.0,,,26.0,,,30.0,15.0,,25.0,23.0,,22.0,26.0,27.0,23.0,19.0,18.0,9.0,,,
2017_05_24,,24.0,20.0,,22.0,,,21.0,,17.0,47.0,9.0,,18.0,12.0,,14.0,21.0,22.0,21.0,13.0,18.0,13.0,,,
2017_05_25,14.0,26.0,16.0,,17.0,,,,,19.0,40.0,5.0,,18.0,14.0,9.0,15.0,26.0,28.0,17.0,11.0,13.0,12.0,,,
2017_05_26,13.0,20.0,15.0,,24.0,,,19.0,,27.0,43.0,9.0,,18.0,22.0,9.0,,13.0,15.0,7.0,6.0,5.0,20.0,,,
2017_05_27,19.0,25.0,19.0,,26.0,,,25.0,,,41.0,9.0,,30.0,14.0,7.0,,14.0,15.0,9.0,8.0,3.0,18.0,,,
2017_05_28,9.0,26.0,13.0,,21.0,,,15.0,,,33.0,7.0,,31.0,10.0,6.0,10.0,18.0,17.0,13.0,15.0,3.0,18.0,,,
2017_05_29,8.0,20.0,13.0,,19.0,,,16.0,,15.0,38.0,9.0,,31.0,14.0,8.0,11.0,20.0,18.0,14.0,18.0,4.0,19.0,,,
2017_05_30,12.0,24.0,14.0,,22.0,,,21.0,,16.0,33.0,11.0,,20.0,16.0,13.0,15.0,16.0,21.0,9.0,18.0,8.0,21.0,,,
2017_05_31,13.0,26.0,18.0,,24.0,,,22.0,,25.0,33.0,11.0,,17.0,14.0,15.0,18.0,17.0,16.0,7.0,6.0,10.0,16.0,,,
2017_06_01,9.0,23.0,18.0,,15.0,,,18.0,,16.0,25.0,10.0,,19.0,14.0,,19.0,20.0,21.0,9.0,9.0,9.0,22.0,,,
2017_06_02,11.0,28.0,13.0,,21.0,,,15.0,,16.0,23.0,7.0,,19.0,11.0,,14.0,20.0,18.0,8.0,11.0,6.0,18.0,,,
2017_06_03,,14.0,7.0,,11.0,,,11.0,,10.0,17.0,7.0,,11.0,10.0,,12.0,16.0,16.0,6.0,8.0,5.0,21.0,,,
2017_06_04,,14.0,8.0,,14.0,,,11.0,,10.0,6.0,5.0,,,12.0,,10.0,,11.0,4.0,5.0,2.0,18.0,,,
2017_06_05,,14.0,10.0,,16.0,,,15.0,,,13.0,8.0,,,7.0,,7.0,19.0,18.0,5.0,7.0,,22.0,,,
2017_06_06,5.0,14.0,10.0,,14.0,,,15.0,,,,8.0,8.0,14.0,9.0,,12.0,22.0,22.0,10.0,10.0,,12.0,,,
2017_06_07,6.0,18.0,11.0,14.0,15.0,11.0,,17.0,4.0,11.0,20.0,7.0,6.0,,7.0,6.0,10.0,,18.0,6.0,7.0,,13.0,9.0,24.0,12.0
2017_06_08,6.0,17.0,12.0,14.0,15.0,14.0,,14.0,4.0,12.0,14.0,9.0,7.0,13.0,8.0,6.0,9.0,,11.0,5.0,,3.0,16.0,12.0,17.0,13.0
2017_06_09,8.0,19.0,10.0,,15.0,12.0,,14.0,7.0,10.0,24.0,7.0,9.0,,14.0,10.0,13.0,,11.0,4.0,,4.0,24.0,16.0,20.0,27.0
2017_06_10,13.0,17.0,14.0,,18.0,16.0,,17.0,13.0,,24.0,11.0,18.0,,18.0,17.0,15.0,,11.0,6.0,,2.0,33.0,14.0,32.0,27.0
2017_06_11,17.0,17.0,23.0,,27.0,20.0,,21.0,17.0,,26.0,14.0,16.0,,27.0,,21.0,,14.0,4.0,,6.0,26.0,13.0,23.0,20.0
2017_06_12,18.0,28.0,24.0,,30.0,23.0,,21.0,15.0,,29.0,15.0,17.0,,27.0,,26.0,17.0,15.0,9.0,,11.0,20.0,8.0,18.0,16.0
2017_06_13,17.0,21.0,19.0,21.0,27.0,20.0,,22.0,18.0,,28.0,,13.0,,17.0,,,,15.0,,,6.0,18.0,14.0,15.0,14.0
2017_06_14,12.0,12.0,16.0,17.0,,15.0,,15.0,14.0,,26.0,,13.0,,13.0,19.0,9.0,13.0,10.0,,,,30.0,10.0,15.0,14.0
2017_06_15,27.0,24.0,28.0,28.0,32.0,26.0,,29.0,36.0,30.0,40.0,22.0,19.0,,13.0,29.0,19.0,14.0,11.0,8.0,,11.0,17.0,9.0,14.0,15.0
2017_06_16,27.0,24.0,25.0,25.0,28.0,25.0,,26.0,24.0,28.0,46.0,19.0,20.0,,18.0,30.0,23.0,23.0,21.0,13.0,8.0,13.0,17.0,8.0,13.0,11.0
2017_06_17,,19.0,21.0,22.0,23.0,19.0,,,23.0,23.0,43.0,11.0,13.0,,20.0,29.0,24.0,14.0,18.0,8.0,7.0,5.0,20.0,8.0,12.0,11.0
2017_06_18,,18.0,15.0,16.0,18.0,13.0,,,14.0,18.0,21.0,10.0,10.0,,13.0,20.0,17.0,,9.0,4.0,5.0,,13.0,7.0,8.0,7.0
2017_06_19,12.0,20.0,18.0,19.0,20.0,15.0,,,11.0,19.0,16.0,9.0,7.0,,11.0,15.0,9.0,,12.0,4.0,5.0,,19.0,6.0,13.0,13.0
2017_06_20,14.0,20.0,20.0,23.0,23.0,19.0,,19.0,15.0,,21.0,15.0,10.0,,9.0,19.0,13.0,,11.0,4.0,5.0,2.0,24.0,8.0,16.0,12.0
2017_06_21,,20.0,18.0,18.0,26.0,17.0,,17.0,13.0,,25.0,8.0,6.0,,7.0,8.0,10.0,,14.0,4.0,5.0,2.0,20.0,9.0,13.0,9.0
2017_06_22,,21.0,18.0,18.0,20.0,16.0,,16.0,13.0,17.0,17.0,9.0,7.0,,6.0,,6.0,,11.0,5.0,5.0,4.0,20.0,4.0,10.0,7.0
2017_06_23,,16.0,11.0,13.0,19.0,9.0,,11.0,12.0,19.0,18.0,,5.0,7.0,7.0,8.0,,11.0,15.0,6.0,8.0,2.0,15.0,3.0,7.0,5.0
2017_06_24,,13.0,13.0,14.0,19.0,11.0,,14.0,10.0,17.0,17.0,5.0,4.0,9.0,7.0,7.0,,,13.0,5.0,6.0,2.0,10.0,4.0,7.0,6.0
2017_06_25,,,11.0,15.0,20.0,12.0,,11.0,5.0,15.0,15.0,,7.0,8.0,8.0,,12.0,,8.0,4.0,5.0,4.0,15.0,2.0,8.0,6.0
2017_06_26,,19.0,12.0,15.0,19.0,13.0,,11.0,24.0,18.0,24.0,7.0,7.0,8.0,8.0,10.0,15.0,15.0,16.0,5.0,4.0,3.0,11.0,4.0,7.0,6.0
2017_06_27,,14.0,14.0,16.0,21.0,14.0,,12.0,16.0,16.0,24.0,,9.0,9.0,12.0,,16.0,14.0,13.0,7.0,3.0,3.0,13.0,4.0,9.0,8.0
2017_06_28,,18.0,12.0,13.0,15.0,12.0,,10.0,15.0,14.0,22.0,,6.0,12.0,9.0,,15.0,12.0,9.0,7.0,3.0,,9.0,7.0,10.0,7.0
2017_06_30,6.0,23.0,13.0,16.0,18.0,12.0,,13.0,13.0,15.0,34.0,,11.0,8.0,14.0,13.0,18.0,15.0,13.0,,,5.0,12.0,2.0,9.0,7.0
2017_07_01,6.0,15.0,15.0,17.0,19.0,15.0,,14.0,10.0,22.0,22.0,11.0,10.0,7.0,11.0,,17.0,14.0,13.0,5.0,,,14.0,5.0,10.0,9.0
2017_07_02,9.0,,18.0,18.0,23.0,19.0,,16.0,12.0,20.0,29.0,14.0,8.0,6.0,11.0,12.0,17.0,15.0,16.0,6.0,,4.0,10.0,5.0,9.0,8.0
2017_07_03,8.0,,15.0,16.0,20.0,16.0,,12.0,14.0,19.0,22.0,9.0,9.0,8.0,10.0,13.0,13.0,18.0,17.0,7.0,,5.0,15.0,4.0,10.0,9.0
2017_07_04,6.0,,14.0,17.0,22.0,16.0,,13.0,14.0,15.0,23.0,8.0,8.0,10.0,18.0,12.0,14.0,20.0,20.0,9.0,,4.0,14.0,3.0,10.0,11.0
2017_07_05,6.0,,17.0,16.0,19.0,16.0,,14.0,12.0,14.0,21.0,,9.0,11.0,13.0,15.0,13.0,19.0,17.0,6.0,5.0,3.0,23.0,4.0,16.0,16.0
2017_07_06,10.0,19.0,14.0,15.0,18.0,15.0,,14.0,14.0,,19.0,,6.0,12.0,17.0,13.0,13.0,14.0,11.0,5.0,3.0,,18.0,6.0,12.0,9.0
2017_07_07,7.0,,10.0,11.0,12.0,9.0,,10.0,13.0,,14.0,6.0,6.0,11.0,9.0,,10.0,12.0,14.0,7.0,,4.0,17.0,,12.0,8.0
2017_07_08,5.0,18.0,13.0,16.0,21.0,13.0,,14.0,13.0,,18.0,7.0,9.0,9.0,10.0,11.0,12.0,10.0,15.0,6.0,,4.0,21.0,5.0,12.0,11.0
2017_07_09,7.0,16.0,12.0,13.0,17.0,13.0,,11.0,8.0,,23.0,8.0,8.0,9.0,12.0,13.0,15.0,11.0,19.0,5.0,,3.0,15.0,,15.0,9.0
2017_07_10,,15.0,15.0,18.0,20.0,16.0,,15.0,12.0,,24.0,10.0,9.0,12.0,12.0,,15.0,13.0,12.0,4.0,,,12.0,7.0,11.0,10.0
2017_07_11,10.0,31.0,16.0,20.0,22.0,15.0,,14.0,14.0,,27.0,9.0,11.0,13.0,15.0,13.0,19.0,12.0,15.0,4.0,,4.0,16.0,6.0,11.0,6.0
2017_07_12,8.0,16.0,14.0,20.0,21.0,14.0,,14.0,12.0,,21.0,6.0,8.0,9.0,12.0,,13.0,11.0,,3.0,,4.0,21.0,5.0,11.0,9.0
2017_07_13,5.0,14.0,11.0,17.0,21.0,12.0,,11.0,12.0,,28.0,6.0,7.0,10.0,14.0,11.0,13.0,12.0,,3.0,,3.0,19.0,4.0,12.0,12.0
2017_07_14,5.0,18.0,12.0,18.0,24.0,14.0,,11.0,9.0,,14.0,6.0,6.0,12.0,11.0,10.0,11.0,16.0,,3.0,,,15.0,8.0,9.0,10.0
2017_07_15,14.0,20.0,18.0,21.0,26.0,16.0,,16.0,17.0,,23.0,8.0,10.0,12.0,11.0,11.0,16.0,12.0,,4.0,,,13.0,12.0,17.0,10.0
2017_07_16,10.0,12.0,13.0,18.0,20.0,13.0,,13.0,13.0,,18.0,5.0,10.0,10.0,13.0,11.0,,12.0,12.0,6.0,,,21.0,21.0,23.0,15.0
2017_07_17,9.0,14.0,14.0,17.0,20.0,11.0,,9.0,12.0,,21.0,9.0,19.0,10.0,12.0,15.0,,14.0,13.0,4.0,,2.0,28.0,24.0,29.0,22.0
2017_07_18,9.0,20.0,18.0,17.0,20.0,14.0,,13.0,12.0,,24.0,9.0,12.0,15.0,18.0,16.0,,13.0,11.0,5.0,,4.0,29.0,24.0,32.0,22.0
2017_07_19,9.0,17.0,16.0,17.0,19.0,14.0,,14.0,20.0,,18.0,8.0,9.0,13.0,15.0,15.0,,14.0,12.0,5.0,,3.0,36.0,18.0,31.0,24.0
2017_07_20,13.0,15.0,14.0,19.0,25.0,13.0,,16.0,28.0,,11.0,4.0,6.0,12.0,13.0,10.0,,15.0,13.0,7.0,,,28.0,18.0,31.0,19.0
2017_07_21,15.0,19.0,16.0,19.0,24.0,13.0,,15.0,17.0,16.0,24.0,,8.0,12.0,13.0,14.0,,15.0,12.0,4.0,,,19.0,24.0,29.0,19.0
2017_07_22,10.0,15.0,12.0,14.0,20.0,10.0,,10.0,14.0,,22.0,,6.0,15.0,11.0,12.0,13.0,14.0,12.0,3.0,,,29.0,26.0,39.0,26.0
2017_07_23,11.0,22.0,14.0,18.0,22.0,12.0,,14.0,17.0,9.0,19.0,,8.0,11.0,14.0,10.0,14.0,12.0,12.0,,,3.0,30.0,22.0,39.0,28.0
2017_07_24,12.0,16.0,14.0,18.0,25.0,11.0,,12.0,17.0,12.0,17.0,,6.0,10.0,16.0,,5.0,15.0,12.0,5.0,,4.0,30.0,19.0,41.0,25.0
2017_07_25,14.0,,13.0,16.0,21.0,10.0,,15.0,16.0,14.0,23.0,4.0,7.0,11.0,9.0,12.0,7.0,19.0,13.0,8.0,,6.0,27.0,14.0,34.0,22.0
2017_07_26,9.0,16.0,10.0,15.0,21.0,8.0,,10.0,17.0,13.0,14.0,,6.0,,13.0,,5.0,13.0,11.0,6.0,,5.0,24.0,20.0,35.0,21.0
2017_07_27,13.0,16.0,16.0,18.0,23.0,12.0,,12.0,13.0,16.0,20.0,8.0,9.0,,10.0,12.0,5.0,,12.0,6.0,,4.0,32.0,26.0,38.0,25.0
2017_07_28,11.0,13.0,13.0,16.0,20.0,10.0,,11.0,12.0,11.0,23.0,10.0,11.0,,11.0,12.0,10.0,,12.0,5.0,,5.0,15.0,24.0,24.0,8.0
2017_07_29,12.0,19.0,17.0,19.0,26.0,16.0,,15.0,15.0,15.0,25.0,12.0,11.0,,17.0,15.0,8.0,,12.0,7.0,,3.0,11.0,17.0,22.0,10.0
2017_07_30,17.0,31.0,22.0,22.0,27.0,17.0,,19.0,20.0,22.0,29.0,14.0,13.0,,26.0,18.0,,,12.0,4.0,,6.0,21.0,11.0,20.0,8.0
2017_07_31,20.0,28.0,21.0,22.0,28.0,18.0,,20.0,21.0,22.0,35.0,15.0,18.0,,26.0,21.0,,14.0,11.0,5.0,,8.0,14.0,7.0,20.0,8.0
2017_08_01,20.0,37.0,26.0,25.0,31.0,19.0,,20.0,26.0,23.0,31.0,17.0,21.0,,24.0,20.0,,16.0,12.0,7.0,,7.0,11.0,9.0,19.0,6.0
2017_08_02,16.0,20.0,20.0,22.0,28.0,17.0,,18.0,17.0,,27.0,10.0,16.0,,22.0,19.0,11.0,15.0,12.0,7.0,,,12.0,5.0,13.0,10.0
2017_08_03,16.0,24.0,21.0,24.0,30.0,20.0,,15.0,14.0,,19.0,,15.0,,26.0,20.0,5.0,16.0,13.0,8.0,6.0,7.0,18.0,7.0,15.0,10.0
2017_08_04,12.0,24.0,19.0,20.0,22.0,16.0,,16.0,14.0,,29.0,,13.0,,23.0,18.0,10.0,16.0,12.0,7.0,10.0,4.0,13.0,10.0,19.0,6.0
2017_08_05,11.0,,17.0,18.0,20.0,14.0,,12.0,13.0,,26.0,,14.0,,20.0,16.0,9.0,17.0,13.0,5.0,9.0,4.0,11.0,10.0,19.0,8.0
2017_08_06,13.0,16.0,17.0,19.0,22.0,16.0,,10.0,14.0,,30.0,10.0,9.0,,16.0,15.0,9.0,15.0,12.0,4.0,,4.0,16.0,7.0,19.0,10.0
2017_08_07,,19.0,16.0,18.0,22.0,14.0,,13.0,15.0,15.0,23.0,8.0,9.0,,12.0,13.0,8.0,15.0,12.0,3.0,,,,10.0,23.0,10.0
