Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,41T,79T,81T,28T,29T,30T,31T,32T,33T,34T,60T,71T,74T,77T,35T,36T,37T,38T,39T,40T,57T,58T,67T,68T,69T,70T,73T,75T,76T,42T,44T,62T,63T,78T,43T,80T,46T,47T,72T
2019-02-01,45.625,32.0,34.0,39.0,45.625,33.0,43.0,52.0,44.0,41,45,50.0,47.0,38.0,43.0,45.625,33.0,34.0,43,45.0,51.0,45.625,76.0,50.0,53.0,35.0,56.0,78.0,45.625,35.125,30.0,21.0,24.0,42.0,32.0,33,35.125,51.0,35.125,48.0,38,42.0,51.0,45.0,36.0,45.0,31.0,32.0,33,47.0,50.0,34.0,27.0,25.0,72.0,22.0,20.333333333333332,18.0,21.0,20.333333333333332,12.0,12,31.0,31.0,31.0
2019-02-02,41.791666666666664,29.0,32.0,32.0,41.79166666666666,29.0,37.0,48.0,40.0,37,39,46.0,40.0,34.0,45.0,41.791666666666664,25.0,30.0,33,44.0,59.0,41.791666666666664,68.0,56.0,56.0,32.0,48.0,64.0,41.791666666666664,33.57142857142857,29.0,22.0,30.0,42.0,32.0,32,33.57142857142857,48.0,33.57142857142857,33.57142857142857,45,47.0,57.0,56.0,46.0,58.0,35.0,51.0,33,51.0,58.0,39.0,31.0,26.0,73.0,15.0,14.666666666666666,13.0,16.0,14.666666666666666,9.0,9,42.0,38.0,34.0
2019-02-03,30.958333333333332,21.0,26.0,25.0,30.95833333333333,21.0,28.0,31.0,29.0,26,29,36.0,31.0,24.0,29.0,30.958333333333332,20.0,25.0,27,29.0,25.0,30.958333333333332,60.0,42.0,30.0,27.0,54.0,48.0,30.958333333333336,31.333333333333332,31.333333333333332,22.0,25.0,30.0,29.0,36,31.333333333333332,46.0,31.333333333333332,31.333333333333332,30,29.0,53.0,55.0,43.0,56.0,29.0,34.0,40,40.0,61.0,39.0,20.0,32.0,60.0,12.0,12.333333333333334,12.0,13.0,12.333333333333334,8.0,8,66.0,57.5,49.0
2019-02-04,32.5,20.0,27.0,28.0,32.5,21.0,30.0,38.0,31.0,27,30,35.0,31.0,27.0,29.0,32.5,21.0,21.0,24,32.0,39.0,32.5,65.0,42.0,33.0,23.0,61.0,45.0,32.5,25.0,22.0,15.0,20.0,23.0,23.0,21,25.0,35.0,25.0,41.0,23,22.0,33.0,38.0,31.0,47.0,21.0,40.0,29,31.0,65.0,30.0,17.0,20.0,48.0,16.0,17.0,17.0,18.0,17.0,12.0,12,76.0,63.0,50.0
2019-02-05,32.291666666666664,20.0,24.0,28.0,32.291666666666664,21.0,29.0,35.0,30.0,24,31,38.0,34.0,26.0,24.0,32.291666666666664,20.0,22.0,28,31.0,34.0,32.291666666666664,64.0,41.0,32.0,23.0,70.0,46.0,32.291666666666664,25.375,21.0,13.0,22.0,24.0,24.0,22,25.375,35.0,25.375,42.0,20,18.0,29.0,41.0,25.0,44.0,24.0,38.0,19,29.0,64.0,26.0,18.0,15.0,39.0,17.5,17.5,17.0,18.0,17.5,15.0,15,74.0,62.5,51.0
2019-02-06,24.375,12.0,17.0,21.0,24.375,17.0,22.0,33.0,24.0,18,23,29.0,28.0,18.0,21.0,24.375,15.0,17.0,19,26.0,29.0,24.375,39.0,30.0,24.0,18.0,47.0,38.0,24.375,19.428571428571427,19.0,19.42857142857143,16.0,19.0,18.0,15,19.42857142857143,22.0,19.428571428571427,27.0,26,24.0,47.0,56.0,35.0,67.0,27.0,42.0,30,35.0,84.0,32.0,24.0,15.0,36.0,22.0,21.0,17.0,24.0,21.0,15.0,15,99.0,74.0,49.0
2019-02-07,26.291666666666668,16.0,19.0,23.0,26.29166666666667,21.0,25.0,37.0,27.0,22,24,30.0,32.0,21.0,26.0,26.291666666666668,19.0,19.0,20,28.0,31.0,26.291666666666668,43.0,32.0,28.0,22.0,28.0,38.0,26.291666666666664,22.857142857142858,22.0,22.857142857142858,19.0,23.0,21.0,16,22.857142857142858,25.0,22.857142857142858,34.0,26,24.0,76.0,64.0,68.0,85.0,35.0,42.0,47,40.0,58.0,40.0,27.0,25.0,52.0,20.0,18.666666666666668,16.0,20.0,18.666666666666668,11.0,11,94.0,75.5,57.0
2019-02-08,27.833333333333332,14.0,22.0,24.0,27.83333333333333,21.0,26.0,41.0,25.0,21,25,34.0,32.0,20.0,26.0,27.833333333333332,19.0,18.0,22,28.0,32.0,27.833333333333332,50.0,37.0,32.0,14.0,43.0,42.0,27.833333333333336,22.714285714285715,20.0,22.714285714285715,15.0,21.0,21.0,19,22.714285714285715,26.0,22.714285714285715,37.0,25,21.0,49.0,65.0,45.0,46.0,34.0,41.0,39,36.0,76.0,35.0,25.0,19.0,59.0,13.0,15.333333333333334,16.0,17.0,15.333333333333334,11.0,11,97.0,79.5,62.0
2019-02-09,23.541666666666668,9.0,15.0,20.0,23.54166666666667,15.0,19.0,34.0,20.0,16,20,28.0,25.0,17.0,20.0,23.541666666666668,13.0,14.0,16,26.0,26.0,23.541666666666668,54.0,30.0,28.0,7.0,53.0,40.0,23.541666666666668,19.375,19.0,11.0,17.0,17.0,19.0,15,19.375,26.0,19.375,31.0,25,24.0,49.0,96.0,44.0,82.0,39.0,38.0,33,36.0,65.0,33.0,26.0,22.0,48.0,20.0,17.333333333333332,14.0,18.0,17.333333333333332,11.0,11,100.0,87.5,75.0
2019-02-10,25.458333333333332,13.0,18.0,22.0,25.45833333333333,18.0,22.0,27.0,25.0,20,23,30.0,28.0,20.0,20.0,25.458333333333332,18.0,19.0,23,29.0,25.0,25.458333333333332,44.0,30.0,32.0,12.0,51.0,42.0,25.458333333333332,22.875,22.0,16.0,16.0,24.0,24.0,21,22.875,27.0,22.875,33.0,29,26.0,66.0,115.0,52.0,90.0,41.0,43.0,45,49.0,90.0,34.0,29.0,30.0,44.0,22.0,19.666666666666668,17.0,20.0,19.666666666666668,13.0,13,99.0,88.5,78.0
