Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,46T,47T,72T,82T,83T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,43T,44T,62T,63T,78T,80T
2020_01_01,20.0,22,18.0,23.0,17.0,20.0,20.0,21.0,22.0,21.0,21.0,23.0,29,16,16,35.0,21.0,20.0,28.0,32.0,27.0,23.0,34.0,18.0,16.0,25.0,45.0,38,,20,15.0,13.0,,,18.0,21.0,25.0,22.0,24.0,26.0,23.0,20,15.0,15.0,15.0,28.0,28.0,23,21.0,15.0,18.0,35,18.0,20.0,24.0,21.0,17.0,28.0,20,22,35.0,13.0,8.0,12.0,15.0,15.0,10.0,7.0
2020_01_02,26.0,24,20.0,26.0,21.0,24.0,26.0,28.0,27.0,27.0,28.0,30.0,32,22,21,38.0,22.0,25.0,31.0,28.0,30.0,23.0,27.0,20.0,22.0,26.0,40.0,29,,21,19.0,17.0,,,34.0,27.0,26.0,26.0,29.0,27.0,31.0,25,23.0,21.0,22.0,23.0,17.0,17,21.0,13.0,19.0,23,16.0,19.0,18.0,15.0,14.0,22.0,16,19,32.0,23.0,15.0,12.0,13.0,13.0,9.0,8.0
2020_01_03,32.0,28,24.0,31.0,24.0,27.0,32.0,32.0,29.0,33.0,30.0,36.0,38,27,24,41.0,26.0,30.0,31.0,33.0,45.0,29.0,38.0,32.0,35.0,34.0,66.0,43,,24,24.0,16.0,,,34.0,31.0,21.0,32.0,33.0,31.0,34.0,24,27.0,28.0,25.0,26.0,16.0,23,22.0,14.0,24.0,29,14.0,24.0,16.0,16.0,10.0,26.0,25,18,33.0,23.0,9.0,12.0,14.0,12.0,8.0,8.0
2020_01_04,37.0,35,31.0,35.0,35.0,34.0,37.0,38.0,39.0,39.0,35.0,44.0,48,36,31,51.0,30.0,35.0,37.0,43.0,58.0,34.0,51.0,46.0,45.0,44.0,76.0,51,,28,27.0,19.0,,,41.0,34.0,36.0,36.0,38.0,41.0,46.0,37,34.0,45.0,28.0,36.0,30.0,42,36.0,30.0,37.0,34,18.0,27.0,25.0,20.0,15.0,49.0,36,28,33.0,18.0,9.0,12.0,13.0,17.0,8.0,9.0
2020_01_05,45.0,41,33.0,40.0,36.0,38.0,42.0,51.0,44.0,45.0,40.0,46.0,56,44,41,58.0,34.0,39.0,39.0,53.0,61.0,44.0,56.0,47.0,42.0,48.0,71.0,56,,25,28.0,23.0,,,49.0,47.0,38.0,44.0,51.0,49.0,52.0,45,40.0,44.0,39.0,61.0,55.0,51,43.0,44.0,50.0,34,28.0,37.0,26.0,21.0,19.0,69.0,42,37,40.0,20.0,9.0,14.0,18.0,19.0,8.0,10.0
2020_01_06,51.0,49,39.0,46.0,49.0,40.0,46.0,62.0,50.0,52.0,45.0,52.0,63,43,45,62.0,33.0,45.0,48.0,66.0,67.0,42.0,57.0,52.0,62.0,55.0,62.0,71,,34,35.0,32.0,,,57.0,55.0,45.0,53.0,64.0,51.0,54.0,41,38.0,48.0,41.0,42.0,36.0,59,61.0,51.0,59.0,45,27.0,40.0,22.0,28.0,23.0,57.0,52,43,41.0,18.0,16.0,21.0,24.0,25.0,17.0,20.0
2020_01_07,51.0,57,39.0,47.0,45.0,38.0,57.0,64.0,52.0,53.0,57.0,64.0,66,49,47,72.0,41.0,48.0,54.0,71.0,54.0,59.0,53.0,58.0,75.0,63.0,70.0,72,,60,46.0,34.0,,,61.0,53.0,17.0,49.0,59.0,63.0,68.0,54,46.0,50.0,48.0,31.0,27.0,64,84.0,60.0,72.0,59,31.0,33.0,18.0,39.0,32.0,55.0,60,50,41.0,31.0,28.0,19.0,20.0,22.0,17.0,15.0
2020_01_08,53.0,64,47.0,53.0,52.0,49.0,60.0,58.0,55.0,55.0,59.0,63.0,76,53,50,76.0,48.0,49.0,54.0,59.0,61.0,51.0,55.0,61.0,76.0,57.0,82.0,83,,42,39.0,34.0,,,58.0,49.0,43.0,55.0,55.0,65.0,66.0,59,61.0,48.0,45.0,56.0,51.0,73,66.0,54.0,61.0,53,43.0,48.0,18.0,36.0,31.0,70.0,60,59,54.0,18.0,12.0,12.0,14.0,15.0,9.0,8.0
2020_01_09,60.0,55,47.0,49.0,49.0,47.0,53.0,74.0,56.0,63.0,56.0,70.0,67,51,54,68.0,55.0,60.0,61.0,81.0,88.0,63.0,74.0,57.0,67.0,56.0,90.0,71,,43,40.0,33.0,,,53.0,51.0,46.0,51.0,56.0,55.0,57.0,53,50.0,48.0,48.0,58.0,58.0,64,49.0,58.0,55.0,55,48.0,50.0,29.0,33.0,31.0,68.0,72,56,53.0,12.0,7.0,12.0,17.0,16.0,8.0,8.0
2020_01_10,97.0,100,63.0,72.0,78.0,70.0,78.0,96.0,82.0,101.0,77.0,102.0,112,86,86,108.0,48.0,82.0,72.0,94.0,109.0,67.0,77.0,60.0,68.0,59.0,88.0,82,,46,44.0,41.0,,,51.0,58.0,41.0,66.0,55.0,67.0,60.0,59,47.0,47.0,46.0,49.0,47.0,64,61.0,60.0,65.0,62,44.0,44.0,23.0,44.0,37.0,65.0,87,57,50.0,17.0,13.0,15.0,18.0,21.0,7.0,11.0
2020_01_11,46.0,46,35.0,46.0,35.0,42.0,47.0,57.0,49.0,49.0,46.0,65.0,55,37,37,53.0,28.0,47.0,54.0,61.0,59.0,51.0,70.0,60.0,76.0,64.0,73.0,68,,50,50.0,50.0,,,34.0,20.0,18.0,29.0,26.0,37.0,43.0,37,41.0,44.0,69.0,35.0,35.0,52,62.0,55.0,60.0,59,29.0,22.0,24.0,45.0,40.0,62.0,86,45,54.0,21.0,18.0,16.0,18.0,19.0,12.0,13.0
2020_01_12,36.0,37,26.0,35.0,33.0,33.0,38.0,38.0,39.0,39.0,38.0,55.0,47,27,31,43.0,25.0,42.0,43.0,40.0,32.0,38.0,41.0,47.0,60.0,51.0,61.0,53,,40,50.0,50.0,,,27.0,21.0,22.0,26.0,24.0,30.0,33.0,32,31.0,51.0,57.0,42.0,40.0,74,79.0,81.0,87.0,64,21.0,27.0,25.0,46.0,38.0,64.0,93,36,58.0,29.0,22.0,19.0,20.0,20.0,12.0,18.0
2020_01_13,33.0,33,26.0,36.0,33.0,30.0,34.0,39.0,42.0,39.0,38.0,45.0,47,31,34,47.0,30.0,40.0,37.0,41.0,27.0,40.0,32.0,44.0,63.0,55.0,45.0,62,,42,49.0,40.0,,,32.0,27.0,27.0,26.0,29.0,34.0,37.0,31,35.0,53.0,47.0,86.0,80.0,106,82.0,88.0,96.0,51,38.0,42.0,26.0,45.0,40.0,66.0,87,54,72.0,25.0,18.0,16.0,18.0,22.0,18.0,16.0
2020_01_14,34.0,36,27.0,35.0,30.0,29.0,35.0,42.0,37.0,34.0,38.0,47.0,44,30,28,41.0,31.0,37.0,36.0,44.0,25.0,36.0,29.0,50.0,87.0,59.0,42.0,62,,45,72.0,45.0,,,37.0,29.0,29.0,29.0,29.0,37.0,42.0,28,40.0,60.0,59.0,48.0,45.0,81,57.0,65.0,66.0,59,38.0,58.0,24.0,53.0,38.0,49.0,72,63,61.0,17.0,11.0,12.0,17.0,16.0,13.0,10.0
2020_01_15,35.0,38,30.0,37.0,31.0,31.0,39.0,45.0,39.0,36.0,38.0,49.0,45,30,28,42.0,31.0,40.0,40.0,45.0,23.0,34.0,33.0,44.0,82.0,58.0,49.0,69,,59,79.0,56.0,,,35.0,29.0,29.0,29.0,35.0,33.0,40.0,31,38.0,68.0,77.0,35.0,34.0,77,54.0,68.0,69.0,51,23.0,30.0,24.0,58.0,41.0,28.0,81,48,53.0,22.0,17.0,18.0,22.0,21.0,13.0,16.0
2020_01_16,37.0,41,33.0,39.0,37.0,37.0,40.0,47.0,42.0,38.0,42.0,56.0,47,33,33,44.0,36.0,40.0,42.0,46.0,28.0,41.0,36.0,56.0,81.0,58.0,58.0,79,,69,78.0,57.0,,,42.0,33.0,34.0,35.0,38.0,38.0,46.0,37,40.0,62.0,57.0,32.0,30.0,70,55.0,65.0,65.0,59,22.0,25.0,24.0,52.0,34.0,28.0,76,37,50.0,31.0,26.0,29.0,24.0,27.0,17.0,21.0
2020_01_17,45.0,46,36.0,47.0,43.0,42.0,47.0,58.0,50.0,45.0,48.0,60.0,54,39,37,51.0,42.0,51.0,46.0,56.0,34.0,45.0,40.0,51.0,71.0,53.0,66.0,85,,66,81.0,63.0,,,41.0,36.0,36.0,41.0,45.0,43.0,48.0,36,40.0,55.0,58.0,38.0,38.0,68,61.0,66.0,72.0,60,25.0,29.0,28.0,47.0,32.0,33.0,74,44,51.0,32.0,32.0,32.0,24.0,28.0,16.0,25.0
2020_01_18,58.0,58,48.0,55.0,52.0,52.0,55.0,59.0,59.0,54.0,56.0,79.0,64,46,49,63.0,46.0,61.0,62.0,63.0,44.0,60.0,52.0,70.0,90.0,71.0,75.0,88,,54,68.0,60.0,,,51.0,51.0,48.0,54.0,58.0,55.0,56.0,51,51.0,82.0,73.0,49.0,51.0,90,66.0,73.0,84.0,66,34.0,36.0,38.0,55.0,37.0,45.0,78,54,56.0,32.0,27.0,23.0,22.0,26.0,18.0,25.0
2020_01_19,56.0,58,50.0,56.0,53.0,52.0,57.0,58.0,58.0,55.0,56.0,74.0,65,49,49,66.0,45.0,59.0,57.0,57.0,46.0,58.0,57.0,65.0,87.0,77.0,71.0,85,,50,69.0,55.0,,,57.0,51.0,45.0,54.0,58.0,58.0,58.0,53,60.0,72.0,76.0,36.0,43.0,94,71.0,81.0,84.0,76,45.0,51.0,27.0,61.0,47.0,48.0,80,70,50.0,26.0,20.0,21.0,20.0,24.0,14.0,16.0
2020_01_20,64.0,60,54.0,61.0,58.0,56.0,62.0,72.0,65.0,64.0,63.0,76.0,73,58,52,75.0,49.0,66.0,67.0,68.0,52.0,62.0,54.0,80.0,91.0,81.0,67.0,86,,35,50.0,45.0,,,60.0,48.0,41.0,49.0,51.0,50.0,60.0,56,62.0,66.0,79.0,50.0,51.0,90,68.0,74.0,72.0,60,48.0,61.0,23.0,57.0,44.0,34.0,79,74,50.0,25.0,21.0,16.0,16.0,19.0,12.0,15.0
2020_01_21,46.0,47,45.0,50.0,45.0,45.0,53.0,55.0,51.0,45.0,56.0,72.0,55,40,40,53.0,38.0,54.0,58.0,78.0,26.0,56.0,41.0,73.0,97.0,92.0,52.0,77,,38,66.0,48.0,,,49.0,35.0,36.0,45.0,45.0,30.0,53.0,43,55.0,74.0,71.0,51.0,57.0,82,63.0,73.0,69.0,64,38.0,49.0,29.0,52.0,40.0,39.0,73,70,57.0,12.0,12.0,14.0,17.0,17.0,10.0,9.0
2020_01_22,41.0,36,32.0,39.0,32.0,32.0,41.0,45.0,43.0,39.0,43.0,53.0,39,35,31,41.0,28.0,44.0,43.0,45.0,25.0,40.0,36.0,58.0,90.0,75.0,53.0,72,,59,74.0,54.0,,,37.0,29.0,28.0,29.0,34.0,22.0,38.0,29,41.0,73.0,70.0,35.0,23.333333333333332,81,61.0,74.0,69.0,68,23.0,37.0,33.0,63.0,41.0,35.0,77,56,54.0,20.0,13.0,13.0,16.0,16.0,10.0,10.0
2020_01_23,35.0,35,26.0,35.0,32.0,33.0,40.0,46.0,38.0,34.0,35.0,51.0,40,30,30,44.0,27.0,38.0,38.0,44.0,26.0,44.0,31.0,53.0,71.0,58.0,50.0,73,,65,76.0,59.0,,,38.0,25.0,27.0,30.0,36.0,26.0,35.0,27,37.0,53.0,70.0,27.0,31.0,73,52.0,65.0,66.0,61,21.0,32.0,28.0,58.0,34.0,29.0,77,42,53.0,13.0,11.0,11.0,16.0,15.0,12.0,8.0
2020_01_24,24.0,21,18.0,27.0,24.0,24.0,26.0,30.0,27.0,22.0,21.0,43.0,27,18,19,32.0,20.0,25.0,21.0,28.0,15.0,27.0,20.0,33.0,43.0,37.0,33.0,50,,75,58.0,57.0,,,26.0,14.0,15.0,16.0,20.0,15.0,29.0,17,25.0,42.0,46.0,28.0,34.0,93,65.0,84.0,67.0,42,19.0,34.0,35.0,54.0,25.0,31.0,99,56,48.0,18.0,12.0,15.0,16.0,18.0,12.0,13.0
2020_01_25,21.0,18,15.0,21.0,17.0,16.0,20.0,20.0,21.0,17.0,16.0,30.0,23,14,17,29.0,19.0,20.0,17.0,17.0,13.0,21.0,17.0,23.0,34.0,27.0,21.0,34,,51,38.0,41.0,,,20.0,12.0,19.0,13.0,17.0,14.0,20.0,16,20.0,64.0,49.0,36.0,34.0,98,77.0,134.0,80.0,32,26.0,51.0,32.0,63.0,34.0,44.0,131,67,46.0,15.0,11.0,17.0,15.0,17.0,14.0,9.0
2020_01_26,17.0,12,11.0,15.0,13.0,15.0,19.0,23.0,19.0,15.0,12.0,25.0,19,13,12,27.0,16.0,18.0,16.0,23.0,14.0,16.0,17.0,24.0,32.0,29.0,29.0,43,,36,26.0,33.0,,,14.0,9.0,15.0,6.0,11.0,9.0,16.0,9,17.0,17.0,30.0,41.0,46.0,130,84.0,22.0,117.0,29,25.0,36.0,37.0,89.0,43.0,49.0,136,79,58.0,17.0,15.0,16.0,15.0,16.0,14.0,11.0
2020_01_27,21.0,20,14.0,20.0,21.0,19.0,23.0,29.0,24.0,23.0,19.0,27.0,28,20,20,35.0,20.0,22.0,21.0,36.0,25.0,18.0,28.0,27.0,37.0,32.0,31.0,58,,28,35.0,28.0,,,17.0,10.0,19.0,10.0,15.0,11.0,18.0,14,18.0,14.0,36.0,40.0,45.0,136,128.0,266.0,137.0,56,18.0,48.0,41.0,107.0,63.0,49.0,151,99,54.0,16.0,15.0,17.0,15.0,16.0,16.0,12.0
2020_01_28,34.0,26,18.0,27.0,25.0,26.0,26.0,40.0,35.0,33.0,29.0,43.0,36,26,27,44.0,23.0,33.0,29.0,41.0,30.0,29.0,32.0,54.0,49.0,40.0,39.0,50,,35,34.0,35.0,,,18.0,15.0,19.0,14.0,21.0,18.0,30.0,25,21.0,16.0,36.0,43.0,50.0,112,121.0,131.0,79.0,39,18.0,48.0,35.0,91.0,63.0,47.0,119,99,55.0,18.0,16.0,17.0,15.0,15.0,12.0,13.0
2020_01_29,30.0,27,22.0,30.0,24.0,29.0,33.0,39.0,35.0,31.0,30.0,39.0,34,25,26,34.0,21.0,36.0,33.0,46.0,26.0,33.0,37.0,55.0,77.0,50.0,51.0,70,,26,37.0,37.0,,,26.0,14.0,18.0,17.0,24.0,17.0,38.0,19,25.0,21.0,41.0,44.0,42.0,91,105.0,103.0,91.0,55,19.0,44.0,36.0,69.0,49.0,41.0,107,94,81.0,19.0,13.0,14.0,14.0,16.0,12.0,10.0
2020_01_30,37.0,37,28.0,35.0,35.0,29.0,37.0,41.0,38.0,33.0,34.0,42.0,44,35,33,54.0,31.0,38.0,36.0,47.0,36.0,37.0,35.0,58.0,70.0,57.0,63.0,105,,29,27.0,24.0,,,35.0,29.0,23.0,31.0,32.0,28.0,42.0,43,34.0,28.0,33.0,60.0,56.0,103,109.0,106.0,96.0,36,19.0,37.0,45.0,41.0,32.0,51.0,107,70,97.0,20.0,16.0,14.0,14.0,15.0,12.0,10.0
2020_01_31,45.0,45,34.0,46.0,44.0,45.0,46.0,43.0,46.0,42.0,44.0,47.0,51,43,40,60.0,37.0,46.0,49.0,51.0,45.0,45.0,49.0,46.0,57.0,56.0,69.0,66,,47,49.0,39.0,,,45.0,37.0,41.0,34.0,44.0,38.0,48.0,42,39.0,34.0,47.0,65.0,70.0,74,74.0,66.0,47.0,40,21.0,52.0,52.0,50.0,34.0,48.0,73,71,76.0,21.0,16.0,16.0,17.0,18.0,11.0,11.0
2020_02_01,61.0,60,43.0,58.0,57.0,55.0,61.0,63.0,64.0,60.0,60.0,72.0,72,63,59,79.0,45.0,66.0,62.0,71.0,60.0,62.0,55.0,70.0,82.0,88.0,75.0,82,,51,70.0,55.0,,,55.0,49.0,47.0,49.0,59.0,48.0,57.0,59,57.0,57.0,78.0,50.0,54.0,56,53.0,47.0,48.0,59,22.0,57.0,46.0,66.0,42.0,36.0,70,64,61.0,22.0,19.0,18.0,17.0,19.0,10.0,16.0
2020_02_02,60.0,60,53.0,58.0,58.0,59.0,62.0,62.0,63.0,57.0,65.0,73.0,72,54,55,77.0,43.0,62.0,69.0,72.0,49.0,66.0,54.0,86.0,110.0,106.0,72.0,86,,56,79.0,61.0,,,60.0,51.0,41.0,51.0,57.0,47.0,62.0,66,66.0,66.0,112.0,38.0,38.0,73,69.0,61.0,68.0,73,23.0,56.0,40.0,70.0,45.0,31.0,75,66,63.0,21.0,18.0,18.0,19.0,22.0,15.0,15.0
2020_02_03,53.0,54,45.0,58.0,48.0,46.0,35.0,55.0,55.0,49.0,56.0,70.0,62,47,47,69.0,39.0,57.0,60.0,54.0,40.0,57.0,44.0,72.0,108.0,90.0,67.0,81,,63,82.0,69.0,,,64.0,50.0,51.0,52.0,56.0,45.0,63.0,53,63.0,72.0,98.0,33.0,37.0,56,48.0,48.0,41.0,69,23.0,43.0,37.0,59.0,43.0,26.0,74,59,57.0,30.0,25.0,17.5,18.0,23.0,16.0,22.0
2020_02_04,44.0,42,33.0,43.0,40.0,44.0,46.0,49.0,45.0,41.0,42.0,56.0,50,37,39,54.0,31.0,45.0,45.0,50.0,34.0,43.0,38.0,54.0,74.0,58.0,52.0,65,,74,81.0,81.0,,,51.0,36.0,35.0,39.0,44.0,39.0,54.0,41,48.0,61.0,69.0,41.0,40.0,48,47.0,46.0,34.0,54,30.0,45.0,42.0,53.0,36.0,29.0,60,50,54.0,27.0,28.0,25.0,19.0,25.0,19.0,19.0
2020_02_05,32.0,29,25.0,32.0,27.0,31.0,31.0,39.0,34.0,29.0,32.0,43.0,35,24,31,42.0,24.0,35.0,35.0,36.0,23.0,33.0,26.0,45.0,55.0,48.0,39.0,50,,55,72.0,65.0,,,34.0,21.0,22.0,22.0,27.0,25.0,39.0,28,35.0,51.0,53.0,36.0,37.0,71,59.0,59.0,57.0,47,40.0,51.0,40.0,65.0,51.0,31.0,62,71,56.0,15.0,11.0,17.0,16.0,18.0,14.0,9.0
2020_02_06,26.0,24,20.0,22.0,21.0,22.0,28.0,35.0,27.0,23.0,22.0,35.0,29,19,21,36.0,22.0,27.0,24.0,31.0,18.0,29.0,24.0,32.0,58.0,35.0,36.0,44,,59,55.0,60.0,,,31.0,21.0,23.0,23.0,27.0,22.0,38.0,22,31.0,46.0,45.0,41.0,43.0,57,49.0,48.0,44.0,42,35.0,43.0,40.0,72.0,51.0,30.0,60,47,56.0,17.0,11.0,16.0,17.0,19.0,10.0,12.0
2020_02_07,30.0,29,27.0,31.0,25.0,30.0,33.0,38.0,32.0,28.0,35.0,42.0,32,22,26,38.0,23.0,36.0,37.0,38.0,20.0,30.0,25.0,41.0,56.0,42.0,37.0,49,,80,60.0,70.0,,,30.0,19.0,21.0,20.0,23.0,17.0,33.0,22,31.0,48.0,48.0,38.0,44.0,52,49.0,49.0,39.0,33,40.0,54.0,45.0,65.0,40.0,33.0,54,46,55.0,19.0,17.0,21.0,20.0,24.0,15.0,17.0
2020_02_08,36.0,35,29.0,36.0,35.0,35.0,35.0,38.0,50.5,35.0,40.0,46.0,37,29,31,47.0,27.0,41.0,41.0,42.0,25.0,39.0,34.0,53.0,93.0,67.0,51.0,68,,46,75.0,50.0,,,34.0,28.0,26.0,31.0,32.0,27.0,41.0,34,39.0,59.0,64.0,48.0,47.0,54,59.0,58.0,50.0,56,46.0,60.0,51.0,60.0,42.0,40.0,60,55,56.0,27.0,25.0,22.0,18.0,21.0,19.0,19.0
2020_02_09,44.0,42,32.0,40.0,39.0,39.0,40.0,40.0,45.0,43.0,43.0,47.0,48,42,38,64.0,35.0,45.0,45.0,43.0,43.0,40.0,45.0,51.0,67.0,57.0,57.0,71,,25,35.0,30.0,,,48.0,48.0,42.0,46.0,55.0,37.0,45.0,47,43.0,40.0,62.0,61.0,63.0,65,56.0,55.0,53.0,44,56.0,66.0,62.0,47.0,38.0,43.0,56,56,57.0,24.0,13.0,17.0,16.0,17.0,13.0,8.0
2020_02_10,45.0,42,42.0,41.0,41.0,43.0,44.0,47.0,44.0,42.0,44.0,45.0,46,42,37,60.0,35.0,45.0,48.0,55.0,54.0,39.0,44.0,34.0,41.0,35.0,54.0,54,,22,31.0,19.0,,,46.0,38.0,45.0,37.0,42.0,33.0,44.0,45,37.0,31.0,40.0,52.0,54.0,45,37.0,31.0,33.0,32,47.0,54.0,63.0,36.0,23.0,35.0,35,35,48.0,27.0,18.0,17.0,15.0,14.0,7.0,12.0
2020_02_11,49.0,48,45.0,48.0,48.0,46.0,48.0,53.0,52.0,49.0,49.0,57.0,54,54,48,66.0,39.0,50.0,53.0,69.0,54.0,50.0,58.0,60.0,63.0,61.0,61.0,76,,41,43.0,37.0,,,46.0,47.0,49.0,49.0,54.0,46.0,55.0,54,44.0,34.0,55.0,45.0,45.0,40,34.0,37.0,33.0,51,44.0,52.0,66.0,45.0,37.0,31.0,41,40,49.0,16.0,11.0,14.0,15.0,16.0,4.0,10.0
2020_02_12,36.0,32,34.0,35.0,38.0,36.0,36.0,44.0,40.0,34.0,34.0,49.0,41,34,34,48.0,29.0,36.0,37.0,45.0,32.0,36.0,35.0,60.0,73.0,51.0,46.0,59,,48,59.0,49.0,,,47.0,39.0,37.0,39.0,39.0,34.0,47.0,40,50.0,39.0,57.0,36.0,41.0,45,39.0,43.0,38.0,49,38.0,50.0,74.0,49.0,37.0,28.0,49,40,45.0,11.0,11.0,13.0,11.0,9.0,6.0,9.0
2020_02_13,13.0,11,12.0,15.0,13.0,12.0,16.0,17.0,16.0,12.0,10.0,22.0,17,15,10,22.0,13.0,14.0,10.0,14.0,8.0,13.0,11.0,15.0,22.0,23.0,18.0,36,,50,39.0,43.0,,,16.0,9.0,18.0,9.0,17.0,9.0,17.0,10,16.0,16.0,25.0,40.0,38.0,30,28.0,26.0,22.0,29,32.0,59.0,75.0,44.0,34.0,21.0,44,26,40.0,10.0,10.0,13.0,11.0,13.0,5.0,8.0
2020_02_14,12.0,10,10.0,12.0,13.0,12.0,13.0,19.0,16.0,11.0,10.0,22.0,16,8,11,24.0,13.0,13.0,10.0,15.0,7.0,13.0,11.0,17.0,24.0,20.0,18.0,29,,37,26.0,34.0,,,14.0,8.0,18.0,8.0,16.0,8.0,14.0,10,14.0,13.0,18.0,32.0,33.0,30,26.0,26.0,24.0,26,34.0,51.0,77.0,42.0,32.0,19.0,35,25,35.0,13.0,10.0,15.0,11.0,14.0,6.0,10.0
2020_02_15,20.0,15,17.0,17.0,20.0,15.0,19.0,25.0,23.0,22.0,16.0,25.0,21,16,16,32.0,18.0,22.0,19.0,27.0,20.0,17.0,22.0,24.0,25.0,27.0,22.0,28,,36,24.0,41.0,,,15.0,9.0,20.0,11.0,16.0,10.0,15.0,13,18.0,10.0,19.0,48.0,50.0,41,38.0,41.0,34.0,30,63.0,78.0,115.0,50.0,41.0,28.0,37,43,43.0,11.0,12.0,14.5,13.0,14.0,6.0,8.0
2020_02_16,16.0,11,14.0,13.0,12.0,14.0,15.0,19.0,16.0,13.0,11.0,23.0,16,10,10,25.0,16.0,15.0,14.0,22.0,13.0,16.0,18.0,27.0,32.0,22.0,27.0,43,,61,36.0,73.0,,,14.0,9.0,19.0,7.0,16.0,8.0,17.0,10,12.0,16.0,47.333333333333336,76.0,81.0,56,53.0,49.0,51.0,35,79.0,92.0,123.0,57.0,47.0,48.0,69,86,59.0,12.0,14.0,16.0,13.0,14.0,9.0,11.0
2020_02_17,18.0,15,18.0,18.0,17.0,15.0,19.0,21.0,21.0,16.0,17.0,25.0,20,13,14,27.0,16.0,18.0,18.0,20.0,12.0,21.0,18.0,30.0,62.0,44.0,41.0,58,,32,35.0,37.0,,,21.0,13.0,19.0,18.0,16.0,9.0,22.0,14,18.0,34.0,39.0,75.0,86.0,59,52.0,52.0,52.0,33,94.0,94.0,91.0,66.0,73.0,56.0,87,97,75.0,12.0,15.0,14.0,12.0,13.0,9.0,8.0
2020_02_18,32.0,32,31.0,31.0,32.0,30.0,32.0,36.0,39.0,36.0,32.0,40.0,41,32,32,50.0,29.0,34.0,35.0,41.0,39.0,32.0,35.0,35.0,45.0,43.0,43.0,41,,33,31.0,31.0,,,35.0,22.0,26.0,24.0,32.0,29.0,38.0,31,27.0,27.0,39.0,75.0,78.0,59,60.0,60.0,62.0,33,54.0,59.0,78.0,61.0,49.0,54.0,68,77,70.0,15.0,9.0,14.0,14.0,14.0,7.0,9.0
2020_02_19,52.0,49,53.0,50.0,50.0,48.0,52.0,52.0,53.0,49.0,53.0,52.0,54,49,42,64.0,34.0,51.0,55.0,64.0,59.0,49.0,66.0,51.0,53.0,57.0,66.0,53,,40,41.0,36.0,,,47.0,40.0,43.0,44.0,46.0,37.0,44.0,37,36.0,33.0,45.0,57.0,56.0,53,53.0,51.0,49.0,47,55.0,57.0,63.0,58.0,46.0,36.0,65,70,52.0,22.0,15.0,17.0,20.0,21.0,10.0,13.0
2020_02_20,58.0,54,59.0,53.0,57.0,54.0,56.0,79.0,59.0,59.0,55.0,64.0,64,51,55,77.0,51.0,58.0,66.0,92.0,91.0,64.0,84.0,70.0,64.0,61.0,79.0,73,,41,50.0,42.0,,,60.0,63.0,61.0,59.0,72.0,49.0,57.0,60,52.0,43.0,70.0,54.0,56.0,60,56.0,56.0,60.0,46,60.0,65.0,84.0,58.0,43.0,39.0,80,71,65.0,25.0,19.0,19.0,19.0,21.0,12.0,15.0
2020_02_21,49.0,52,50.0,50.0,46.0,49.0,49.0,53.0,54.0,49.0,51.0,54.0,56,53,48,73.0,62.0,48.0,64.0,61.0,64.0,55.0,65.0,47.0,65.0,49.0,86.0,65,,35,39.0,32.0,,,54.0,57.0,48.0,59.0,60.0,46.0,58.0,52,48.0,35.0,54.0,73.0,71.0,59,52.0,55.0,52.0,42,58.0,70.0,108.0,53.0,46.0,46.0,62,60,70.0,22.0,18.0,16.0,18.0,19.0,11.0,13.0
2020_02_22,50.0,51,53.0,52.0,52.0,50.0,54.0,52.0,58.0,50.0,56.0,57.0,58,53,45,68.0,56.0,50.0,61.0,63.0,67.0,57.0,59.0,36.0,48.0,34.0,66.0,42,,27,28.0,39.0,,,48.0,50.0,41.0,49.0,53.0,42.0,50.0,53,38.0,28.0,43.0,54.0,56.0,48,41.0,42.0,41.0,38,52.0,57.0,137.0,41.0,39.0,45.0,45,49,50.0,23.0,15.0,19.0,18.0,19.0,,13.0
2020_02_23,53.0,53,55.0,54.0,51.0,51.0,56.0,52.0,58.0,52.0,57.0,59.0,58,52,47,67.0,57.0,54.0,63.0,74.0,57.0,56.0,54.0,36.0,42.0,43.0,65.0,46,,30,37.0,28.0,,,49.0,49.0,42.0,50.0,51.0,46.0,51.0,47,37.0,33.0,48.0,54.0,55.0,51,46.0,41.0,45.0,34,43.0,46.0,168.0,38.0,42.0,42.0,47,54,53.0,23.0,14.0,15.0,18.0,17.0,9.0,11.0
2020_02_24,62.0,64,66.0,62.0,67.0,67.0,63.0,71.0,70.0,62.0,63.0,68.0,69,60,64,81.0,75.0,57.0,64.0,75.0,47.0,63.0,70.0,70.0,57.0,78.0,78.0,71,,34,40.0,38.0,,,75.0,82.0,86.0,81.0,96.0,55.0,68.0,62,58.0,44.0,71.0,56.0,56.0,58,53.0,56.0,59.0,48,45.0,54.0,124.0,51.0,47.0,45.0,66,58,57.0,21.0,15.0,16.0,20.0,18.0,9.0,11.0
