Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,46T,47T,72T,82T,83T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,43T,44T,62T,63T,78T,80T
2020_02_25,64.0,67,74.0,62.0,60.0,57.0,71.0,66.0,76.0,60.0,70.0,87.0,69,59,58,84.0,77.0,64.0,69.0,65.0,47.0,74.0,58.0,87.0,100.0,117.0,73.0,84,,46,56.0,44.0,,,90.0,81.0,71.0,85.0,82.0,55.0,77.0,71,85.0,71.0,100.0,70.0,68.0,74,56.0,56.0,50.0,58,60.0,72.0,119.0,61.0,44.0,48.0,75,66,73.0,21.0,16.0,16.0,19.0,18.0,15.0,14.0
2020_02_26,43.0,42,48.0,45.0,41.0,42.0,49.0,52.0,49.0,41.0,48.0,59.0,46,36,38,55.0,44.0,43.0,50.0,45.0,31.0,49.0,38.0,59.0,96.0,75.0,53.0,82,,45,61.0,48.0,,,46.0,36.0,31.0,36.0,41.0,33.0,52.0,43,52.0,66.0,70.0,72.0,69.0,78,64.0,58.0,55.0,58,63.0,78.0,153.0,63.0,52.0,50.0,83,75,82.0,18.0,17.0,15.0,18.0,16.0,13.0,12.0
2020_02_27,48.0,40,42.0,45.0,40.0,46.0,48.0,51.0,54.0,47.0,50.0,65.0,48,38,33,55.0,41.0,45.0,50.0,50.0,29.0,47.0,42.0,58.0,98.0,66.0,52.0,75,,49,59.0,39.0,,,45.0,28.0,26.0,28.0,34.0,28.0,46.0,34,50.0,62.0,61.0,81.0,54.0,82,76.0,79.0,62.0,58,74.0,83.0,161.0,79.0,51.0,53.0,106,91,88.0,18.0,14.0,14.0,15.0,16.0,12.0,12.0
2020_02_28,28.0,26,28.0,28.0,26.0,27.0,31.0,32.0,35.0,24.0,27.0,46.0,30,22,21,39.0,35.0,29.0,,27.0,15.0,36.0,22.0,51.0,73.0,52.0,27.0,62,,39,51.0,34.0,,,39.0,27.0,25.0,30.0,31.0,26.0,34.0,39,37.0,44.0,52.0,96.0,59.0,76,74.0,73.0,64.0,54,69.0,87.0,126.0,75.0,57.0,59.0,111,95,93.0,17.0,15.0,13.0,17.0,15.0,13.0,11.0
2020_03_01,26.0,23,23.0,25.0,24.0,25.0,27.0,29.0,27.0,23.0,23.0,37.0,27,22,22,36.0,24.0,26.0,25.0,28.0,18.0,28.0,23.0,31.0,40.0,33.0,32.0,41,,59,60.0,62.0,86.0,80.0,27.0,21.0,22.0,19.0,24.0,17.0,23.0,20,29.0,32.0,37.0,73.0,42.0,58,50.0,46.0,49.0,43,65.0,92.0,104.0,70.0,54.0,50.0,57,63,68.0,23.0,20.0,16.0,19.0,15.0,18.0,12.0
2020_03_02,26.0,23,26.0,26.0,26.0,24.0,27.0,30.0,29.0,24.0,24.0,35.0,28,19,23,35.0,22.0,24.0,26.0,26.0,20.0,28.0,25.0,33.0,45.0,36.0,33.0,51,,72,53.0,70.0,95.0,85.0,28.0,17.0,17.0,20.0,24.0,20.0,28.0,21,28.0,29.0,37.0,67.0,66.0,59,49.0,48.0,47.0,44,67.0,106.0,101.0,70.0,55.0,41.0,67,63,66.0,24.0,17.0,14.0,15.0,15.0,17.0,13.0
2020_03_03,19.0,16,20.0,24.0,19.0,17.0,20.0,28.0,22.0,18.0,17.0,33.0,23,14,18,30.0,19.0,18.0,17.0,22.0,13.0,20.0,18.0,29.0,40.0,31.0,29.0,39,,65,39.0,48.0,61.0,71.0,21.0,12.0,19.0,13.0,17.0,14.0,18.0,15,23.0,22.0,31.0,61.0,57.0,50,43.0,42.0,39.0,41,53.0,101.0,97.0,64.0,52.0,32.0,55,60,50.0,16.0,13.0,14.0,19.0,14.0,10.0,8.0
2020_03_04,14.0,11,14.0,13.0,13.0,12.0,17.0,22.0,16.0,10.0,11.0,23.0,17,12,10,24.0,13.0,14.0,13.0,19.0,9.0,13.0,13.0,19.0,24.0,20.0,18.0,30,10.0,53,30.0,28.0,42.0,84.0,17.0,9.0,14.0,10.0,12.0,8.0,19.0,12,17.0,17.0,20.0,58.0,48.0,39,39.0,35.0,40.0,33,52.0,63.0,77.0,36.0,44.0,33.0,38,46,38.0,13.0,11.0,13.0,15.0,16.0,16.0,12.0
2020_03_05,15.0,13,15.0,16.0,16.0,15.0,17.0,25.0,20.0,12.0,14.0,28.0,17,9,14,27.0,14.0,14.0,14.0,19.0,9.0,16.0,12.0,22.0,33.0,23.0,17.0,25,9.0,23,38.0,17.0,10.0,34.0,18.0,10.0,16.0,10.0,17.0,11.0,23.0,13,18.0,18.0,23.0,46.0,40.0,36,31.0,31.0,32.0,26,43.0,65.0,66.0,26.0,55.0,28.0,34,37,40.0,12.0,10.0,13.0,17.0,15.0,13.0,11.0
2020_03_06,15.0,14,16.0,17.0,16.0,12.0,16.0,24.0,18.0,14.0,13.0,24.0,19,13,13,27.0,18.0,15.0,13.0,20.0,10.0,13.0,11.0,21.0,26.0,26.0,17.0,30,11.0,17,23.0,10.0,15.0,26.0,18.0,11.0,18.0,15.0,16.0,12.0,17.0,15,16.0,16.0,27.0,42.0,41.0,31,29.0,26.0,26.0,26,40.0,72.0,74.0,24.0,19.0,24.0,24,32,38.0,16.0,12.0,13.0,12.0,13.0,9.0,12.0
2020_03_07,15.0,13,16.0,16.0,16.0,15.0,17.0,25.0,20.0,13.0,16.0,26.0,17,10,14,29.0,18.0,15.0,16.0,17.0,9.0,22.0,14.0,31.0,38.0,26.0,21.0,27,11.0,28,29.0,20.0,23.0,26.0,17.0,11.0,14.0,12.0,16.0,13.0,15.0,14,17.0,14.0,23.0,44.0,41.0,32,30.0,30.0,27.0,28,62.0,143.0,95.0,31.0,26.0,24.0,29,41,35.0,18.0,10.0,17.0,12.0,12.0,7.0,12.0
2020_03_08,22.0,19,21.0,23.0,21.0,22.0,22.0,24.0,27.0,20.0,21.0,32.0,25,16,19,33.0,21.0,23.0,26.0,27.0,17.0,24.0,25.0,30.0,34.0,28.0,27.0,30,20.0,39,38.0,29.0,42.0,45.0,23.0,16.0,18.0,20.0,19.0,14.0,25.0,16,23.0,17.0,31.0,61.0,54.0,38,32.0,36.0,35.0,31,74.0,153.0,136.0,40.0,37.0,31.0,40,51,44.0,18.0,12.0,20.0,15.0,16.0,14.0,15.0
2020_03_09,31.0,32,37.0,36.0,35.0,34.0,35.0,41.0,44.0,35.0,38.0,44.0,38,32,28,45.0,28.0,37.0,41.0,45.0,30.0,34.0,40.0,49.0,60.0,48.0,39.0,49,31.0,49,52.0,47.0,34.0,45.0,25.0,21.0,21.0,20.0,27.0,21.0,41.0,26,27.0,22.0,37.0,64.0,50.0,49,42.0,42.0,39.0,51,73.0,181.0,105.0,53.0,54.0,34.0,51,69,52.0,21.0,14.0,32.0,23.0,21.0,22.0,22.0
2020_03_10,32.0,25,29.0,29.0,37.0,29.0,31.0,40.0,37.0,27.0,28.0,42.0,31,22,26,38.0,29.0,31.0,36.0,40.0,25.0,36.0,40.0,44.0,54.0,45.0,57.0,63,29.0,58,57.0,51.0,56.0,68.0,27.0,19.0,15.0,18.0,23.0,20.0,32.0,27,27.0,31.0,39.0,90.0,53.0,60,54.0,49.0,50.0,57,115.0,257.0,203.0,58.0,62.0,47.0,56,131,53.0,22.0,13.0,33.0,26.0,20.0,,15.0
2020_03_11,32.0,29,33.0,32.0,37.0,33.0,35.0,42.0,40.0,31.0,32.0,44.0,34,24,31,46.0,36.0,33.0,34.0,46.0,32.0,35.0,49.0,45.0,54.0,43.0,61.0,58,32.0,55,53.0,50.0,38.0,54.0,31.0,26.0,24.0,32.0,32.0,30.0,42.0,32,32.0,25.0,34.0,70.0,57.0,52,52.0,52.0,46.0,46,105.0,143.0,223.0,69.0,52.0,36.0,71,112,59.0,25.0,18.0,29.0,22.0,14.0,14.0,16.0
2020_03_12,26.0,22,25.0,26.0,24.0,25.0,27.0,34.0,32.0,23.0,25.0,39.0,28,17,24,36.0,24.0,26.0,27.0,29.0,21.0,30.0,28.0,43.0,53.0,44.0,37.0,58,23.0,60,46.0,59.0,77.0,62.0,28.0,18.0,17.0,15.0,21.0,18.0,32.0,21,29.0,29.0,33.0,71.0,49.0,66,59.0,57.0,63.0,47,85.0,288.0,240.0,81.0,64.0,42.0,90,95,74.0,26.0,19.0,22.0,20.0,16.0,12.0,19.0
2020_03_13,21.0,19,19.0,22.0,22.0,20.0,21.0,26.0,26.0,18.0,19.0,33.0,22,14,17,31.0,19.0,20.0,21.0,24.0,14.0,23.0,19.0,31.0,34.0,32.0,32.0,54,16.0,58,41.0,66.0,102.0,68.0,23.0,16.0,16.0,20.0,20.0,17.0,33.0,18,26.0,26.0,31.0,120.0,113.0,86,79.0,80.0,79.0,51,134.0,329.0,258.0,104.0,88.0,57.0,109,182,77.0,20.0,21.0,13.0,15.0,12.0,13.0,13.0
2020_03_14,18.0,15,15.0,18.0,24.0,17.0,20.0,22.0,21.0,15.0,17.0,30.0,19,12,15,27.0,15.0,18.0,18.0,21.0,11.0,20.0,16.0,31.0,34.0,30.0,24.0,41,13.0,66,41.0,59.0,100.0,76.0,20.0,13.0,19.0,15.0,18.0,11.0,28.0,13,26.0,23.0,29.0,166.0,174.0,102,86.0,81.0,84.0,38,212.0,358.0,254.0,122.0,114.0,93.0,102,246,101.0,15.0,9.0,10.0,10.0,11.0,8.0,7.0
2020_03_15,23.0,20,22.0,20.0,26.0,18.0,21.0,23.0,26.0,20.0,22.0,33.0,24,18,18,35.0,25.0,22.0,21.0,20.0,20.0,19.0,,19.0,37.333333333333336,24.0,23.0,24,18.0,40,44.0,118.0,32.0,46.0,23.0,17.0,17.0,17.0,18.0,15.0,25.0,19,,21.0,28.0,132.0,160.0,88,63.0,71.0,63.0,30,251.0,353.0,249.0,91.0,102.0,83.0,74,185,108.0,10.0,7.0,11.0,12.0,14.0,8.0,7.0
2020_03_16,34.0,32,34.0,32.0,30.0,33.0,32.0,43.0,40.0,32.0,38.0,53.0,38,26,27,51.0,32.0,33.0,31.0,37.0,30.0,27.0,,33.0,38.0,34.0,26.0,20,18.0,52,52.0,55.0,57.0,51.0,27.0,20.0,22.0,30.0,26.0,26.0,35.0,26,27.0,25.0,31.0,68.0,66.0,45,43.0,42.0,41.0,29,136.0,213.0,149.0,65.0,78.0,38.0,49,56,67.0,11.0,7.0,11.0,14.0,12.0,4.0,8.0
2020_03_17,20.0,16,19.0,22.0,13.0,18.0,23.0,32.0,23.0,19.0,19.0,32.0,23,17,17,30.0,19.0,19.0,20.0,24.0,15.0,25.0,18.0,28.0,43.0,30.0,26.0,35,16.0,62,50.0,47.0,65.0,58.0,23.0,16.0,20.0,18.0,23.0,17.0,29.0,18,24.0,28.0,38.0,74.0,68.0,49,45.0,44.0,45.0,33,66.0,93.0,119.0,56.0,61.0,42.0,48,52,60.0,20.0,19.0,15.0,22.0,17.0,9.0,14.0
2020_03_18,20.0,17,18.0,21.0,15.0,21.0,21.0,28.0,23.0,18.0,18.0,33.0,23,15,18,31.0,18.0,20.0,19.0,24.0,15.0,22.0,23.0,27.0,35.0,29.0,26.0,32,19.0,54,47.0,52.0,71.0,84.0,21.0,14.0,17.0,16.0,17.0,16.0,34.0,16,20.0,23.0,43.0,109.0,77.0,52,48.0,46.0,46.0,39,94.0,137.0,122.0,52.0,60.0,37.0,46,61,60.0,16.0,12.0,16.0,16.0,15.0,7.0,11.0
2020_03_19,21.0,17,18.0,22.0,16.0,18.0,21.0,31.0,25.0,18.0,19.0,34.0,25,16,19,32.0,20.0,19.0,20.0,20.0,13.0,23.0,18.0,26.0,31.0,30.0,24.0,33,16.0,44,43.0,48.0,50.0,73.0,20.0,13.0,20.0,16.0,17.0,16.0,15.0,19,,20.0,29.0,174.0,116.0,65,57.0,56.0,55.0,30,129.0,232.0,151.0,65.0,75.0,54.0,50,102,72.0,22.0,13.0,16.0,18.0,15.0,9.0,14.0
2020_03_20,21.0,16,17.0,18.0,16.0,20.0,21.0,29.0,23.0,16.0,18.0,30.0,21,14,19,31.0,20.0,18.0,18.0,20.0,12.0,24.0,16.0,25.0,32.0,28.0,22.0,21,13.0,30,42.0,42.0,36.0,63.0,20.0,14.0,19.0,17.0,17.0,14.0,13.0,16,19.0,22.0,29.0,162.0,129.0,70,53.0,53.0,50.0,33,150.0,398.0,116.0,81.0,79.0,50.0,47,78,65.0,22.0,12.0,12.0,20.0,13.0,8.0,10.0
2020_03_21,22.0,16,19.0,21.0,15.0,19.0,22.0,32.0,24.0,19.0,19.0,31.0,22,16,19,30.0,19.0,20.0,20.0,23.0,15.0,19.0,17.0,27.0,37.0,32.0,24.0,32,16.0,32,32.0,31.0,38.0,55.0,21.0,14.0,17.0,14.0,16.0,16.0,12.0,19,20.0,22.0,31.0,110.0,69.0,55,43.0,45.0,45.0,32,91.0,224.0,62.0,64.0,60.0,44.0,50,64,57.0,20.0,15.0,13.0,15.0,14.0,17.0,12.0
2020_03_22,19.0,14,14.0,17.0,12.0,17.0,21.0,24.0,20.0,15.0,16.0,27.0,19,12,16,27.0,15.0,18.0,18.0,24.0,13.0,19.0,19.0,24.0,36.0,27.0,27.0,28,16.0,40,44.0,33.0,40.0,92.0,23.0,12.0,18.0,12.0,14.0,12.0,10.0,14,20.0,24.0,33.0,95.0,70.0,69,55.0,56.0,50.0,40,84.0,123.0,79.0,55.0,66.0,45.0,53,92,63.0,16.0,13.0,17.0,12.0,13.0,18.0,12.0
2020_03_23,17.0,15,14.0,17.0,14.0,14.0,20.0,22.0,21.0,13.0,15.0,28.0,18,11,14,27.0,16.0,18.0,17.0,19.0,11.0,19.0,20.0,24.0,36.0,27.0,27.0,54,18.0,38,47.0,33.0,33.0,95.0,20.0,11.0,19.0,12.0,16.0,12.0,10.0,15,18.0,19.0,25.0,101.0,93.0,61,59.0,59.0,52.0,43,101.0,130.0,106.0,73.0,92.0,47.0,70,118,55.0,18.0,13.0,15.0,16.0,13.0,17.0,12.0
2020_03_24,13.0,12,13.0,15.0,12.0,17.0,17.0,28.0,19.0,13.0,14.0,27.0,18,10,13,26.0,15.0,15.0,15.0,18.0,10.0,23.0,12.0,25.0,35.0,27.0,22.0,30,12.0,46,41.0,35.0,49.0,72.0,18.0,9.0,22.0,12.0,16.0,10.0,11.0,13,16.0,18.0,24.0,83.0,78.0,70,67.0,69.0,65.0,38,100.0,160.0,100.0,73.0,84.0,41.0,60,98,69.0,18.0,16.0,14.0,15.0,12.0,6.0,14.0
2020_03_25,22.0,14,15.0,18.0,12.0,19.0,20.0,26.0,21.0,15.0,15.0,26.0,21,13,16,27.0,18.0,16.0,14.0,19.0,11.0,21.0,15.0,22.0,30.0,26.0,20.0,26,11.0,50,30.0,31.0,36.0,57.0,20.0,12.0,18.0,14.0,17.0,27.333333333333332,11.0,15,19.0,18.0,26.0,105.0,88.0,73,67.0,67.0,64.0,31,109.0,196.0,134.0,74.0,81.0,45.0,56,91,71.0,20.0,13.0,12.0,17.0,11.0,10.0,11.0
2020_03_26,15.0,11,11.0,15.0,11.0,12.0,17.0,24.0,17.0,11.0,14.0,27.0,17,8,12,23.0,12.0,12.0,13.0,19.0,8.0,19.0,13.0,21.0,41.333333333333336,27.0,21.0,33,10.0,51,40.0,33.0,38.0,56.0,17.0,8.0,18.0,8.0,15.0,9.0,7.0,9,16.0,15.0,24.0,95.0,87.0,61,62.0,59.0,57.0,42,111.0,208.0,130.0,60.0,92.0,46.0,54,79,78.0,14.0,7.0,11.0,14.0,11.0,8.0,10.0
2020_03_27,15.0,13,13.0,15.0,10.0,16.0,18.0,22.0,19.0,11.0,14.0,25.0,17,8,12,23.0,13.0,15.0,15.0,14.0,8.0,17.0,18.0,27.0,43.0,31.0,24.0,37,12.0,59,35.0,54.0,62.0,50.0,18.0,11.0,13.0,8.0,15.0,9.0,7.0,11,16.0,15.0,23.0,102.0,94.0,61,57.0,53.0,54.0,41,132.0,205.0,113.0,66.0,103.0,49.0,62,95,69.0,13.0,7.0,13.0,14.0,11.0,7.0,9.0
2020_03_28,23.0,19,18.0,22.0,18.0,22.0,26.0,30.0,26.0,20.0,23.0,33.0,24,16,20,30.0,23.0,23.0,25.0,30.0,20.0,29.0,30.0,34.0,39.666666666666664,38.0,29.0,59,22.0,72,39.0,55.0,93.0,72.0,22.0,13.0,18.0,14.0,19.0,15.0,12.0,21,23.0,15.0,34.0,69.33333333333333,123.0,102,89.0,88.0,92.0,38,175.0,262.0,135.0,87.0,174.0,74.0,70,141,77.0,18.0,11.0,15.0,13.0,12.0,11.0,11.0
2020_03_29,22.0,16,19.0,20.0,15.0,20.0,23.0,24.0,23.0,19.0,19.0,28.0,21,13,17,28.0,20.0,20.0,21.0,23.0,15.0,25.0,29.0,34.0,35.333333333333336,36.0,32.0,71,27.0,61,46.0,75.0,104.0,69.0,19.0,8.0,16.0,10.0,13.0,10.0,8.0,13,20.0,17.0,31.0,95.66666666666667,117.0,110,107.0,95.0,99.0,57,182.0,237.0,99.0,110.0,174.0,62.0,114,137,74.0,19.0,19.0,17.0,15.0,13.0,15.0,15.0
2020_03_30,21.0,18,18.0,20.0,14.0,22.0,22.0,31.0,24.0,18.0,19.0,30.0,23,15,17,29.0,30.0,21.0,20.0,28.0,21.0,25.0,34.0,30.0,33.0,35.0,34.0,73,28.0,61,50.0,112.0,111.0,65.0,25.0,15.0,19.0,17.0,17.0,16.0,22.0,19,22.0,17.0,33.0,110.0,107.0,118,95.0,104.0,109.0,49,149.0,191.0,89.0,111.0,218.0,59.0,97,135,59.0,26.0,19.0,14.0,17.0,13.0,13.0,18.0
2020_03_31,28.0,25,25.0,28.0,22.0,28.0,30.0,34.0,32.0,26.0,24.0,36.0,29,23,25,37.0,28.0,28.0,26.0,28.0,24.0,27.0,30.0,36.0,32.333333333333336,40.0,32.0,78,28.0,70,49.0,101.0,139.0,53.0,23.0,17.0,18.0,18.0,23.0,20.0,8.0,24,33.0,23.0,40.0,82.5,86.0,114,87.0,92.0,102.0,49,119.0,182.0,94.0,110.0,262.0,48.0,104,117,58.0,26.0,19.0,15.0,15.0,11.0,17.0,16.0
2020_04_01,19.0,15,17.0,19.0,15.0,20.0,22.0,28.0,23.0,16.0,19.0,28.0,20,10,16,26.0,17.0,20.0,20.0,20.0,13.0,26.0,25.0,31.0,42.0,32.0,34.0,57,22.0,71,,89.0,126.0,77.0,17.0,9.0,16.0,8.0,10.0,10.0,5.0,13,17.0,15.0,24.0,93.0,87.0,113,106.0,103.0,117.0,51,112.0,192.0,90.0,146.0,253.0,57.0,130,115,74.0,16.0,18.0,14.0,13.0,11.0,16.0,12.0
2020_04_02,16.0,13,15.0,16.0,12.0,19.0,20.0,21.0,21.0,14.0,15.0,26.0,19,11,12,25.0,15.0,17.0,18.0,18.0,11.0,25.0,18.0,27.0,40.0,31.0,26.0,54,16.0,43,37.0,68.0,52.0,44.0,15.0,8.0,16.0,9.0,13.0,8.0,17.0,12,15.0,13.0,24.0,101.0,62.666666666666664,104,92.0,84.0,86.0,40,124.0,176.0,109.0,121.0,247.0,56.0,98,108,65.0,21.0,18.0,14.0,10.0,11.0,9.0,11.0
2020_04_03,14.0,12,13.0,14.0,12.0,13.0,18.0,23.0,17.0,11.0,13.0,22.0,16,9,11,25.0,16.0,14.0,16.0,15.0,8.0,21.0,12.0,24.0,39.0,28.0,20.0,52,10.0,35,33.0,47.0,57.0,72.0,16.0,10.0,15.0,10.0,12.0,10.0,21.0,14,14.0,14.0,23.0,95.0,92.0,100,79.0,76.0,64.0,43,113.0,204.0,107.0,91.0,185.0,59.0,69,92,61.0,17.0,8.0,10.0,10.0,10.0,3.0,7.0
2020_04_04,16.0,12,13.0,14.0,13.0,18.0,19.0,27.0,20.0,13.0,14.0,25.0,17,10,13,25.0,15.0,15.0,14.0,22.0,10.0,21.0,29.0,26.0,33.0,27.0,42.0,97,17.0,40,35.0,49.0,34.0,89.0,16.0,10.0,17.0,10.0,12.0,11.0,18.0,11,15.0,20.0,24.0,127.0,123.0,84,63.0,65.0,63.0,42,181.0,206.0,154.0,92.0,177.0,65.0,57,92,71.0,15.0,10.0,11.0,12.0,11.0,5.0,9.0
2020_04_05,16.0,13,14.0,15.0,11.0,17.0,20.0,18.0,23.0,13.0,15.0,24.0,17,11,12,26.0,20.0,16.0,16.0,14.0,9.0,20.0,15.0,26.0,32.0,27.0,22.0,38,15.0,44,40.0,35.0,27.0,58.0,16.0,11.0,16.0,11.0,15.0,12.0,23.0,14,18.0,19.0,23.0,141.0,143.0,87,66.0,68.0,63.0,31,141.0,206.0,159.0,106.0,148.0,80.0,62,89,77.0,13.0,10.0,13.0,11.0,11.0,7.0,7.0
2020_04_06,15.0,13,17.0,14.0,13.0,13.0,19.0,22.0,17.0,12.0,12.0,24.0,17,11,13,27.0,16.0,23.0,13.0,18.0,11.0,15.0,15.0,18.0,28.0,24.0,24.0,41,15.0,40,33.0,24.0,29.0,49.0,18.0,12.0,17.0,9.0,13.0,11.0,21.0,14,16.0,16.0,23.0,125.0,125.0,92,78.0,73.0,67.0,41,138.0,175.0,103.0,65.0,130.0,67.0,56,94,52.0,11.0,11.0,13.0,12.0,11.0,3.0,9.0
2020_04_07,20.0,11,16.0,17.0,19.0,20.0,19.0,31.0,22.0,15.0,14.0,25.0,19,12,15,26.0,15.0,16.0,18.0,24.0,17.0,19.0,24.0,25.0,27.0,22.0,28.0,48,18.0,41,38.0,37.0,30.0,38.0,12.0,8.0,17.0,6.0,12.0,9.0,14.0,10,12.0,14.0,20.0,85.0,83.0,73,69.0,63.0,63.0,45,83.0,146.0,81.0,67.0,87.0,52.0,58,75,54.0,13.0,13.0,12.0,14.0,10.0,6.0,10.0
2020_04_08,16.0,11,15.0,14.0,15.0,16.0,17.0,27.0,17.0,13.0,13.0,24.0,18,10,12,25.0,13.0,15.0,14.0,19.0,13.0,21.0,16.0,23.0,35.0,22.0,24.0,41,17.0,41,34.0,27.0,25.0,42.0,13.0,6.0,20.0,6.0,11.0,7.0,15.0,10,12.0,14.0,18.0,94.0,90.0,64,58.0,62.0,53.0,39,100.0,154.0,106.0,48.0,75.0,59.0,48,85,59.0,19.0,15.0,17.0,17.0,19.5,6.0,11.0
2020_04_09,16.0,14,16.0,15.0,16.0,13.0,21.0,27.0,19.0,14.0,14.0,26.0,19,12,15,28.0,20.0,18.0,16.0,19.0,12.0,24.0,17.0,20.0,31.0,23.0,28.0,48,21.0,38,27.0,31.0,28.0,56.0,16.0,14.0,18.0,13.0,20.0,14.0,16.0,18,17.0,14.0,21.0,78.0,81.0,58,45.0,52.0,46.0,27,104.0,149.0,120.0,48.0,84.0,60.0,47,60,57.0,18.0,15.0,14.0,17.0,19.0,16.0,15.0
2020_04_10,17.0,15,18.0,18.0,20.0,17.0,21.0,25.0,21.0,15.0,15.0,28.0,20,13,15,28.0,22.0,17.0,,20.0,12.0,26.0,14.0,25.0,38.0,23.0,23.0,32,14.0,41,31.0,29.0,39.0,61.0,20.0,13.0,20.0,14.0,16.0,14.0,18.0,17,17.0,18.0,26.0,65.0,67.0,48,39.0,37.0,37.0,28,65.0,113.0,83.0,42.0,77.0,49.0,41,48,61.0,21.0,14.0,12.0,15.0,18.5,10.0,15.0
2020_04_11,17.0,21,20.0,20.0,15.0,19.0,28.0,25.0,20.0,14.0,23.0,28.0,19,16,15,27.0,25.0,16.0,17.0,22.0,12.0,33.0,14.0,26.0,34.0,26.0,22.0,36,14.0,44,28.0,35.0,72.0,66.0,26.0,19.0,20.0,18.0,20.0,15.0,26.0,19,19.0,18.0,30.0,83.0,79.0,58,46.0,43.0,45.0,40,83.0,90.0,89.0,47.0,78.0,51.0,42,69,67.0,19.0,9.0,11.0,17.5,20.0,12.0,11.0
2020_04_12,17.0,15,16.0,17.0,13.0,16.0,20.0,19.0,17.0,14.0,15.0,26.0,20,12,13,27.0,20.0,17.0,13.0,19.0,12.0,22.0,14.0,27.0,35.0,27.0,20.0,54,12.0,45,31.0,42.0,52.0,42.0,20.0,14.0,18.0,12.0,15.0,11.0,20.0,12,18.0,17.0,27.0,91.0,87.0,71,64.0,66.0,61.0,31,79.0,84.0,88.0,67.0,100.0,59.0,53,82,63.0,18.0,8.0,13.0,15.0,19.0,11.0,13.0
2020_04_13,29.0,24,21.0,23.0,24.0,28.0,27.0,24.0,27.0,24.0,27.0,28.0,28,22,20,38.0,30.0,27.0,22.0,23.0,19.0,26.0,21.0,22.0,26.0,23.0,21.0,18,15.0,27,21.0,17.0,19.0,23.0,18.0,19.0,18.0,20.0,18.0,15.0,19.0,18,18.0,14.0,21.0,67.0,65.0,43,41.0,48.0,40.0,22,54.0,57.0,90.0,27.0,32.0,44.0,41,57,49.0,17.0,11.0,12.0,15.5,19.0,5.0,9.0
2020_04_14,37.0,35,29.0,32.0,25.0,30.0,38.0,32.0,39.0,34.0,44.0,25.0,38,28,27,53.0,41.0,34.0,23.0,30.0,28.0,30.0,23.0,29.0,37.0,34.0,30.0,22,22.0,35,36.0,34.0,42.0,44.0,28.0,26.0,19.0,26.0,29.0,21.0,20.0,28,28.0,27.0,31.0,42.0,35.0,29,33.0,32.0,31.0,29,27.0,25.0,78.0,32.0,26.0,27.0,32,32,54.0,18.0,11.0,12.0,17.5,19.0,9.0,12.0
2020_04_15,33.0,29,24.0,28.0,24.0,28.0,31.0,34.0,33.0,29.0,31.0,44.0,33,26,24,44.0,33.0,32.0,21.0,37.0,24.0,30.0,24.0,33.0,51.0,39.0,29.0,26,19.0,45,37.0,39.0,61.0,67.0,31.0,38.0,26.0,36.0,33.0,25.0,30.0,28,31.0,30.0,30.0,50.0,42.0,49,51.0,49.0,50.0,38,43.0,40.0,70.0,46.0,41.0,35.0,53,48,60.0,13.0,8.0,11.0,13.5,15.0,11.0,9.0
2020_04_16,15.0,14,15.0,15.0,13.0,17.0,20.0,22.0,19.0,13.0,14.0,28.0,19,13,11,26.0,18.0,18.0,12.0,17.0,11.0,19.0,16.0,25.0,30.0,28.0,20.0,46,12.0,52,33.0,40.0,70.0,92.0,26.0,17.0,16.0,17.0,19.0,15.0,20.0,15,23.0,17.0,30.0,50.0,43.0,47,46.0,45.0,47.0,35,44.0,47.0,36.0,58.0,44.0,30.0,57,51,40.0,10.0,6.0,11.0,17.0,19.0,8.0,9.0
2020_04_17,14.0,11,12.0,13.0,10.0,11.0,16.0,22.0,16.0,12.0,13.0,26.0,16,10,10,25.0,16.0,15.0,10.0,17.0,11.0,16.0,13.0,16.0,30.0,26.0,21.0,25,10.0,44,32.0,25.0,49.0,78.0,19.0,13.0,16.0,14.0,16.0,10.0,18.0,15,16.0,15.0,27.0,55.0,49.0,54,50.0,50.0,49.0,27,56.0,58.0,50.0,65.0,48.0,36.0,44,53,41.0,13.0,6.0,20.0,20.0,20.0,8.0,7.0
2020_04_18,11.0,11,12.0,13.0,10.0,13.0,16.0,16.0,15.0,9.0,13.0,27.0,15,10,8,25.0,13.0,10.0,12.0,14.0,7.0,14.0,8.0,15.0,22.0,18.0,14.0,15,8.0,36,29.0,21.0,41.0,42.0,16.0,9.0,17.0,10.0,12.0,9.0,14.0,11,13.0,17.0,26.0,55.0,56.0,38,33.0,34.0,32.0,22,53.0,60.0,44.0,44.0,49.0,38.0,29,39,42.0,10.0,8.0,14.0,18.0,21.0,7.0,9.0
