Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,41T,79T,81T,84T,28T,29T,30T,31T,32T,33T,34T,60T,71T,74T,77T,35T,36T,37T,38T,39T,40T,57T,58T,67T,68T,69T,70T,73T,75T,76T,42T,44T,62T,63T,78T,43T,80T,46T,47T,72T,82T,83T
2020-03-22,19.0,14,14.0,17.0,12.0,17.0,21.0,24.0,20.0,15.0,16.0,27.0,19,18.0,24.0,12,16,27.0,15.0,19.0,24.0,18.0,36.0,27.0,27.0,13.0,40,28,19.0,16.0,23.0,12.0,18.0,12.0,12.0,10.0,14,20.0,16.8,14.0,33.0,95.0,70.0,69,55.0,56.0,50.0,84.0,79.0,55.0,45.0,53,92,123.0,66.0,63.0,16.0,17.0,12.0,13.0,18.0,13.0,12.0,40,44.0,33.0,40.0,92.0
2020-03-23,17.0,15,14.0,17.0,14.0,14.0,20.0,22.0,21.0,13.0,15.0,28.0,18,18.0,19.0,11,14,27.0,16.0,19.0,24.0,17.0,36.0,27.0,27.0,11.0,43,54,20.0,18.0,20.0,11.0,19.0,12.0,12.0,10.0,15,18.0,19.0,16.0,25.0,101.0,93.0,61,59.0,59.0,52.0,101.0,106.0,73.0,47.0,70,118,130.0,92.0,55.0,18.0,15.0,16.0,13.0,17.0,13.0,12.0,38,47.0,33.0,33.0,95.0
2020-03-24,13.0,12,13.0,15.0,12.0,17.0,17.0,28.0,19.0,13.0,14.0,27.0,18,15.0,18.0,10,13,26.0,15.0,23.0,25.0,15.0,35.0,27.0,22.0,10.0,38,30,12.0,12.0,18.0,9.0,22.0,12.0,10.0,11.0,13,16.0,18.0,16.0,24.0,83.0,78.0,70,67.0,69.0,65.0,100.0,100.0,73.0,41.0,60,98,160.0,84.0,69.0,18.0,14.0,15.0,12.0,6.0,16.0,14.0,46,41.0,35.0,49.0,72.0
2020-03-25,22.0,14,15.0,18.0,12.0,19.0,20.0,26.0,21.0,15.0,15.0,26.0,21,16.0,19.0,13,16,27.0,18.0,21.0,22.0,14.0,30.0,26.0,20.0,11.0,31,26,15.0,11.0,20.0,12.0,18.0,14.0,17.0,11.0,15,19.0,18.0,17.0,26.0,105.0,88.0,73,67.0,67.0,64.0,109.0,134.0,74.0,45.0,56,91,196.0,81.0,71.0,20.0,12.0,17.0,11.0,10.0,13.0,11.0,50,30.0,31.0,36.0,57.0
2020-03-26,15.0,11,11.0,15.0,11.0,12.0,17.0,24.0,17.0,11.0,14.0,27.0,17,12.0,19.0,8,12,23.0,12.0,19.0,21.0,13.0,17.06896551724138,27.0,21.0,8.0,42,33,13.0,10.0,17.0,8.0,18.0,8.0,9.0,7.0,9,16.0,15.0,15.0,24.0,95.0,87.0,61,62.0,59.0,57.0,111.0,130.0,60.0,46.0,54,79,208.0,92.0,78.0,14.0,11.0,14.0,11.0,8.0,7.0,10.0,51,40.0,33.0,38.0,56.0
2020-03-27,15.0,13,13.0,15.0,10.0,16.0,18.0,22.0,19.0,11.0,14.0,25.0,17,15.0,14.0,8,12,23.0,13.0,17.0,27.0,15.0,18.03448275862069,31.0,24.0,8.0,41,37,18.0,12.0,18.0,11.0,13.0,8.0,9.0,7.0,11,16.0,15.0,15.0,23.0,102.0,94.0,61,57.0,53.0,54.0,132.0,113.0,66.0,49.0,62,95,205.0,103.0,69.0,13.0,13.0,14.0,11.0,7.0,7.0,9.0,59,35.0,54.0,62.0,50.0
2020-03-28,23.0,19,18.0,22.0,18.0,22.0,26.0,30.0,26.0,20.0,23.0,33.0,24,23.0,30.0,16,20,30.0,23.0,29.0,34.0,25.0,26.551724137931036,38.0,29.0,20.0,38,59,30.0,22.0,22.0,13.0,18.0,14.0,15.0,12.0,21,23.0,15.0,19.0,34.0,120.64285714285714,123.0,102,89.0,88.0,92.0,175.0,135.0,87.0,74.0,70,141,262.0,174.0,77.0,18.0,15.0,13.0,12.0,11.0,11.0,11.0,72,39.0,55.0,93.0,72.0
2020-03-29,22.0,16,19.0,20.0,15.0,20.0,23.0,24.0,23.0,19.0,19.0,28.0,21,20.0,23.0,13,17,28.0,20.0,25.0,34.0,21.0,25.413793103448278,36.0,32.0,15.0,57,71,29.0,27.0,19.0,8.0,16.0,10.0,10.0,8.0,13,20.0,17.0,13.0,31.0,122.64285714285714,117.0,110,107.0,95.0,99.0,182.0,99.0,110.0,62.0,114,137,237.0,174.0,74.0,19.0,17.0,15.0,13.0,15.0,19.0,15.0,61,46.0,75.0,104.0,69.0
2020-03-30,21.0,18,18.0,20.0,14.0,22.0,22.0,31.0,24.0,18.0,19.0,30.0,23,21.0,28.0,15,17,29.0,30.0,25.0,30.0,20.0,26.517241379310345,35.0,34.0,21.0,49,73,34.0,28.0,25.0,15.0,19.0,17.0,16.0,20.0,19,22.0,17.0,17.0,33.0,110.0,107.0,118,95.0,104.0,109.0,149.0,89.0,111.0,59.0,97,135,191.0,218.0,59.0,26.0,14.0,17.0,13.0,13.0,19.0,18.0,61,50.0,112.0,111.0,65.0
2020-03-31,28.0,25,25.0,28.0,22.0,28.0,30.0,34.0,32.0,26.0,24.0,36.0,29,28.0,28.0,23,25,37.0,28.0,27.0,36.0,26.0,31.24137931034483,40.0,32.0,24.0,49,78,30.0,28.0,23.0,17.0,18.0,18.0,20.0,8.0,24,33.0,23.0,23.0,40.0,112.5,86.0,114,87.0,92.0,102.0,119.0,94.0,110.0,48.0,104,117,182.0,262.0,58.0,26.0,15.0,15.0,11.0,17.0,19.0,16.0,70,49.0,101.0,139.0,53.0
2020-04-01,19.0,15,17.0,19.0,15.0,20.0,22.0,28.0,23.0,16.0,19.0,28.0,20,20.0,20.0,10,16,26.0,17.0,26.0,31.0,20.0,42.0,32.0,34.0,13.0,51,57,25.0,22.0,17.0,9.0,16.0,8.0,10.0,5.0,13,17.0,15.0,10.0,24.0,93.0,87.0,113,106.0,103.0,117.0,112.0,90.0,146.0,57.0,130,115,192.0,253.0,74.0,16.0,14.0,13.0,11.0,16.0,18.0,12.0,71,90.75,89.0,126.0,77.0
2020-04-02,16.0,13,15.0,16.0,12.0,19.0,20.0,21.0,21.0,14.0,15.0,26.0,19,17.0,18.0,11,12,25.0,15.0,25.0,27.0,18.0,40.0,31.0,26.0,11.0,40,54,18.0,16.0,15.0,8.0,16.0,9.0,8.0,13.3,12,15.0,13.0,13.0,24.0,101.0,112.21428571428571,104,92.0,84.0,86.0,124.0,109.0,121.0,56.0,98,108,176.0,247.0,65.0,21.0,14.0,10.0,11.0,9.0,18.0,11.0,43,37.0,68.0,52.0,44.0
2020-04-03,14.0,12,13.0,14.0,12.0,13.0,18.0,23.0,17.0,11.0,13.0,22.0,16,14.0,15.0,9,11,25.0,16.0,21.0,24.0,16.0,39.0,28.0,20.0,8.0,43,52,12.0,10.0,16.0,10.0,15.0,10.0,10.0,21.0,14,14.0,14.0,12.0,23.0,95.0,92.0,100,79.0,76.0,64.0,113.0,107.0,91.0,59.0,69,92,204.0,185.0,61.0,17.0,10.0,10.0,10.0,3.0,8.0,7.0,35,33.0,47.0,57.0,72.0
2020-04-04,16.0,12,13.0,14.0,13.0,18.0,19.0,27.0,20.0,13.0,14.0,25.0,17,15.0,22.0,10,13,25.0,15.0,21.0,26.0,14.0,33.0,27.0,42.0,10.0,42,97,29.0,17.0,16.0,10.0,17.0,10.0,11.0,18.0,11,15.0,20.0,12.0,24.0,127.0,123.0,84,63.0,65.0,63.0,181.0,154.0,92.0,65.0,57,92,206.0,177.0,71.0,15.0,11.0,12.0,11.0,5.0,10.0,9.0,40,35.0,49.0,34.0,89.0
2020-04-05,16.0,13,14.0,15.0,11.0,17.0,20.0,18.0,23.0,13.0,15.0,24.0,17,18.96551724137931,14.0,11,12,26.0,20.0,20.0,26.0,16.0,32.0,27.0,22.0,9.0,31,38,15.0,15.0,16.0,11.0,16.0,11.0,12.0,23.0,14,18.0,19.0,15.0,23.0,141.0,143.0,87,66.0,68.0,63.0,141.0,159.0,106.0,80.0,62,89,206.0,148.0,77.0,13.0,13.0,11.0,11.0,7.0,10.0,7.0,44,40.0,35.0,27.0,58.0
2020-04-06,15.0,13,17.0,14.0,13.0,13.0,19.0,22.0,17.0,12.0,12.0,24.0,17,18.551724137931036,18.0,11,13,27.0,16.0,15.0,18.0,13.0,28.0,24.0,24.0,11.0,41,41,15.0,15.0,18.0,12.0,17.0,9.0,11.0,21.0,14,16.0,16.0,13.0,23.0,125.0,125.0,92,78.0,73.0,67.0,138.0,103.0,65.0,67.0,56,94,175.0,130.0,52.0,11.0,13.0,12.0,11.0,3.0,11.0,9.0,40,33.0,24.0,29.0,49.0
2020-04-07,20.0,11,16.0,17.0,19.0,20.0,19.0,31.0,22.0,15.0,14.0,25.0,19,21.75862068965517,24.0,12,15,26.0,15.0,19.0,25.0,18.0,27.0,22.0,28.0,17.0,45,48,24.0,18.0,12.0,8.0,17.0,6.0,9.0,14.0,10,12.0,14.0,12.0,20.0,85.0,83.0,73,69.0,63.0,63.0,83.0,81.0,67.0,52.0,58,75,146.0,87.0,54.0,13.0,12.0,14.0,10.0,6.0,13.0,10.0,41,38.0,37.0,30.0,38.0
2020-04-08,16.0,11,15.0,14.0,15.0,16.0,17.0,27.0,17.0,13.0,13.0,24.0,18,15.0,19.0,10,12,25.0,13.0,21.0,23.0,14.0,35.0,22.0,24.0,13.0,39,41,16.0,17.0,13.0,6.0,20.0,6.0,7.0,15.0,10,12.0,14.0,11.0,18.0,94.0,90.0,64,58.0,62.0,53.0,100.0,106.0,48.0,59.0,48,85,154.0,75.0,59.0,19.0,17.0,17.0,14.75,6.0,15.0,11.0,41,34.0,27.0,25.0,42.0
2020-04-09,16.0,14,16.0,15.0,16.0,13.0,21.0,27.0,19.0,14.0,14.0,26.0,19,18.0,19.0,12,15,28.0,20.0,24.0,20.0,16.0,31.0,23.0,28.0,12.0,27,48,17.0,21.0,16.0,14.0,18.0,13.0,14.0,16.0,18,17.0,14.0,20.0,21.0,78.0,81.0,58,45.0,52.0,46.0,104.0,120.0,48.0,60.0,47,60,149.0,84.0,57.0,18.0,14.0,16.0,16.0,16.0,15.0,15.0,38,27.0,31.0,28.0,56.0
2020-04-10,17.0,15,18.0,18.0,20.0,17.0,21.0,25.0,21.0,15.0,15.0,28.0,20,17.0,20.0,13,15,28.0,22.0,26.0,25.0,20.689655172413794,38.0,23.0,23.0,12.0,28,32,14.0,14.0,20.0,13.0,20.0,14.0,14.0,18.0,17,17.0,18.0,16.0,26.0,65.0,67.0,48,39.0,37.0,37.0,65.0,83.0,42.0,49.0,41,48,113.0,77.0,61.0,21.0,12.0,14.333333333333334,14.333333333333334,10.0,14.0,15.0,41,31.0,29.0,39.0,61.0
2020-04-11,17.0,21,20.0,20.0,15.0,19.0,28.0,25.0,20.0,14.0,23.0,28.0,19,16.0,22.0,16,15,27.0,25.0,33.0,26.0,17.0,34.0,26.0,22.0,12.0,40,36,14.0,14.0,26.0,19.0,20.0,18.0,15.0,26.0,19,19.0,18.0,20.0,30.0,83.0,79.0,58,46.0,43.0,45.0,83.0,89.0,47.0,51.0,42,69,90.0,78.0,67.0,19.0,11.0,14.0,14.0,12.0,9.0,11.0,44,28.0,35.0,72.0,66.0
2020-04-12,17.0,15,16.0,17.0,13.0,16.0,20.0,19.0,17.0,14.0,15.0,26.0,20,17.0,19.0,12,13,27.0,20.0,22.0,27.0,13.0,35.0,27.0,20.0,12.0,31,54,14.0,12.0,20.0,14.0,18.0,12.0,11.0,20.0,12,18.0,17.0,15.0,27.0,91.0,87.0,71,64.0,66.0,61.0,79.0,88.0,67.0,59.0,53,82,84.0,100.0,63.0,18.0,13.0,14.0,14.0,11.0,8.0,13.0,45,31.0,42.0,52.0,42.0
2020-04-13,29.0,24,21.0,23.0,24.0,28.0,27.0,24.0,27.0,24.0,27.0,24.17241379310345,28,27.0,23.0,22,20,38.0,30.0,26.0,22.0,22.0,26.0,23.0,21.0,19.0,22,18,21.0,15.0,18.0,19.0,18.0,20.0,15.0,19.0,18,18.0,14.0,18.0,21.0,67.0,65.0,43,41.0,48.0,40.0,54.0,90.0,27.0,44.0,41,57,57.0,32.0,49.0,17.0,12.0,11.333333333333334,11.333333333333334,5.0,11.0,9.0,27,21.0,17.0,19.0,23.0
2020-04-14,37.0,35,29.0,32.0,25.0,30.0,38.0,32.0,39.0,34.0,44.0,32.172413793103445,38,34.0,30.0,28,27,53.0,41.0,30.0,29.0,23.0,37.0,34.0,30.0,28.0,29,22,23.0,22.0,28.0,26.0,19.0,26.0,21.0,20.0,28,28.0,27.0,29.0,31.0,42.0,35.0,29,33.0,32.0,31.0,27.0,78.0,32.0,27.0,32,32,25.0,26.0,54.0,18.0,12.0,13.0,13.0,9.0,11.0,12.0,35,36.0,34.0,42.0,44.0
2020-04-15,33.0,29,24.0,28.0,24.0,28.0,31.0,34.0,33.0,29.0,31.0,44.0,33,32.0,37.0,26,24,44.0,33.0,30.0,33.0,21.0,51.0,39.0,29.0,24.0,38,26,24.0,19.0,31.0,38.0,26.0,36.0,25.0,30.0,28,31.0,30.0,33.0,30.0,50.0,42.0,49,51.0,49.0,50.0,43.0,70.0,46.0,35.0,53,48,40.0,41.0,60.0,13.0,11.0,11.666666666666666,11.666666666666666,11.0,8.0,9.0,45,37.0,39.0,61.0,67.0
2020-04-16,15.0,14,15.0,15.0,13.0,17.0,20.0,22.0,19.0,13.0,14.0,28.0,19,18.0,19.448275862068964,13,11,26.0,18.0,19.0,25.0,12.0,30.0,28.0,20.0,11.0,35,46,16.0,12.0,26.0,17.0,16.0,17.0,15.0,20.0,15,23.0,17.0,19.0,30.0,50.0,43.0,47,46.0,45.0,47.0,44.0,36.0,58.0,30.0,57,51,47.0,44.0,40.0,10.0,11.0,9.666666666666666,9.666666666666666,8.0,6.0,9.0,52,33.0,40.0,70.0,92.0
2020-04-17,14.0,11,12.0,13.0,10.0,11.0,16.0,22.0,16.0,12.0,13.0,26.0,16,15.0,17.0,10,10,25.0,16.0,16.0,16.0,10.0,30.0,26.0,21.0,11.0,27,25,13.0,10.0,19.0,13.0,16.0,14.0,10.0,18.0,15,16.0,15.0,16.0,27.0,55.0,49.0,54,50.0,50.0,49.0,56.0,50.0,65.0,36.0,44,53,58.0,48.0,41.0,13.0,20.0,13.666666666666666,13.666666666666666,8.0,6.0,7.0,44,32.0,25.0,49.0,78.0
2020-04-18,11.0,11,12.0,13.0,10.0,13.0,16.0,16.0,15.0,9.0,13.0,27.0,15,10.0,14.0,10,8,25.0,13.0,14.0,15.0,12.0,22.0,18.0,14.0,7.0,22,15,8.0,8.0,16.0,9.0,17.0,10.0,9.0,14.0,11,13.0,17.0,12.0,26.0,55.0,56.0,38,33.0,34.0,32.0,53.0,43.0,44.0,38.0,29,39,60.0,49.0,42.0,10.0,14.0,10.333333333333334,10.333333333333334,7.0,8.0,9.0,36,29.0,21.0,41.0,42.0
2020-04-19,14.0,9,11.0,11.0,10.0,14.0,14.0,16.0,13.0,11.0,12.0,23.0,15,14.0,14.0,8,8,23.0,13.0,14.0,16.0,8.0,23.0,19.0,17.0,8.0,17,17,11.0,8.0,19.0,11.0,19.0,12.0,9.0,21.0,10,14.0,14.0,14.0,22.0,60.0,57.0,51,49.0,49.0,50.0,50.0,65.0,65.0,38.0,45,48,57.0,59.0,46.0,16.0,14.0,12.0,12.0,6.0,8.0,10.0,42,25.0,38.0,65.0,131.0
2020-04-20,13.0,11,13.0,13.0,11.0,15.0,16.0,15.517241379310345,15.0,12.0,13.0,25.0,17,15.0,14.0,11,10,23.0,15.0,19.0,22.0,10.0,29.0,19.0,18.0,9.0,19,20,14.0,9.0,19.0,12.0,20.0,11.0,9.0,20.0,12,14.0,15.0,15.0,28.0,62.0,58.0,51,47.0,47.0,44.0,52.0,65.0,60.0,41.0,37,61,51.0,62.0,56.0,14.0,13.0,11.666666666666666,11.666666666666666,8.0,9.0,10.0,31,25.0,34.0,60.0,106.0
2020-04-21,13.0,9,11.0,13.0,12.0,12.0,15.0,24.0,15.0,10.0,12.0,21.0,16,14.0,16.0,10,9,23.0,14.0,17.0,17.0,9.0,24.0,23.0,18.0,8.0,24,25,11.0,11.0,20.0,10.0,17.0,12.0,11.0,17.0,10,17.0,15.0,13.0,24.0,67.0,64.0,63,44.0,46.0,48.0,53.0,69.0,60.0,42.0,39,62,65.0,62.0,48.0,15.0,12.0,12.333333333333334,12.333333333333334,10.0,9.0,10.0,36,30.0,29.0,62.0,91.0
2020-04-22,19.0,14,16.0,17.0,14.0,15.0,20.0,20.0,20.0,15.0,18.0,27.0,19,19.0,24.0,13,15,28.0,16.0,19.0,25.0,15.0,33.0,27.0,27.0,14.0,33,42,23.0,18.0,19.0,11.0,20.0,10.0,12.0,18.0,14,19.0,15.0,15.0,23.0,58.0,58.0,55,49.0,49.0,50.0,53.0,57.0,63.0,42.0,50,52,72.0,71.0,35.0,14.0,11.0,11.333333333333334,11.333333333333334,9.0,7.0,9.0,38,28.0,30.0,28.0,57.0
2020-04-23,19.0,16,18.0,18.0,16.0,20.0,20.0,20.0,20.0,16.0,18.0,26.0,20,18.0,17.0,15,17,31.0,19.0,22.0,21.0,16.0,35.0,26.0,23.0,11.0,28,26,17.0,13.0,20.0,12.0,18.0,14.0,12.0,21.0,17,15.0,18.0,16.0,22.0,49.0,46.0,56,40.0,41.0,41.0,46.0,54.0,41.0,37.0,39,44,63.0,47.0,49.0,11.0,10.0,8.333333333333334,8.333333333333334,4.0,9.0,9.0,26,26.0,25.0,26.0,36.0
2020-04-24,20.0,19,20.0,18.0,18.0,18.0,23.0,24.0,23.0,16.0,20.0,31.0,19,21.0,20.24137931034483,14,15,33.0,21.0,28.0,21.0,20.0,29.0,25.0,15.0,12.0,20,19,15.0,10.0,17.0,14.0,17.0,13.0,14.0,19.0,15,20.0,15.0,16.0,19.0,45.0,39.0,33,26.0,30.0,30.0,34.0,53.0,27.0,28.0,27,33,39.0,21.0,37.0,10.0,17.0,11.0,11.0,6.0,8.0,7.0,24,29.0,21.0,13.0,24.0
2020-04-25,24.0,22,22.0,20.0,16.0,23.0,25.0,26.0,25.0,22.0,27.0,34.0,24,23.0,22.0,19,20,35.0,23.0,24.0,24.0,20.0,24.0,28.0,20.0,23.0,15,13,18.0,12.0,21.0,17.0,19.0,15.0,13.0,21.0,22,18.0,17.0,18.0,25.0,40.0,30.0,23,17.0,21.0,21.0,13.0,59.0,13.0,24.0,19,22,17.0,9.0,23.428571428571427,9.0,11.0,8.333333333333334,8.333333333333334,5.0,7.0,9.0,17,18.0,9.0,11.0,12.0
2020-04-26,32.0,29,27.0,27.0,24.0,25.0,33.0,32.0,31.0,30.0,33.0,39.0,34,29.0,30.0,27,27,46.0,25.0,27.0,23.0,22.0,33.0,29.0,31.0,31.0,17,20,25.0,23.0,32.0,24.0,24.0,26.0,23.0,21.0,25,27.0,19.0,29.0,30.0,22.0,15.0,15,13.0,13.0,15.0,13.0,37.0,12.0,16.0,12,14,12.0,9.0,20.0,11.0,9.0,8.666666666666666,8.666666666666666,6.0,8.0,7.0,22,20.0,14.0,18.0,13.0
2020-04-27,38.0,37,31.0,34.0,31.0,32.0,37.0,44.0,36.0,35.0,37.0,45.0,40,35.0,39.0,31,32,53.0,23.0,35.0,28.0,30.0,27.0,26.0,39.0,43.0,15,23,36.0,29.0,27.0,22.0,18.0,21.0,21.0,25.0,22,26.0,17.0,21.0,27.0,15.0,9.0,7,7.0,6.0,8.0,9.0,9.0,7.0,10.0,9,9,8.0,5.0,18.0,8.0,6.0,6.0,6.0,4.0,5.0,6.0,21,21.0,19.0,18.0,24.0
2020-04-28,31.0,29,26.0,28.0,23.0,28.0,31.0,37.0,33.0,28.0,30.0,40.0,33,29.0,31.0,27,26,46.0,24.0,24.0,22.0,21.0,28.0,28.586206896551722,31.0,35.0,18,23,26.0,21.0,25.0,23.0,24.0,28.0,20.0,22.0,20,17.0,18.0,29.0,22.0,14.0,8.0,11,8.0,8.0,13.0,9.0,9.0,10.0,9.0,12,13,10.0,10.0,13.0,5.0,6.0,4.666666666666667,4.666666666666667,3.0,4.0,5.0,28,24.0,18.0,28.0,37.0
2020-04-29,36.0,30,27.0,31.0,27.0,32.0,35.0,35.0,36.0,31.0,36.0,50.0,35,34.0,39.0,26,27,46.0,26.0,34.0,41.0,27.0,52.0,33.724137931034484,35.0,31.0,32,31,33.0,23.0,34.0,27.0,20.0,32.0,25.0,28.0,28,30.0,30.0,31.0,40.0,16.0,9.0,10,13.0,11.0,15.0,14.0,8.0,18.0,12.0,18,14,16.0,16.0,19.0,12.0,10.0,11.0,11.0,11.0,6.0,7.0,38,34.0,34.0,49.0,48.0
2020-04-30,25.0,23,24.0,24.0,20.0,23.0,29.0,27.0,27.0,21.0,29.0,41.0,27,26.0,29.0,19,19,37.0,22.0,24.0,29.0,18.0,37.0,29.0,24.0,19.0,26,26,19.0,14.0,26.0,20.0,17.0,20.0,15.0,21.0,22,24.0,21.0,27.0,31.0,19.0,14.0,17,17.0,14.0,20.0,14.0,12.0,27.0,14.0,25,19,13.0,24.0,15.0,11.0,7.0,9.0,9.0,9.0,7.0,8.0,41,39.0,37.0,51.0,51.0
2020-05-01,18.0,15,17.0,16.0,13.0,17.0,23.0,24.0,19.0,15.0,16.0,31.0,19,20.0,23.0,13,13,26.0,16.0,21.0,29.0,13.0,34.0,27.0,22.0,12.0,23,22,18.0,14.0,23.0,18.0,19.0,19.0,10.0,25.0,14,21.0,20.0,22.0,27.0,21.0,16.0,20,20.0,15.0,21.0,9.0,14.0,29.0,16.0,32,16,7.0,21.0,24.0,11.0,10.0,8.0,8.0,3.0,7.0,6.0,49,36.0,33.0,63.0,76.0
2020-05-02,16.0,11,14.0,14.0,12.0,12.0,19.0,23.0,17.0,14.0,14.0,26.0,16,17.0,20.0,10,11,24.0,14.0,21.0,22.0,11.0,29.0,26.0,19.0,14.0,21,19,16.0,12.0,18.0,11.0,15.0,11.0,9.0,16.0,10,16.0,16.0,13.0,21.0,18.0,11.0,16,16.0,11.0,17.0,9.0,11.0,22.0,10.0,18,10,8.0,9.0,25.0,12.0,14.0,10.333333333333334,10.333333333333334,5.0,7.0,8.0,42,30.0,23.0,28.0,80.0
2020-05-03,14.0,10,13.0,13.0,11.0,13.0,16.0,21.0,14.0,11.0,12.0,24.0,16,15.0,19.0,11,10,25.0,13.0,16.0,17.0,12.0,31.0,22.0,22.0,12.0,27,17,16.0,14.0,16.0,9.0,14.0,11.0,9.0,15.0,9,13.0,13.0,13.0,20.0,15.0,9.0,19,16.0,15.214285714285714,20.0,7.0,18.0,21.0,12.0,29,11,8.0,11.0,17.0,14.0,16.0,12.333333333333334,12.333333333333334,7.0,8.0,8.0,41,26.0,23.0,36.0,71.0
2020-05-04,17.0,15,16.0,17.0,13.0,16.0,20.0,26.0,19.0,16.0,16.0,28.0,18,17.0,23.0,14,14,27.0,16.0,20.0,21.0,13.0,34.0,22.0,24.0,13.0,25,17,17.0,14.0,15.0,11.0,15.0,11.0,12.0,15.0,15,15.0,15.0,14.0,21.0,21.0,13.0,20,23.0,15.0,23.0,10.0,20.0,23.0,16.0,35,15,12.0,19.357142857142858,25.0,17.0,14.0,13.333333333333334,13.333333333333334,9.0,6.0,9.0,32,23.0,27.0,44.0,48.0
2020-05-05,20.0,17,17.0,19.0,18.0,16.0,21.0,30.0,23.0,19.0,19.0,29.0,23,23.0,31.0,18,16,32.0,16.0,21.0,22.06896551724138,15.0,41.0,31.0,22.0,19.0,30,15,22.0,17.0,17.0,13.0,17.0,14.0,14.0,19.0,16,19.0,15.0,17.0,25.0,23.0,17.0,27,27.0,24.0,28.0,18.0,24.0,30.0,19.0,36,30,21.0,23.0,26.0,19.0,23.0,17.0,17.0,9.0,8.0,8.0,36,32.0,23.0,58.0,54.0
2020-05-06,16.0,14,15.0,16.0,14.0,15.0,18.0,25.0,18.0,14.0,14.0,25.0,19,17.0,18.0,11,12,27.0,15.0,21.0,17.96551724137931,13.0,28.0,24.0,21.0,13.0,25,22,16.0,15.0,17.0,9.0,14.0,7.0,8.0,15.0,11,16.0,16.0,10.0,23.0,33.0,26.0,27,35.0,31.0,37.0,23.0,24.0,32.0,25.0,40,35,27.0,22.0,21.0,17.0,18.0,14.666666666666666,14.666666666666666,9.0,6.0,6.0,34,30.0,29.0,51.0,64.0
2020-05-07,13.0,10,13.0,13.0,15.0,15.0,17.0,24.0,15.0,10.0,14.75,23.0,14,15.0,19.0,8,8,23.0,14.0,15.0,17.0,9.0,14.75,19.0,21.0,10.0,17,13,12.0,11.0,14.0,7.0,15.0,6.0,9.0,19.0,11,12.0,12.0,16.0,18.0,35.0,28.0,27,32.0,30.0,31.0,26.0,27.0,32.0,27.0,34,34,29.0,29.642857142857142,23.0,14.0,21.0,14.666666666666666,14.666666666666666,9.0,8.0,9.0,30,26.0,31.0,44.0,60.0
2020-05-08,13.0,9,11.0,11.0,10.0,13.0,15.0,22.0,14.0,8.0,14.724137931034482,22.0,12,13.0,17.0,7,10,22.0,12.0,19.0,17.0,10.0,30.0,23.0,18.0,13.0,17,13,14.0,12.0,12.0,7.0,21.0,7.0,7.0,10.0,10,15.0,11.0,11.0,18.0,28.0,19.0,18,20.0,19.0,22.0,24.0,25.0,30.0,16.0,24,23,32.0,22.571428571428573,16.0,11.0,20.0,13.333333333333334,13.333333333333334,9.0,8.0,8.0,21,19.0,22.0,25.0,49.0
2020-05-09,10.0,6,11.0,8.0,10.0,8.0,11.0,15.0,10.0,6.0,6.0,17.0,11,7.0,12.0,6,6,20.0,12.0,13.0,12.0,6.0,19.0,15.0,19.0,5.0,16,12,13.0,8.0,12.0,5.0,17.0,5.0,5.0,13.0,8,9.0,8.0,9.0,15.0,31.0,25.0,24,28.0,24.0,28.0,21.0,20.0,23.0,20.0,29,25,19.0,16.0,23.785714285714285,13.0,21.0,14.333333333333334,14.333333333333334,9.0,8.0,7.0,27,20.0,22.0,22.0,56.0
2020-05-10,8.0,6,10.0,8.0,8.0,9.0,10.0,15.0,10.0,6.0,6.0,15.0,10,9.0,10.0,6,5,17.0,10.0,10.0,12.0,5.0,14.0,14.0,11.0,4.0,15,14,5.0,5.0,12.0,5.0,19.0,5.0,5.0,10.0,8,11.0,9.0,7.0,17.0,26.0,20.0,20,18.0,16.0,21.0,16.0,22.0,15.0,18.0,19,21,26.0,12.0,19.0,13.0,17.0,14.666666666666666,14.666666666666666,14.0,9.0,8.0,27,25.0,18.0,32.0,62.0
2020-05-11,14.0,10,14.0,11.0,13.310344827586206,11.0,16.0,19.0,14.0,10.0,11.0,20.0,14,12.0,10.0,10,10,24.0,15.0,13.0,9.0,9.0,17.0,14.0,17.0,8.0,15,13,15.0,11.0,13.0,5.0,22.0,5.0,6.0,11.0,10,9.0,7.0,12.0,17.0,21.0,10.0,13,14.0,13.0,15.0,13.0,9.0,15.0,11.0,17,16,19.0,12.0,22.0,17.0,16.0,13.666666666666666,13.666666666666666,8.0,7.0,6.0,25,16.0,14.0,13.0,42.0
2020-05-12,25.0,19,18.0,18.0,13.0,18.0,24.0,31.0,25.0,20.0,20.0,33.0,25,19.0,22.0,20,16,37.0,17.0,20.0,18.0,14.0,24.0,17.0,17.0,27.0,19,18,20.0,13.0,18.0,15.0,22.0,15.0,10.0,19.0,12,13.0,10.0,19.0,20.0,19.0,12.0,14,15.0,12.0,16.0,13.0,13.0,19.0,14.0,21,13,16.0,10.0,23.0,11.0,15.0,11.0,11.0,7.0,6.0,8.0,24,22.0,14.0,24.0,35.0
